smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
Cc1ccc(NC(=O)COc2ccc(Cl)cc2)cc1,,0.9245619699406552,3.6659200000000016,1.3794258666014407,0.0,O=C(COc1ccccc1)Nc1ccccc1,1.3794258666014407,Cc1ccc(NC(=O)COc2ccc(Cl)cc2)cc1,0.9245619699406552,275.735,3.6659200000000016,38.33,2.0,1.0,4.0,19.0,2.0,0.1333333333333333,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.3794258666014407,0.9722506477463412
Cc1ccc(CC(=O)Nc2ccc3c(c2)OCCCO3)cc1,,0.9449244130731812,3.3375200000000014,1.8111334533406025,0.0,O=C(Cc1ccccc1)Nc1ccc2c(c1)OCCCO2,1.8111334533406025,Cc1ccc(CC(=O)Nc2ccc3c(c2)OCCCO3)cc1,0.9449244130731812,297.354,3.3375200000000014,47.56,3.0,1.0,3.0,22.0,2.0,0.2777777777777778,O=C(Cc1ccccc1)Nc1ccc2c(c1)OCCCO2,0,True,1.8111334533406025,0.9697244484721881
Cc1ccccc1C(=O)NC1CN(c2ccccc2Cl)C1,,0.9433819914563836,3.2670200000000023,1.8021197612405155,0.0,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,1.8021197612405155,Cc1ccccc1C(=O)NC1CN(c2ccccc2Cl)C1,0.9433819914563836,300.78900000000004,3.2670200000000023,32.34,2.0,1.0,3.0,21.0,2.0,0.2352941176470588,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,0,True,1.8021197612405155,0.9687251319913317
Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)cn1,,0.9392060624513608,3.626820000000002,1.763886969649338,0.0,O=C(NCc1ccccc1)c1cccnc1,1.763886969649338,Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)cn1,0.9392060624513608,295.16900000000004,3.626820000000002,41.99,2.0,1.0,3.0,19.0,2.0,0.1428571428571428,O=C(NCc1ccccc1)c1cccnc1,0,True,1.763886969649338,0.9667147383074834
Cc1cccc(N2CCC(NC(=O)c3cccc(F)c3)CC2)n1,,0.947438580772382,2.927920000000001,1.968265647099708,0.0,O=C(NC1CCN(c2ccccn2)CC1)c1ccccc1,1.968265647099708,Cc1cccc(N2CCC(NC(=O)c3cccc(F)c3)CC2)n1,0.947438580772382,313.37600000000015,2.927920000000001,45.23,3.0,1.0,3.0,23.0,2.0,0.3333333333333333,O=C(NC1CCN(c2ccccn2)CC1)c1ccccc1,0,True,1.968265647099708,0.9641934789684902
COc1ccc(CNC(=O)c2cccc(C)c2F)cc1,,0.9293477145197748,3.072720000000001,1.676471564622206,0.0,O=C(NCc1ccccc1)c1ccccc1,1.676471564622206,COc1ccc(CNC(=O)c2cccc(C)c2F)cc1,0.9293477145197748,273.307,3.072720000000001,38.33,2.0,1.0,4.0,20.0,2.0,0.1875,O=C(NCc1ccccc1)c1ccccc1,0,True,1.676471564622206,0.9618257903885046
Cc1ccccc1C(=O)NC1CCN(C(=O)c2ccc(F)cc2)CC1,,0.932936949125539,3.168720000000002,1.7481472275092536,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.7481472275092536,Cc1ccccc1C(=O)NC1CCN(C(=O)c2ccc(F)cc2)CC1,0.932936949125539,340.3980000000001,3.168720000000002,49.41,2.0,1.0,3.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.7481472275092536,0.9616026946245271
Cc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,,0.9412989802319616,3.455320000000002,1.905542989915146,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,1.905542989915146,Cc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,0.9412989802319616,300.427,3.455320000000002,32.34,3.0,1.0,3.0,21.0,2.0,0.3529411764705882,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,0,True,1.905542989915146,0.9615650295787976
Cc1ccc(-c2csc(NC(=O)C3CCOCC3)n2)cc1,,0.9440292304884748,3.483620000000002,1.987764175287152,0.0,O=C(Nc1nc(-c2ccccc2)cs1)C1CCOCC1,1.987764175287152,Cc1ccc(-c2csc(NC(=O)C3CCOCC3)n2)cc1,0.9440292304884748,302.399,3.483620000000002,51.22,4.0,1.0,3.0,21.0,2.0,0.375,O=C(Nc1nc(-c2ccccc2)cs1)C1CCOCC1,0,True,1.987764175287152,0.9600030034390353
Cc1ccc(C(=O)N2CCC(NC(=O)c3ccccc3)C2)cc1,,0.94741258623889,2.639520000000001,2.078623263473612,0.0,O=C(NC1CCN(C(=O)c2ccccc2)C1)c1ccccc1,2.078623263473612,Cc1ccc(C(=O)N2CCC(NC(=O)c3ccccc3)C2)cc1,0.94741258623889,308.3810000000001,2.639520000000001,49.41,2.0,1.0,3.0,23.0,2.0,0.2631578947368421,O=C(NC1CCN(C(=O)c2ccccc2)C1)c1ccccc1,0,True,2.078623263473612,0.9586217719764586
Cc1ccccc1NC(=O)N1CCN(c2ccccc2)CC1,,0.9219595409406428,3.349120000000002,1.6046656648790645,0.0,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,1.6046656648790645,Cc1ccccc1NC(=O)N1CCN(c2ccccc2)CC1,0.9219595409406428,295.3860000000001,3.349120000000002,35.580000000000005,2.0,1.0,2.0,22.0,2.0,0.2777777777777778,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6046656648790645,0.9584782186494304
Cc1ccc2cc(C(=O)NCC3CCOCC3)ccc2c1,,0.9382541818460974,3.3046200000000017,1.9325452597764323,0.0,O=C(NCC1CCOCC1)c1ccc2ccccc2c1,1.9325452597764323,Cc1ccc2cc(C(=O)NCC3CCOCC3)ccc2c1,0.9382541818460974,283.371,3.3046200000000017,38.33,2.0,1.0,3.0,21.0,2.0,0.3888888888888889,O=C(NCC1CCOCC1)c1ccc2ccccc2c1,0,True,1.9325452597764323,0.9573406462341091
Cc1cccc(-c2nc(C(=O)NC3CCOCC3)cs2)c1,,0.947893550795942,3.0273200000000013,2.127158626737341,0.0,O=C(NC1CCOCC1)c1csc(-c2ccccc2)n1,2.127158626737341,Cc1cccc(-c2nc(C(=O)NC3CCOCC3)cs2)c1,0.947893550795942,302.39899999999994,3.0273200000000013,51.22,4.0,1.0,3.0,21.0,2.0,0.375,O=C(NC1CCOCC1)c1csc(-c2ccccc2)n1,0,True,2.127158626737341,0.9566349892552646
Cc1cc(-n2cncn2)ccc1NC(=O)C1CCCCC1,,0.941804700764834,3.094520000000001,2.038929118540618,0.0,O=C(Nc1ccc(-n2cncn2)cc1)C1CCCCC1,2.038929118540618,Cc1cc(-n2cncn2)ccc1NC(=O)C1CCCCC1,0.941804700764834,284.3630000000001,3.094520000000001,59.81,4.0,1.0,3.0,21.0,2.0,0.4375,O=C(Nc1ccc(-n2cncn2)cc1)C1CCCCC1,0,True,2.038929118540618,0.9553364542357246
Cc1ccc(NC(=O)C2CCOCC2)cc1-c1ccccc1,,0.928201154855094,4.027120000000003,1.8047209533406043,0.0,O=C(Nc1cccc(-c2ccccc2)c1)C1CCOCC1,1.8047209533406043,Cc1ccc(NC(=O)C2CCOCC2)cc1-c1ccccc1,0.928201154855094,295.38199999999995,4.027120000000003,38.33,2.0,1.0,3.0,22.0,2.0,0.3157894736842105,O=C(Nc1cccc(-c2ccccc2)c1)C1CCOCC1,0,True,1.8047209533406043,0.9542995732204789
Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccc3)CC2)cn1,,0.932875561350654,2.672220000000001,1.9028012361766395,0.0,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,1.9028012361766395,Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccc3)CC2)cn1,0.932875561350654,337.4230000000001,2.672220000000001,62.3,3.0,1.0,4.0,25.0,2.0,0.35,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,0,True,1.9028012361766395,0.9537710601969189
CC(C)CNC(=O)c1csc(-c2ccc(F)cc2)n1,,0.9316876219097078,3.3350000000000017,1.901185953684169,0.0,c1ccc(-c2nccs2)cc1,1.901185953684169,CC(C)CNC(=O)c1csc(-c2ccc(F)cc2)n1,0.9316876219097078,278.352,3.3350000000000017,41.99,3.0,1.0,4.0,19.0,2.0,0.2857142857142857,c1ccc(-c2nccs2)cc1,0,True,1.901185953684169,0.9527336485133705
