smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
Cc1ccccc1C(=O)Nc1ccc(N2CCOCC2)nc1,,0.9453886994284344,2.4789200000000005,1.844398837955989,0.0,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccccc1,1.844398837955989,Cc1ccccc1C(=O)Nc1ccc(N2CCOCC2)nc1,0.9453886994284344,297.358,2.4789200000000005,54.46000000000001,4.0,1.0,3.0,22.0,2.0,0.2941176470588235,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccccc1,0,True,1.844398837955989,0.9786762397663216
Cc1cccc(N2CC(NC(=O)c3ccc(F)cc3)C2)c1,,0.9396684314964692,2.752720000000001,1.772930191488232,0.0,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,1.772930191488232,Cc1cccc(N2CC(NC(=O)c3ccc(F)cc3)C2)c1,0.9396684314964692,284.33400000000006,2.752720000000001,32.34,2.0,1.0,3.0,21.0,2.0,0.2352941176470588,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,0,True,1.772930191488232,0.9764515165843219
COc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,,0.9324330936728328,2.729800000000001,1.647383928484336,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.647383928484336,COc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,0.9324330936728328,338.4070000000001,2.729800000000001,58.64,3.0,1.0,4.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.647383928484336,0.9750613188498849
COc1ccc(NC(=O)c2ccc(F)c(F)c2)cc1,,0.9228593756801132,3.2257000000000016,1.4523667954838793,0.0,O=C(Nc1ccccc1)c1ccccc1,1.4523667954838793,COc1ccc(NC(=O)c2ccc(F)c(F)c2)cc1,0.9228593756801132,263.243,3.2257000000000016,38.33,2.0,1.0,3.0,19.0,2.0,0.0714285714285714,O=C(Nc1ccccc1)c1ccccc1,0,True,1.4523667954838793,0.9743923103409591
COc1ccc(F)cc1NC(=O)c1ccc(F)cc1,,0.9228593756801132,3.2257000000000016,1.4593316721166794,0.0,O=C(Nc1ccccc1)c1ccccc1,1.4593316721166794,COc1ccc(F)cc1NC(=O)c1ccc(F)cc1,0.9228593756801132,263.243,3.2257000000000016,38.33,2.0,1.0,3.0,19.0,2.0,0.0714285714285714,O=C(Nc1ccccc1)c1ccccc1,0,True,1.4593316721166794,0.9741101825182251
Cc1ccc(CNC(=O)c2ccc(Br)cn2)c(C)c1,,0.9420983512042485,3.3909400000000014,1.9042895821311927,0.0,O=C(NCc1ccccc1)c1ccccn1,1.9042895821311927,Cc1ccc(CNC(=O)c2ccc(Br)cn2)c(C)c1,0.9420983512042485,319.20200000000006,3.3909400000000014,41.99,2.0,1.0,3.0,19.0,2.0,0.2,O=C(NCc1ccccc1)c1ccccn1,0,True,1.9042895821311927,0.9733053243127894
COc1ccc(CNC(=O)c2ccc(Br)s2)cc1,,0.934513881675464,3.449200000000002,1.7517502676208745,0.0,O=C(NCc1ccccc1)c1cccs1,1.7517502676208745,COc1ccc(CNC(=O)c2ccc(Br)s2)cc1,0.934513881675464,326.21500000000003,3.449200000000002,38.33,3.0,1.0,4.0,18.0,2.0,0.1538461538461538,O=C(NCc1ccccc1)c1cccs1,0,True,1.7517502676208745,0.9726960624279335
COc1cccc(NS(=O)(=O)c2ccc(Br)cc2)c1,,0.9279562948129344,3.258500000000001,1.6103226735680582,0.0,O=S(=O)(Nc1ccccc1)c1ccccc1,1.6103226735680582,COc1cccc(NS(=O)(=O)c2ccc(Br)cc2)c1,0.9279562948129344,342.214,3.258500000000001,55.4,3.0,1.0,4.0,19.0,2.0,0.0769230769230769,O=S(=O)(Nc1ccccc1)c1ccccc1,0,True,1.6103226735680582,0.9725557699161452
Cc1ccc(NC(=O)COc2ccc(F)cc2)cc1,,0.9155512434399602,3.151620000000001,1.3860463794219535,0.0,O=C(COc1ccccc1)Nc1ccccc1,1.3860463794219535,Cc1ccc(NC(=O)COc2ccc(F)cc2)cc1,0.9155512434399602,259.28000000000003,3.151620000000001,38.33,2.0,1.0,4.0,19.0,2.0,0.1333333333333333,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.3860463794219535,0.9705378858971081
CCc1ccccc1NC(=O)N1CCN(c2ccc(F)cc2)CC1,,0.9319426965550928,3.742200000000002,1.7953853123512236,0.0,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,1.7953853123512236,CCc1ccccc1NC(=O)N1CCN(c2ccc(F)cc2)CC1,0.9319426965550928,327.4030000000001,3.742200000000002,35.580000000000005,2.0,1.0,3.0,24.0,2.0,0.3157894736842105,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.7953853123512236,0.9686272812679744
