smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.945755400488982,3.0268200000000016,1.6565834009876106,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.6565834009876106,Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,0.945755400488982,309.41300000000007,3.0268200000000016,35.580000000000005,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6565834009876106,0.9695250181241019
Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.945755400488982,3.0268200000000016,1.6565834009876106,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.6565834009876106,Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,0.945755400488982,309.41300000000007,3.0268200000000016,35.580000000000005,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6565834009876106,0.9695250181241019
Cc1ccccc1C(=O)N1CC(CNC(=O)c2ccccc2)C1,,0.9432114121118726,2.497020000000001,1.7658680569975012,0.0,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccccc1,1.7658680569975012,Cc1ccccc1C(=O)N1CC(CNC(=O)c2ccccc2)C1,0.9432114121118726,308.38100000000003,2.497020000000001,49.41,2.0,1.0,4.0,23.0,2.0,0.2631578947368421,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccccc1,0,True,1.7658680569975012,0.9611758244677957
Cc1csc(NC(=O)c2ccc(N3CCOCC3)cc2)n1,,0.9465147372283352,2.54042,1.9173099508230909,0.0,O=C(Nc1nccs1)c1ccc(N2CCOCC2)cc1,1.9173099508230909,Cc1csc(NC(=O)c2ccc(N3CCOCC3)cc2)n1,0.9465147372283352,303.387,2.54042,54.46000000000001,5.0,1.0,3.0,21.0,2.0,0.3333333333333333,O=C(Nc1nccs1)c1ccc(N2CCOCC2)cc1,0,True,1.9173099508230909,0.9585677351590569
COc1ccc(NC(=O)c2cc(C)c(F)cc2F)cc1OC,,0.939523396443554,3.542720000000002,1.7977825879559877,0.0,O=C(Nc1ccccc1)c1ccccc1,1.7977825879559877,COc1ccc(NC(=O)c2cc(C)c(F)cc2F)cc1OC,0.939523396443554,307.29600000000005,3.542720000000002,47.56,3.0,1.0,4.0,22.0,2.0,0.1875,O=C(Nc1ccccc1)c1ccccc1,0,True,1.7977825879559877,0.9548725008642494
Cc1cccc(N2CC(NC(=O)c3ccccc3F)C2)c1,,0.9396684314964692,2.752720000000001,1.8326845591544647,0.0,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,1.8326845591544647,Cc1cccc(N2CC(NC(=O)c3ccccc3F)C2)c1,0.9396684314964692,284.33400000000006,2.752720000000001,32.34,2.0,1.0,3.0,21.0,2.0,0.2352941176470588,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,0,True,1.8326845591544647,0.9534626525948724
COc1ccc(C(=O)NCC2Cc3ccccc3C2)cc1,,0.9355577462919256,2.8400000000000016,1.7923767856276314,0.0,O=C(NCC1Cc2ccccc2C1)c1ccccc1,1.7923767856276314,COc1ccc(C(=O)NCC2Cc3ccccc3C2)cc1,0.9355577462919256,281.355,2.8400000000000016,38.33,2.0,1.0,4.0,21.0,2.0,0.2777777777777778,O=C(NCC1Cc2ccccc2C1)c1ccccc1,0,True,1.7923767856276314,0.9499158812250019
Cc1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1,,0.928831396532856,3.2360200000000017,1.61324342828504,0.0,O=S(=O)(NCc1ccccc1)c1ccccc1,1.61324342828504,Cc1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1,0.928831396532856,340.242,3.2360200000000017,46.17,2.0,1.0,4.0,19.0,2.0,0.1428571428571428,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.61324342828504,0.949301241287418
Cc1cc(NC(=O)c2cccs2)ccc1C(=O)N1CCOCC1,,0.9412938112235568,2.781220000000001,1.9740201925542544,0.0,O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1cccs1,1.9740201925542544,Cc1cc(NC(=O)c2cccs2)ccc1C(=O)N1CCOCC1,0.9412938112235568,330.4090000000002,2.781220000000001,58.64,4.0,1.0,3.0,23.0,2.0,0.2941176470588235,O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1cccs1,0,True,1.9740201925542544,0.949115803661269
CCc1cc(C(=O)NCc2cccc(Br)c2)no1,,0.9445283509854075,2.929500000000001,2.066913163548476,0.0,O=C(NCc1ccccc1)c1ccon1,2.066913163548476,CCc1cc(C(=O)NCc2cccc(Br)c2)no1,0.9445283509854075,309.16300000000007,2.929500000000001,55.13,3.0,1.0,4.0,18.0,2.0,0.2307692307692307,O=C(NCc1ccccc1)c1ccon1,0,True,2.066913163548476,0.9491018003405769
