smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
Cc1ccc(NC(=O)c2cccnc2)cc1N1CCCC1,,0.9390404835375924,3.2425200000000016,1.8024572395998888,0.0,O=C(Nc1cccc(N2CCCC2)c1)c1cccnc1,1.8024572395998888,Cc1ccc(NC(=O)c2cccnc2)cc1N1CCCC1,0.9390404835375924,281.3590000000001,3.2425200000000016,45.23,3.0,1.0,3.0,21.0,2.0,0.2941176470588235,O=C(Nc1cccc(N2CCCC2)c1)c1cccnc1,0,True,1.8024572395998888,0.9721259729289404
CCc1cccc(CNC(=O)N2CCN(c3ccccc3)CC2)c1,,0.9370727886631438,3.280800000000002,1.770367089704305,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.770367089704305,CCc1cccc(CNC(=O)N2CCN(c3ccccc3)CC2)c1,0.9370727886631438,323.44000000000005,3.280800000000002,35.580000000000005,2.0,1.0,4.0,24.0,2.0,0.35,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.770367089704305,0.9716962955299027
Cc1ccc(C(=O)N2CCC(NC(=O)c3ccc(F)cc3)CC2)cc1,,0.9329369491255388,3.168720000000002,1.7028117995569223,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.7028117995569223,Cc1ccc(C(=O)N2CCC(NC(=O)c3ccc(F)cc3)CC2)cc1,0.9329369491255388,340.39800000000014,3.168720000000002,49.41,2.0,1.0,3.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.7028117995569223,0.9707977339981423
CCn1cc(CNC(=O)c2cccc(Br)c2)cn1,,0.9435197124601452,2.5955000000000004,1.950431715584676,0.0,O=C(NCc1cn[nH]c1)c1ccccc1,1.950431715584676,CCn1cc(CNC(=O)c2cccc(Br)c2)cn1,0.9435197124601452,308.17900000000003,2.5955000000000004,46.92,3.0,1.0,4.0,18.0,2.0,0.2307692307692307,O=C(NCc1cn[nH]c1)c1ccccc1,0,True,1.950431715584676,0.9698762383561548
Cc1ccc(C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.9292355403670064,2.073619999999999,1.7004666207920265,0.0,O=C(NCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,1.7004666207920265,Cc1ccc(C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)cc1,0.9292355403670064,337.4230000000001,2.073619999999999,52.650000000000006,3.0,1.0,4.0,25.0,2.0,0.3,O=C(NCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,0,True,1.7004666207920265,0.9674899438182308
Cc1ccc(NC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.9219595409406428,3.349120000000002,1.5790459533406018,0.0,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,1.5790459533406018,Cc1ccc(NC(=O)N2CCN(c3ccccc3)CC2)cc1,0.9219595409406428,295.386,3.349120000000002,35.580000000000005,2.0,1.0,2.0,22.0,2.0,0.2777777777777778,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.5790459533406018,0.9660200191775248
Cc1ccccc1NC(=O)C1CCN(C(=O)C(C)C)CC1,,0.9294803571052046,2.828120000000001,1.7514563525276596,0.0,O=C(Nc1ccccc1)C1CCNCC1,1.7514563525276596,Cc1ccccc1NC(=O)C1CCN(C(=O)C(C)C)CC1,0.9294803571052046,288.3910000000001,2.828120000000001,49.41,2.0,1.0,3.0,21.0,1.0,0.5294117647058824,O=C(Nc1ccccc1)C1CCNCC1,0,True,1.7514563525276596,0.9655187182141909
Cc1ccc(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)cc1,,0.9323794781298468,2.9060200000000016,1.816641870875932,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCC1,1.816641870875932,Cc1ccc(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)cc1,0.9323794781298468,314.4290000000001,2.9060200000000016,49.41,2.0,1.0,3.0,23.0,1.0,0.5789473684210527,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCC1,0,True,1.816641870875932,0.9653804125364458
Cc1ccccc1NC(=O)N1CCN(c2ccccc2)CC1,,0.9219595409406428,3.349120000000002,1.6046656648790645,0.0,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,1.6046656648790645,Cc1ccccc1NC(=O)N1CCN(c2ccccc2)CC1,0.9219595409406428,295.3860000000001,3.349120000000002,35.580000000000005,2.0,1.0,2.0,22.0,2.0,0.2777777777777778,O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6046656648790645,0.9649162955602002
COc1ccccc1OCC(=O)Nc1ccc(F)cc1,,0.9123720508143204,2.851800000000001,1.4348947427598588,0.0,O=C(COc1ccccc1)Nc1ccccc1,1.4348947427598588,COc1ccccc1OCC(=O)Nc1ccc(F)cc1,0.9123720508143204,275.27899999999994,2.851800000000001,47.56,3.0,1.0,5.0,20.0,2.0,0.1333333333333333,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.4348947427598588,0.963400575876169
