smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
COc1ccc(NC(=O)Cc2ccc(Br)cc2)cc1,,0.9339314930922176,3.638900000000002,1.4506053537809258,0.0,O=C(Cc1ccccc1)Nc1ccccc1,1.4506053537809258,COc1ccc(NC(=O)Cc2ccc(Br)cc2)cc1,0.9339314930922176,320.18600000000004,3.638900000000002,38.33,2.0,1.0,4.0,19.0,2.0,0.1333333333333333,O=C(Cc1ccccc1)Nc1ccccc1,0,True,1.4506053537809258,0.9673963222243092
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)c(C)c1,,0.9445731574520464,3.3923400000000017,1.7578691436032037,0.0,O=C(Nc1ccccc1)c1cccc(N2CCOCC2)c1,1.7578691436032037,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)c(C)c1,0.9445731574520464,310.39700000000005,3.3923400000000017,41.57000000000001,3.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(Nc1ccccc1)c1cccc(N2CCOCC2)c1,0,True,1.7578691436032037,0.9665668582978985
Cc1occc1C(=O)NC1CCN(C(=O)c2ccccc2)CC1,,0.9473970269670792,2.6226200000000013,1.9317957170297788,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccoc1,1.9317957170297788,Cc1occc1C(=O)NC1CCN(C(=O)c2ccccc2)CC1,0.9473970269670792,312.3690000000001,2.6226200000000013,62.55,3.0,1.0,3.0,23.0,2.0,0.3333333333333333,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccoc1,0,True,1.9317957170297788,0.9626427433893475
COc1ccc(NC(=O)c2ccc(F)c(Br)c2)cc1,,0.9312625125344224,3.849100000000002,1.5477641830020217,0.0,O=C(Nc1ccccc1)c1ccccc1,1.5477641830020217,COc1ccc(NC(=O)c2ccc(F)c(Br)c2)cc1,0.9312625125344224,324.149,3.849100000000002,38.33,2.0,1.0,3.0,19.0,2.0,0.0714285714285714,O=C(Nc1ccccc1)c1ccccc1,0,True,1.5477641830020217,0.9606197022085475
COc1cccc(CNC(=O)c2ccc(F)cc2F)c1,,0.9328158920482892,2.9034000000000004,1.61699491627056,0.0,O=C(NCc1ccccc1)c1ccccc1,1.61699491627056,COc1cccc(CNC(=O)c2ccc(F)cc2F)c1,0.9328158920482892,277.27,2.9034000000000004,38.33,2.0,1.0,4.0,20.0,2.0,0.1333333333333333,O=C(NCc1ccccc1)c1ccccc1,0,True,1.61699491627056,0.9595212579836703
Cc1ccc(C(=O)NC2CCN(C(=O)c3cccs3)CC2)cc1,,0.9411014975321216,3.091120000000002,1.8535607519948147,0.0,O=C(NC1CCN(C(=O)c2cccs2)CC1)c1ccccc1,1.8535607519948147,Cc1ccc(C(=O)NC2CCN(C(=O)c3cccs3)CC2)cc1,0.9411014975321216,328.43700000000007,3.091120000000002,49.41,3.0,1.0,3.0,23.0,2.0,0.3333333333333333,O=C(NC1CCN(C(=O)c2cccs2)CC1)c1ccccc1,0,True,1.8535607519948147,0.9589824751440619
COc1cccc(NC(=O)c2ccc(OC)cc2C)c1,,0.9280494988556084,3.264520000000002,1.527608103083745,0.0,O=C(Nc1ccccc1)c1ccccc1,1.527608103083745,COc1cccc(NC(=O)c2ccc(OC)cc2C)c1,0.9280494988556084,271.316,3.264520000000002,47.56,3.0,1.0,4.0,20.0,2.0,0.1875,O=C(Nc1ccccc1)c1ccccc1,0,True,1.527608103083745,0.9579589517855291
Cc1nc(CCNC(=O)N2CCc3ccccc3C2)cs1,,0.9472274236192796,2.761920000000001,2.1699977187928248,0.0,O=C(NCCc1cscn1)N1CCc2ccccc2C1,2.1699977187928248,Cc1nc(CCNC(=O)N2CCc3ccccc3C2)cs1,0.9472274236192796,301.415,2.761920000000001,45.23,3.0,1.0,3.0,21.0,2.0,0.375,O=C(NCCc1cscn1)N1CCc2ccccc2C1,0,True,2.1699977187928248,0.9529099943787658
CC1CCC(NC(=O)c2ccn(-c3ccccc3)n2)CC1,,0.9400878324040718,3.1808000000000014,2.005432775539356,0.0,O=C(NC1CCCCC1)c1ccn(-c2ccccc2)n1,2.005432775539356,CC1CCC(NC(=O)c2ccn(-c3ccccc3)n2)CC1,0.9400878324040718,283.3750000000001,3.1808000000000014,46.92,3.0,1.0,3.0,21.0,2.0,0.4117647058823529,O=C(NC1CCCCC1)c1ccn(-c2ccccc2)n1,0,True,2.005432775539356,0.9517994781801292
CCc1nc(CNC(=O)c2ccc(Cl)cc2)cs1,,0.9337005678949708,3.2889000000000017,1.8758851092498323,0.0,O=C(NCc1cscn1)c1ccccc1,1.8758851092498323,CCc1nc(CNC(=O)c2ccc(Cl)cc2)cs1,0.9337005678949708,280.78000000000003,3.2889000000000017,41.99,3.0,1.0,4.0,18.0,2.0,0.2307692307692307,O=C(NCc1cscn1)c1ccccc1,0,True,1.8758851092498323,0.9500973243556149
