Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
O=S(=O)(NC1=CC=C(F)C=C1F)C1=CC=CS1,0.9358761513674316,2.8271000000000006,1.9500577438700155,O=S(=O)(Nc1ccccc1)c1cccs1,1.9500577438700155,O=S(=O)(Nc1ccc(F)cc1F)c1cccs1,0.9358761513674316,275.301,2.8271000000000006,46.17,3,1,3,17,2,0.0,O=S(=O)(Nc1ccccc1)c1cccs1,0,True,1.9500577438700155,0.9603513755802415,lite
CCN(CC(=O)O)C(=O)C1=CC=CC2=C1SC(C)=N2,0.9299185259998902,2.15142,2.3386962808026244,c1ccc2scnc2c1,2.3386962808026244,CCN(CC(=O)O)C(=O)c1cccc2nc(C)sc12,0.9299185259998902,278.333,2.15142,70.5,4,1,4,19,2,0.3076923076923077,c1ccc2scnc2c1,0,True,2.3386962808026244,0.9402486359257021,lite
CC1=CC=C(Cl)C(C(=O)NCC2=CSC=N2)=N1,0.9292577755579656,2.42992,2.336155043379017,O=C(NCc1cscn1)c1ccccn1,2.336155043379017,Cc1ccc(Cl)c(C(=O)NCc2cscn2)n1,0.9292577755579656,267.74100000000004,2.42992,54.88,4,1,3,17,2,0.1818181818181818,O=C(NCc1cscn1)c1ccccn1,0,True,2.336155043379017,0.939751941120945,lite
CN1N=C(C2=CC=NC=C2F)C=C1NCC1CCCCC1,0.9341756859604996,3.613400000000002,2.480980064316155,c1cc(-c2cc(NCC3CCCCC3)[nH]n2)ccn1,2.480980064316155,Cn1nc(-c2ccncc2F)cc1NCC1CCCCC1,0.9341756859604996,288.37000000000006,3.613400000000002,42.74,4,1,4,21,2,0.5,c1cc(-c2cc(NCC3CCCCC3)[nH]n2)ccn1,0,True,2.480980064316155,0.9386686682537325,lite
CN1C(=O)NCCN(CC2=CC=CN2C2=CC=CC(Cl)=C2)C1=O,0.9391640191396736,2.707700000000001,2.6282299504886257,O=C1NCCN(Cc2cccn2-c2ccccc2)C(=O)N1,2.6282299504886257,CN1C(=O)NCCN(Cc2cccn2-c2cccc(Cl)c2)C1=O,0.9391640191396736,332.7910000000001,2.707700000000001,57.580000000000005,3,1,3,23,2,0.25,O=C1NCCN(Cc2cccn2-c2ccccc2)C(=O)N1,0,True,2.6282299504886257,0.937556556983939,lite
CN1N=CC(C(=O)NC2=CC=C3OCCOC3=C2)=C1Cl,0.9206881714246746,2.0969999999999995,2.23467530956148,O=C(Nc1ccc2c(c1)OCCO2)c1cn[nH]c1,2.23467530956148,Cn1ncc(C(=O)Nc2ccc3c(c2)OCCO3)c1Cl,0.9206881714246746,293.71000000000004,2.0969999999999995,65.38000000000001,5,1,2,20,2,0.2307692307692307,O=C(Nc1ccc2c(c1)OCCO2)c1cn[nH]c1,0,True,2.23467530956148,0.9359114227498981,lite
CCC(=O)NC1=NC(COC2=CC=CC=C2)=CS1,0.9005462462580336,3.0706000000000016,1.8073056626783048,c1ccc(OCc2cscn2)cc1,1.8073056626783048,CCC(=O)Nc1nc(COc2ccccc2)cs1,0.9005462462580336,262.334,3.0706000000000016,51.22,4,1,5,18,2,0.2307692307692307,c1ccc(OCc2cscn2)cc1,0,True,1.8073056626783048,0.9340543782473596,lite
FC1=CC=C(C2CCN(CC3=CC(C4CC4)=NN3)CC2)C(F)=C1,0.9258837112191428,3.9449000000000014,2.4909474652815256,c1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)cc1,2.4909474652815256,Fc1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)c(F)c1,0.9258837112191428,317.3830000000001,3.9449000000000014,31.92,2,1,4,23,2,0.5,c1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)cc1,0,True,2.4909474652815256,0.9308463583484721,lite
CC1(C2=CC=C3OCOC3=C2)N=C(CC2=CC=CC=C2)NC1=O,0.9469475196615766,2.4014999999999995,3.0862547841917003,O=C1NC(Cc2ccccc2)=NC1c1ccc2c(c1)OCO2,3.0862547841917003,CC1(c2ccc3c(c2)OCO3)N=C(Cc2ccccc2)NC1=O,0.9469475196615766,308.33700000000005,2.4014999999999995,59.92,4,1,3,23,2,0.2222222222222222,O=C1NC(Cc2ccccc2)=NC1c1ccc2c(c1)OCO2,0,True,3.0862547841917003,0.9271553427840563,lite
O=C(CCC1=NN=CO1)NC1=CC=C(Cl)C=C1,0.9053167781785318,2.2943,2.1302954672408703,O=C(CCc1nnco1)Nc1ccccc1,2.1302954672408703,O=C(CCc1nnco1)Nc1ccc(Cl)cc1,0.9053167781785318,251.67300000000003,2.2943,68.02,4,1,4,17,2,0.1818181818181818,O=C(CCc1nnco1)Nc1ccccc1,0,True,2.1302954672408703,0.9260748771766607,lite
CN(C)S(=O)(=O)C1=CC=C(NCC2=CC=C3OCCOC3=C2)C=C1,0.8980937631583394,2.3202000000000007,2.007361989510379,c1ccc(NCc2ccc3c(c2)OCCO3)cc1,2.007361989510379,CN(C)S(=O)(=O)c1ccc(NCc2ccc3c(c2)OCCO3)cc1,0.8980937631583394,348.4240000000001,2.3202000000000007,67.87,5,1,5,24,2,0.2941176470588235,c1ccc(NCc2ccc3c(c2)OCCO3)cc1,0,True,2.007361989510379,0.9242577029232193,lite
CCN(CC)C(=O)C1=C(O)C=C(C2=CC=C(Cl)C=C2)NC1=O,0.909376930767576,2.882900000000001,2.3326179725713736,O=c1cccc(-c2ccccc2)[nH]1,2.3326179725713736,CCN(CC)C(=O)c1c(O)cc(-c2ccc(Cl)cc2)[nH]c1=O,0.909376930767576,320.776,2.882900000000001,73.4,3,2,4,22,2,0.25,O=c1cccc(-c2ccccc2)[nH]1,0,True,2.3326179725713736,0.9220387159227563,lite
O=C(NCC1CCCC2=CC=CC=C21)C1=CC=C(O)C=C1,0.9070523916432552,3.242100000000001,2.352111634604995,O=C(NCC1CCCc2ccccc21)c1ccccc1,2.352111634604995,O=C(NCC1CCCc2ccccc21)c1ccc(O)cc1,0.9070523916432552,281.355,3.242100000000001,49.33,2,2,3,21,2,0.2777777777777778,O=C(NCC1CCCc2ccccc21)c1ccccc1,0,True,2.352111634604995,0.9192118561551542,lite
COC1=CC=C(S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,0.8682827153803081,3.181400000000002,1.5161714259919137,O=S(=O)(c1ccccc1)c1ccccc1,1.5161714259919137,COc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,0.8682827153803081,282.748,3.181400000000002,43.370000000000005,3,0,3,18,2,0.0769230769230769,O=S(=O)(c1ccccc1)c1ccccc1,0,True,1.5161714259919137,0.9161433808878202,lite
O=S(=O)(C1=CC=CC=C1)N1CCN(CC2=CC=CC=C2)CC1,0.8680459759098327,2.1931000000000003,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0.8680459759098327,316.42600000000004,2.1931000000000003,40.620000000000005,3,0,4,22,2,0.2941176470588235,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0,True,1.5620389821867562,0.9141895189657646,lite
COC1=CC=C(N=C2NCCOC3=CC(C(=O)O)=CC=C32)C=C1,0.9097511495072564,2.4537000000000004,2.5844719408060026,c1ccc(N=C2NCCOc3ccccc32)cc1,2.5844719408060026,COc1ccc(N=C2NCCOc3cc(C(=O)O)ccc32)cc1,0.9097511495072564,312.325,2.4537000000000004,80.14999999999999,4,2,3,23,2,0.1764705882352941,c1ccc(N=C2NCCOc3ccccc32)cc1,0,True,2.5844719408060026,0.9128131706723502,lite
NC1CCCC2=CC(C(=O)N3CCN(CC4=CC=C(F)C=C4)CC3)=CC=C21,0.9068259573117252,3.119800000000001,2.515592346366848,O=C(c1ccc2c(c1)CCCC2)N1CCN(Cc2ccccc2)CC1,2.515592346366848,NC1CCCc2cc(C(=O)N3CCN(Cc4ccc(F)cc4)CC3)ccc21,0.9068259573117252,367.4680000000001,3.119800000000001,49.57000000000001,3,1,3,27,2,0.4090909090909091,O=C(c1ccc2c(c1)CCCC2)N1CCN(Cc2ccccc2)CC1,0,True,2.515592346366848,0.9128021299327149,lite
O=C(O)CCNC(=O)N1CCN(C2=CC=C(F)C=C2)CC1,0.8732180455133804,1.1320000000000003,1.8343085487242163,c1ccc(N2CCNCC2)cc1,1.8343085487242163,O=C(O)CCNC(=O)N1CCN(c2ccc(F)cc2)CC1,0.8732180455133804,295.3140000000001,1.1320000000000003,72.88,3,2,4,21,1,0.4285714285714285,c1ccc(N2CCNCC2)cc1,0,True,1.8343085487242163,0.908496052359783,lite
O=C(CNC(=O)C1=CC=C(F)C=C1)OCC1=CC=C(F)C=C1,0.8632891894079698,2.4380000000000006,1.638339734357972,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,1.638339734357972,O=C(CNC(=O)c1ccc(F)cc1)OCc1ccc(F)cc1,0.8632891894079698,305.28,2.4380000000000006,55.400000000000006,3,1,5,22,2,0.125,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,0,True,1.638339734357972,0.9070225244350871,lite
CCOC1=CC=C(C2=CN3CCCNC3=N2)C=C1,0.9005656610053572,2.7644,2.532671449213977,c1ccc(-c2cn3c(n2)NCCC3)cc1,2.532671449213977,CCOc1ccc(-c2cn3c(n2)NCCC3)cc1,0.9005656610053572,243.31,2.7644,39.08,4,1,3,18,2,0.3571428571428571,c1ccc(-c2cn3c(n2)NCCC3)cc1,0,True,2.532671449213977,0.9065337145137843,lite
