Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
COC1=CC=C(NC(=O)C2=CC=C(C(C)C)C=C2)C=C1,0.9081761858037772,4.070900000000003,1.402248487699131,O=C(Nc1ccccc1)c1ccccc1,1.402248487699131,COc1ccc(NC(=O)c2ccc(C(C)C)cc2)cc1,0.9081761858037772,269.344,4.070900000000003,38.33,2,1,4,20,2,0.2352941176470588,O=C(Nc1ccccc1)c1ccccc1,0,True,1.402248487699131,0.9557848918816321,lite
CCN1C=C(C(=O)NC2=CC=C(F)C(Cl)=C2)C=N1,0.9293529812015164,2.947800000000001,1.951588656761146,O=C(Nc1ccccc1)c1cn[nH]c1,1.951588656761146,CCn1cc(C(=O)Nc2ccc(F)c(Cl)c2)cn1,0.9293529812015164,267.691,2.947800000000001,46.92,3,1,3,18,2,0.1666666666666666,O=C(Nc1ccccc1)c1cn[nH]c1,0,True,1.951588656761146,0.9528376483924824,lite
O=C(CCC1=NC=C2CCCCN21)NC1=CC=C(Cl)C=C1,0.9401857916642614,3.444100000000001,2.2921684628029126,O=C(CCc1ncc2n1CCCC2)Nc1ccccc1,2.2921684628029126,O=C(CCc1ncc2n1CCCC2)Nc1ccc(Cl)cc1,0.9401857916642614,303.793,3.444100000000001,46.92,3,1,4,21,2,0.375,O=C(CCc1ncc2n1CCCC2)Nc1ccccc1,0,True,2.2921684628029126,0.9489587277541175,lite
O=C(CCC(=O)N1CCSCC1)NC1=CC=CC=C1,0.9159404259158282,1.9807,1.8923549575105305,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,1.8923549575105305,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,0.9159404259158282,278.377,1.9807,49.41,3,1,4,19,1,0.4285714285714285,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,0,True,1.8923549575105305,0.943212157293974,lite
NC(=O)C1=CC(F)=CC=C1OCC1=CC=C(F)C=N1,0.9185089284267324,2.0377,2.030297419576767,c1ccc(OCc2ccccn2)cc1,2.030297419576767,NC(=O)c1cc(F)ccc1OCc1ccc(F)cn1,0.9185089284267324,264.23099999999994,2.0377,65.21000000000001,3,1,4,19,2,0.0769230769230769,c1ccc(OCc2ccccn2)cc1,0,True,2.030297419576767,0.9400159016210398,lite
O=C(NC1=C(Cl)C=C(Cl)C=C1F)C1=CC=CN=C1,0.9119112617749476,3.7798000000000016,1.9712917336842213,O=C(Nc1ccccc1)c1cccnc1,1.9712917336842213,O=C(Nc1c(F)cc(Cl)cc1Cl)c1cccnc1,0.9119112617749476,285.105,3.7798000000000016,41.99,2,1,2,18,2,0.0,O=C(Nc1ccccc1)c1cccnc1,0,True,1.9712917336842213,0.9364700758480126,lite
FC1CCN(CNC2=NC3=CC=C(Cl)C=C3S2)CC1,0.9353000781393984,3.753000000000002,2.5667129994685727,c1ccc2sc(NCN3CCCCC3)nc2c1,2.5667129994685727,FC1CCN(CNc2nc3ccc(Cl)cc3s2)CC1,0.9353000781393984,299.8020000000001,3.753000000000002,28.16,4,1,3,19,2,0.4615384615384615,c1ccc2sc(NCN3CCCCC3)nc2c1,0,True,2.5667129994685727,0.9336648053313258,lite
CC(=O)NC1=CC=C(CN2CCC(C3=CC=C(O)C=C3)CC2)C=C1,0.9008192909803686,3.730200000000002,1.8293485230535644,c1ccc(CN2CCC(c3ccccc3)CC2)cc1,1.8293485230535644,CC(=O)Nc1ccc(CN2CCC(c3ccc(O)cc3)CC2)cc1,0.9008192909803686,324.42400000000004,3.730200000000002,52.57000000000001,3,2,4,24,2,0.35,c1ccc(CN2CCC(c3ccccc3)CC2)cc1,0,True,1.8293485230535644,0.9322103221175052,lite
NCC1=CC(C(=O)NCC2=C(Cl)C=CC=C2Cl)=CC=N1,0.912206263563732,2.777100000000001,2.09323337780902,O=C(NCc1ccccc1)c1ccncc1,2.09323337780902,NCc1cc(C(=O)NCc2c(Cl)cccc2Cl)ccn1,0.912206263563732,310.184,2.777100000000001,68.01,3,2,4,20,2,0.1428571428571428,O=C(NCc1ccccc1)c1ccncc1,0,True,2.09323337780902,0.9318795124308414,lite
CCOC1=C(CC2=NNN=N2)C(Cl)=C(Cl)C(C)=C1,0.9387461846683404,2.8044200000000004,2.7932741952226845,c1ccc(Cc2nn[nH]n2)cc1,2.7932741952226845,CCOc1cc(C)c(Cl)c(Cl)c1Cc1nn[nH]n1,0.9387461846683404,287.15000000000003,2.8044200000000004,63.69,4,1,4,18,2,0.3636363636363636,c1ccc(Cc2nn[nH]n2)cc1,0,True,2.7932741952226845,0.9277249957887341,lite
