Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
NC(=O)C1=CC=CC=C1C1=CC=C(CN2CCC2)C(F)=C1,0.9380812324821206,2.7973000000000017,1.8493938159993155,c1ccc(-c2ccc(CN3CCC3)cc2)cc1,1.8493938159993155,NC(=O)c1ccccc1-c1ccc(CN2CCC2)c(F)c1,0.9380812324821206,284.33399999999995,2.7973000000000017,46.330000000000005,2,1,4,21,2,0.2352941176470588,c1ccc(-c2ccc(CN3CCC3)cc2)cc1,0,True,1.8493938159993155,0.9769925698057916,lite
COC1=CC(C2=CC=C(O)C=C2)=CC(Br)=C1OC,0.9360293152749022,3.8389000000000015,1.825331118299605,c1ccc(-c2ccccc2)cc1,1.825331118299605,COc1cc(-c2ccc(O)cc2)cc(Br)c1OC,0.9360293152749022,309.1590000000001,3.8389000000000015,38.69,3,1,3,18,2,0.1428571428571428,c1ccc(-c2ccccc2)cc1,0,True,1.825331118299605,0.9760702980560472,lite
CC(C)(NC(=O)C1=CC=CC=N1)C1=CC=C(Cl)C=C1,0.9320051450804436,3.400100000000002,1.972221947878655,O=C(NCc1ccccc1)c1ccccn1,1.972221947878655,CC(C)(NC(=O)c1ccccn1)c1ccc(Cl)cc1,0.9320051450804436,274.751,3.400100000000002,41.99,2,1,3,19,2,0.2,O=C(NCc1ccccc1)c1ccccn1,0,True,1.972221947878655,0.9667364316210364,lite
CCC1=CC=C(NC(=O)C2=CSC(N3CCCCC3)=N2)C=C1,0.9289801118637838,3.948100000000002,1.950170472571374,O=C(Nc1ccccc1)c1csc(N2CCCCC2)n1,1.950170472571374,CCc1ccc(NC(=O)c2csc(N3CCCCC3)n2)cc1,0.9289801118637838,315.44200000000006,3.948100000000002,45.23,4,1,4,22,2,0.4117647058823529,O=C(Nc1ccccc1)c1csc(N2CCCCC2)n1,0,True,1.950170472571374,0.9648563302130174,lite
O=C(O)C1=CC=C(NC(=O)C2=CC=C(Cl)C=C2)C=C1,0.9031407129312828,3.2905000000000006,1.354205402160222,O=C(Nc1ccccc1)c1ccccc1,1.354205402160222,O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,0.9031407129312828,275.691,3.2905000000000006,66.4,2,2,3,19,2,0.0,O=C(Nc1ccccc1)c1ccccc1,0,True,1.354205402160222,0.9646007993158415,lite
CCC1=CC=C(OC)C(CNC(=O)C2=CC=C(C)C=C2)=C1,0.9117927126742784,3.4960200000000023,1.61140659305277,O=C(NCc1ccccc1)c1ccccc1,1.61140659305277,CCc1ccc(OC)c(CNC(=O)c2ccc(C)cc2)c1,0.9117927126742784,283.371,3.4960200000000023,38.33,2,1,5,21,2,0.2777777777777778,O=C(NCc1ccccc1)c1ccccc1,0,True,1.61140659305277,0.9624511110355554,lite
CCN(CC)C(=O)C1=CC=CC=C1NC(=O)C1=CC=CN1C,0.9226843275911856,2.759400000000001,2.023588426543629,O=C(Nc1ccccc1)c1ccc[nH]1,2.023588426543629,CCN(CC)C(=O)c1ccccc1NC(=O)c1cccn1C,0.9226843275911856,299.374,2.759400000000001,54.34,3,1,5,22,2,0.2941176470588235,O=C(Nc1ccccc1)c1ccc[nH]1,0,True,2.023588426543629,0.9563173295066805,lite
O=C(CN1CCCCCC1=O)NC1CCCC2=CC=CC=C21,0.932499511104736,2.5828000000000007,2.5161194569522696,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,2.5161194569522696,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,0.932499511104736,300.402,2.5828000000000007,49.41,2,1,3,22,1,0.5555555555555556,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,0,True,2.5161194569522696,0.9460949117327799,lite
O=C(NC1=CC=C(CN2CCCCC2)C=C1)C1=CC=CC=C1Cl,0.890684992694262,4.578200000000004,1.5893716903102266,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,1.5893716903102266,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1Cl,0.890684992694262,328.843,4.578200000000004,32.34,2,1,4,23,2,0.3157894736842105,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,0,True,1.5893716903102266,0.9442207976913348,lite
CNC(=O)CN(C)C(=O)C1=CC=C2C(=N1)C1=CC=CC=C1OC2(C)C,0.9304307188814054,2.1941,2.6178278248054045,c1cnc2c(c1)COc1ccccc1-2,2.6178278248054045,CNC(=O)CN(C)C(=O)c1ccc2c(n1)-c1ccccc1OC2(C)C,0.9304307188814054,339.3950000000001,2.1941,71.53,4,1,3,25,2,0.3157894736842105,c1cnc2c(c1)COc1ccccc1-2,0,True,2.6178278248054045,0.9402808687278977,lite
O=C(CC1=CC=CC(Cl)=C1)NC1=CC=C2CCCCC2=C1,0.8939726887106451,4.400000000000003,1.7760905308987525,O=C(Cc1ccccc1)Nc1ccc2c(c1)CCCC2,1.7760905308987525,O=C(Cc1cccc(Cl)c1)Nc1ccc2c(c1)CCCC2,0.8939726887106451,299.80100000000004,4.400000000000003,29.1,1,1,3,21,2,0.2777777777777778,O=C(Cc1ccccc1)Nc1ccc2c(c1)CCCC2,0,True,1.7760905308987525,0.9399537498508411,lite
O=C(CO)NC1=CC(C2CCCCC2)=NC2=CC=CC=C21,0.909381663285688,3.213300000000002,2.1456421071913123,c1ccc2nc(C3CCCCC3)ccc2c1,2.1456421071913123,O=C(CO)Nc1cc(C2CCCCC2)nc2ccccc12,0.909381663285688,284.3589999999999,3.213300000000002,62.22,3,2,3,21,2,0.4117647058823529,c1ccc2nc(C3CCCCC3)ccc2c1,0,True,2.1456421071913123,0.93955726634921,lite
CC(C)(C)NCC1=CC=C(C2=CN=CC=N2)C=C1,0.8972026807707197,3.0317000000000016,2.001418140924041,c1ccc(-c2cnccn2)cc1,2.001418140924041,CC(C)(C)NCc1ccc(-c2cnccn2)cc1,0.8972026807707197,241.338,3.0317000000000016,37.81,3,1,3,18,2,0.3333333333333333,c1ccc(-c2cnccn2)cc1,0,True,2.001418140924041,0.9341375532459272,lite
O=C1SC(C(=O)O)OC2=CC=C(OC3=CC=CC=C3)C=C12,0.9385969928585216,3.155400000000001,2.970170537505375,O=C1SCOc2ccc(Oc3ccccc3)cc21,2.970170537505375,O=C1SC(C(=O)O)Oc2ccc(Oc3ccccc3)cc21,0.9385969928585216,302.307,3.155400000000001,72.83000000000001,5,1,3,21,2,0.0666666666666666,O=C1SCOc2ccc(Oc3ccccc3)cc21,0,True,2.970170537505375,0.934003092355165,lite
CCOC1=CC=C(C(=O)NC2CCC(C(=O)O)CC2)C=C1,0.8734651508828711,2.458500000000001,1.7647773883591586,O=C(NC1CCCCC1)c1ccccc1,1.7647773883591586,CCOc1ccc(C(=O)NC2CCC(C(=O)O)CC2)cc1,0.8734651508828711,291.347,2.458500000000001,75.63,3,2,5,21,1,0.5,O=C(NC1CCCCC1)c1ccccc1,0,True,1.7647773883591586,0.9218503806550806,lite
COC1=CC=C(C(=O)N2CCN(C3=CC=CC=N3)CC2)C=C1,0.8696762117076184,2.0526,1.685912299494447,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,1.685912299494447,COc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,0.8696762117076184,297.35800000000006,2.0526,45.67,4,0,3,22,2,0.2941176470588235,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,0,True,1.685912299494447,0.9214824197690471,lite
O=C(NC(=O)C1=CC=CC=C1)NC1=CC=CC=C1,0.8473526654765501,2.648500000000001,1.3740648342759378,O=C(NC(=O)c1ccccc1)Nc1ccccc1,1.3740648342759378,O=C(NC(=O)c1ccccc1)Nc1ccccc1,0.8473526654765501,240.26200000000003,2.648500000000001,58.2,2,2,2,18,2,0.0,O=C(NC(=O)c1ccccc1)Nc1ccccc1,0,True,1.3740648342759378,0.913389694092981,lite
O=C(COC(=O)C1=CC=NC2=CC=C(Cl)C=C21)NC1CCCC1,0.8734596223521572,3.103800000000001,2.0176775352115968,O=C(COC(=O)c1ccnc2ccccc12)NC1CCCC1,2.0176775352115968,O=C(COC(=O)c1ccnc2ccc(Cl)cc12)NC1CCCC1,0.8734596223521572,332.78700000000015,3.103800000000001,68.29,4,1,4,23,2,0.3529411764705882,O=C(COC(=O)c1ccnc2ccccc12)NC1CCCC1,0,True,2.0176775352115968,0.912039700525084,lite
NC1=CC=C(OCC2=CC=C(Br)C=C2)C(Cl)=C1,0.8593276028423932,4.263700000000002,1.692190620302096,c1ccc(COc2ccccc2)cc1,1.692190620302096,Nc1ccc(OCc2ccc(Br)cc2)c(Cl)c1,0.8593276028423932,312.59400000000005,4.263700000000002,35.25,2,1,3,17,2,0.0769230769230769,c1ccc(COc2ccccc2)cc1,0,True,1.692190620302096,0.91188223424272,lite
CC(C)C(=O)NC(=O)NC1=CC=C2N=CC=CC2=C1,0.868040378488122,2.538900000000001,1.9129943716812647,c1ccc2ncccc2c1,1.9129943716812647,CC(C)C(=O)NC(=O)Nc1ccc2ncccc2c1,0.868040378488122,257.293,2.538900000000001,71.09,3,2,2,19,2,0.2142857142857142,c1ccc2ncccc2c1,0,True,1.9129943716812647,0.91119873248965,lite
CCCN1C=C(C(=O)O)C=C1C1=CC=CC=C1,0.8738652188578834,3.263300000000001,2.059096389532865,c1ccc(-c2ccc[nH]2)cc1,2.059096389532865,CCCn1cc(C(=O)O)cc1-c1ccccc1,0.8738652188578834,229.279,3.263300000000001,42.23,2,1,4,17,2,0.2142857142857142,c1ccc(-c2ccc[nH]2)cc1,0,True,2.059096389532865,0.9108004923995335,lite
O=C(CN1C(=O)SC(=O)C1=O)NC1=CC=C2C=CC=CC2=C1,0.8761003548689364,2.0003,2.149593332372861,O=C(CN1C(=O)SC(=O)C1=O)Nc1ccc2ccccc2c1,2.149593332372861,O=C(CN1C(=O)SC(=O)C1=O)Nc1ccc2ccccc2c1,0.8761003548689364,314.322,2.0003,83.55000000000001,5,1,3,22,2,0.0666666666666666,O=C(CN1C(=O)SC(=O)C1=O)Nc1ccc2ccccc2c1,0,True,2.149593332372861,0.9093125717210634,lite
CNC(=O)C1=CCCC2=C1C(=O)C1=CC(C(C)C)=CC=C1C2,0.9095386868862964,3.311600000000002,2.9564174303267308,O=C1C2=C(CCC=C2)Cc2ccccc21,2.9564174303267308,CNC(=O)C1=CCCC2=C1C(=O)c1cc(C(C)C)ccc1C2,0.9095386868862964,295.38200000000006,3.311600000000002,46.17,2,1,2,22,1,0.3684210526315789,O=C1C2=C(CCC=C2)Cc2ccccc21,0,True,2.9564174303267308,0.9082630996044967,lite
CC(O)CN1CCCC2=CC(C3CC3C3=CC=CC=C3)=CC=C21,0.9193459853278996,4.091100000000004,3.195775995179945,c1ccc(C2CC2c2ccc3c(c2)CCCN3)cc1,3.195775995179945,CC(O)CN1CCCc2cc(C3CC3c3ccccc3)ccc21,0.9193459853278996,307.43700000000007,4.091100000000004,23.47,2,1,4,23,2,0.4285714285714285,c1ccc(C2CC2c2ccc3c(c2)CCCN3)cc1,0,True,3.195775995179945,0.9078497925674661,lite
CC(=O)C1=C(C)N=C(NCC2=CC=C(Cl)C=C2)S1,0.8633038508044701,3.919620000000002,1.979616041376531,c1ccc(CNc2nccs2)cc1,1.979616041376531,CC(=O)c1sc(NCc2ccc(Cl)cc2)nc1C,0.8633038508044701,280.78,3.919620000000002,41.99,4,1,4,18,2,0.2307692307692307,c1ccc(CNc2nccs2)cc1,0,True,1.979616041376531,0.9043330548548603,lite
CN(C(=O)C1=CC=C(CO)C=C1)C1CCN(C(=O)C2=CN=CC(Cl)=C2)CC1,0.8746614705301057,2.6041000000000007,2.2452217108258754,O=C(NC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,2.2452217108258754,CN(C(=O)c1ccc(CO)cc1)C1CCN(C(=O)c2cncc(Cl)c2)CC1,0.8746614705301057,387.8670000000001,2.6041000000000007,73.74000000000001,4,1,4,27,2,0.35,O=C(NC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,0,True,2.2452217108258754,0.9043038027430431,lite
