Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
COC1=CC=CC=C1OCC1=CC=C(NC(C)=O)C=C1,0.9078130501900188,3.232600000000001,1.4616615443792913,c1ccc(COc2ccccc2)cc1,1.4616615443792913,COc1ccccc1OCc1ccc(NC(C)=O)cc1,0.9078130501900188,271.316,3.232600000000001,47.56,3,1,5,20,2,0.1875,c1ccc(COc2ccccc2)cc1,0,True,1.4616615443792913,0.9487001096556886,lite
CCN(CC1=CC=CC=C1)C(=O)C1=CC=CC=C1C(=O)O,0.9171691753029168,3.0471000000000013,1.6595724339914923,O=C(NCc1ccccc1)c1ccccc1,1.6595724339914923,CCN(Cc1ccccc1)C(=O)c1ccccc1C(=O)O,0.9171691753029168,283.327,3.0471000000000013,57.61,2,1,5,21,2,0.1764705882352941,O=C(NCc1ccccc1)c1ccccc1,0,True,1.6595724339914923,0.9483333410535371,lite
O=C1NCCN1CC1=CC=C(OC2=CC=CC=C2)C=C1,0.9257572833728804,3.004100000000001,1.874179680658712,O=C1NCCN1Cc1ccc(Oc2ccccc2)cc1,1.874179680658712,O=C1NCCN1Cc1ccc(Oc2ccccc2)cc1,0.9257572833728804,268.31600000000003,3.004100000000001,41.57000000000001,2,1,4,20,2,0.1875,O=C1NCCN1Cc1ccc(Oc2ccccc2)cc1,0,True,1.874179680658712,0.9465790431401954,lite
COC1=CC=CC(NC(=O)CN2CCC3=CC=CC=C32)=N1,0.9332475910702694,2.0914,2.067084477935323,O=C(CN1CCc2ccccc21)Nc1ccccn1,2.067084477935323,COc1cccc(NC(=O)CN2CCc3ccccc32)n1,0.9332475910702694,283.331,2.0914,54.46,4,1,4,21,2,0.25,O=C(CN1CCc2ccccc21)Nc1ccccn1,0,True,2.067084477935323,0.9448023936798812,lite
CC1=CC=C(CCC2=CC=C(C#N)C=C2)C=C1C(=O)O,0.9216981398856448,3.350100000000001,1.8444896964903383,c1ccc(CCc2ccccc2)cc1,1.8444896964903383,Cc1ccc(CCc2ccc(C#N)cc2)cc1C(=O)O,0.9216981398856448,265.312,3.350100000000001,61.09,2,1,4,20,2,0.1764705882352941,c1ccc(CCc2ccccc2)cc1,0,True,1.8444896964903383,0.9443208019923364,lite
ClC1=CC=C(C2=CC=CC=C2)N=C1OCC1CCNCC1,0.9330399739691052,3.780400000000002,2.198479352442096,c1ccc(-c2cccc(OCC3CCNCC3)n2)cc1,2.198479352442096,Clc1ccc(-c2ccccc2)nc1OCC1CCNCC1,0.9330399739691052,302.80500000000006,3.780400000000002,34.15,3,1,4,21,2,0.3529411764705882,c1ccc(-c2cccc(OCC3CCNCC3)n2)cc1,0,True,2.198479352442096,0.93896709955819,lite
COC1=CC=C(NC(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C=C1,0.9050509497121336,1.4784,2.022156799397596,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccccc1,2.022156799397596,COc1ccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1,0.9050509497121336,346.3640000000001,1.4784,92.78,5,1,4,24,2,0.125,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccccc1,0,True,2.022156799397596,0.9221737267803747,lite
FC(F)(F)C1=CC=C(NC2=CC=NC(N3CCCCC3)=C2)C=N1,0.91799184519072,4.229300000000003,2.313141870875932,c1cncc(Nc2ccnc(N3CCCCC3)c2)c1,2.313141870875932,FC(F)(F)c1ccc(Nc2ccnc(N3CCCCC3)c2)cn1,0.91799184519072,322.33400000000006,4.229300000000003,41.05,4,1,3,23,2,0.375,c1cncc(Nc2ccnc(N3CCCCC3)c2)c1,0,True,2.313141870875932,0.9209243014397306,lite
CCN1C(=O)CSC1=NCC1=NC2=CC=CC=C2N1,0.9310377299014848,2.0142,2.7197583141538875,O=C1CSC(=NCc2nc3ccccc3[nH]2)N1,2.7197583141538875,CCN1C(=O)CSC1=NCc1nc2ccccc2[nH]1,0.9310377299014848,274.349,2.0142,61.35,4,1,3,19,2,0.3076923076923077,O=C1CSC(=NCc2nc3ccccc3[nH]2)N1,0,True,2.7197583141538875,0.9147902588235273,lite
COCC1=C(C2=CC=NC=C2)NC(Br)=C1,0.9278243146986644,2.9856000000000007,2.7358121885713587,c1c[nH]c(-c2ccncc2)c1,2.7358121885713587,COCc1cc(Br)[nH]c1-c1ccncc1,0.9278243146986644,267.126,2.9856000000000007,37.91,2,1,3,15,2,0.1818181818181818,c1c[nH]c(-c2ccncc2)c1,0,True,2.7358121885713587,0.9113001928116041,lite
