Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
O=C(NC1=CC=C(CN2CCOCC2)C=C1)C1=CC=C(Cl)C=C1,0.9335368370938424,3.4245000000000028,1.6177501059244648,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccccc1,1.6177501059244648,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(Cl)cc1,0.9335368370938424,330.81499999999994,3.4245000000000028,41.57000000000001,3,1,4,23,2,0.2777777777777778,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccccc1,0,True,1.6177501059244648,0.9792577841289843,lite
COC1=CC=C(CN2CCN(C3=CC=NC(N)=C3)CC2)C=C1,0.9353552923555816,1.9946,1.9183567706482965,c1ccc(CN2CCN(c3ccncc3)CC2)cc1,1.9183567706482965,COc1ccc(CN2CCN(c3ccnc(N)c3)CC2)cc1,0.9353552923555816,298.3900000000001,1.9946,54.620000000000005,5,1,4,22,2,0.3529411764705882,c1ccc(CN2CCN(c3ccncc3)CC2)cc1,0,True,1.9183567706482965,0.968537801210959,lite
CC(=O)NC1=CC=C(CC(=O)NC2=CC=C(Cl)C=C2)C=C1,0.908155846785396,3.4796000000000014,1.5059693049171765,O=C(Cc1ccccc1)Nc1ccccc1,1.5059693049171765,CC(=O)Nc1ccc(CC(=O)Nc2ccc(Cl)cc2)cc1,0.908155846785396,302.761,3.4796000000000014,58.2,2,2,4,21,2,0.125,O=C(Cc1ccccc1)Nc1ccccc1,0,True,1.5059693049171765,0.9614322620083164,lite
COC1=CC(OC2=CC=CN=C2)=CC=C1N1CCNCC1,0.93364585248174,2.2921,2.07597215641232,c1cncc(Oc2ccc(N3CCNCC3)cc2)c1,2.07597215641232,COc1cc(Oc2cccnc2)ccc1N1CCNCC1,0.93364585248174,285.34700000000004,2.2921,46.620000000000005,5,1,4,21,2,0.3125,c1cncc(Oc2ccc(N3CCNCC3)cc2)c1,0,True,2.07597215641232,0.9605659906424217,lite
CC(=O)N1C=C(COC(=O)NC2=CC=C(Cl)C=C2)N=N1,0.9386820725182182,2.3403,2.395101784402426,O=C(Nc1ccccc1)OCc1c[nH]nn1,2.395101784402426,CC(=O)n1cc(COC(=O)Nc2ccc(Cl)cc2)nn1,0.9386820725182182,294.69800000000004,2.3403,86.11,6,1,3,20,2,0.1666666666666666,O=C(Nc1ccccc1)OCc1c[nH]nn1,0,True,2.395101784402426,0.9519274785565599,lite
CC1=C(C)N(CC2=CC=C(Cl)C=C2)N=C1C1CCNCC1,0.9374040148668,3.6686400000000017,2.3933605435090914,c1ccc(Cn2ccc(C3CCNCC3)n2)cc1,2.3933605435090914,Cc1c(C2CCNCC2)nn(Cc2ccc(Cl)cc2)c1C,0.9374040148668,303.8370000000001,3.6686400000000017,29.85,3,1,3,21,2,0.4705882352941176,c1ccc(Cn2ccc(C3CCNCC3)n2)cc1,0,True,2.3933605435090914,0.9508704815599016,lite
COC1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,0.8903489423690992,3.992600000000002,1.3811412512168246,O=C(Nc1ccccc1)Nc1ccccc1,1.3811412512168246,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,0.8903489423690992,276.723,3.992600000000002,50.36,2,2,3,19,2,0.0714285714285714,O=C(Nc1ccccc1)Nc1ccccc1,0,True,1.3811412512168246,0.9508288308632198,lite
CCC1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)O1,0.9002594727295528,3.747700000000002,1.7168483126097858,O=C(Nc1ccccc1)c1ccco1,1.7168483126097858,CCc1ccc(C(=O)Nc2ccc(Cl)cc2)o1,0.9002594727295528,249.697,3.747700000000002,42.24,2,1,3,17,2,0.1538461538461538,O=C(Nc1ccccc1)c1ccco1,0,True,1.7168483126097858,0.945814117047864,lite
O=C(O)C1=CC=CC=C1OCC=CC1=CC=C2OCCOC2=C1,0.9178367744629842,3.2482000000000024,2.134600163329747,C(=Cc1ccc2c(c1)OCCO2)COc1ccccc1,2.134600163329747,O=C(O)c1ccccc1OCC=Cc1ccc2c(c1)OCCO2,0.9178367744629842,312.3210000000001,3.2482000000000024,64.99000000000001,4,1,5,23,2,0.1666666666666666,C(=Cc1ccc2c(c1)OCCO2)COc1ccccc1,0,True,2.134600163329747,0.9442043572997296,lite
O=C(COCC1=CC=CC=C1)NCC1=CC=C(Cl)C=C1,0.886892576015488,3.173000000000002,1.5561168563993952,O=C(COCc1ccccc1)NCc1ccccc1,1.5561168563993952,O=C(COCc1ccccc1)NCc1ccc(Cl)cc1,0.886892576015488,289.762,3.173000000000002,38.33,2,1,6,20,2,0.1875,O=C(COCc1ccccc1)NCc1ccccc1,0,True,1.5561168563993952,0.9406028620859295,lite
