smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
Cc1ccccc1NC(=O)C(=O)NCCc1ccc(OCc2ccccc2)cc1,,0.6039574908630745,3.871420000000003,1.7802726138289184,0.0,O=C(NCCc1ccc(OCc2ccccc2)cc1)C(=O)Nc1ccccc1,1.7802726138289184,Cc1ccccc1NC(=O)C(=O)NCCc1ccc(OCc2ccccc2)cc1,0.6039574908630745,388.4670000000001,3.871420000000003,67.43,3.0,2.0,7.0,29.0,3.0,0.1666666666666666,O=C(NCCc1ccc(OCc2ccccc2)cc1)C(=O)Nc1ccccc1,0,True,1.7802726138289184
CC(C)c1nc(C[NH+]2CC(NC(=O)c3ccc(C(N)=O)cc3)C2)cs1,,0.7040926425934344,0.5625000000000014,3.204358928484334,0.0,O=C(NC1C[NH+](Cc2cscn2)C1)c1ccccc1,3.204358928484334,CC(C)c1nc(C[NH+]2CC(NC(=O)c3ccc(C(N)=O)cc3)C2)cs1,0.7040926425934344,359.47500000000014,0.5625000000000014,89.52000000000001,4.0,3.0,6.0,25.0,2.0,0.3888888888888889,O=C(NC1C[NH+](Cc2cscn2)C1)c1ccccc1,0,True,3.204358928484334
CCc1[nH]ccc1C(=O)NC[C@](C)(CC)NC(=O)c1ccon1,,0.7255375457888208,1.8936,3.6301942862008856,0.0,O=C(NCCNC(=O)c1ccon1)c1cc[nH]c1,3.6301942862008856,CCc1[nH]ccc1C(=O)NC[C@](C)(CC)NC(=O)c1ccon1,0.7255375457888208,318.377,1.8936,100.02,4.0,3.0,7.0,23.0,2.0,0.4375,O=C(NCCNC(=O)c1ccon1)c1cc[nH]c1,0,True,3.6301942862008856
CC(C)(C)OCc1ccc(C(=O)NCC[NH+]2CCN(c3ccccc3)CC2)cc1,,0.753828591635225,2.1366000000000005,3.0898721504368885,0.0,O=C(NCC[NH+]1CCN(c2ccccc2)CC1)c1ccccc1,3.0898721504368885,CC(C)(C)OCc1ccc(C(=O)NCC[NH+]2CCN(c3ccccc3)CC2)cc1,0.753828591635225,396.55500000000006,2.1366000000000005,46.01,3.0,2.0,7.0,29.0,2.0,0.4583333333333333,O=C(NCC[NH+]1CCN(c2ccccc2)CC1)c1ccccc1,0,True,3.0898721504368885
C[C@H](NC(=O)Cc1nccs1)c1ccc(F)cc1F,,0.9365999884692194,2.841200000000001,2.6514225514540346,0.0,O=C(Cc1nccs1)NCc1ccccc1,2.6514225514540346,C[C@H](NC(=O)Cc1nccs1)c1ccc(F)cc1F,0.9365999884692194,282.315,2.841200000000001,41.99,3.0,1.0,4.0,19.0,2.0,0.2307692307692307,O=C(Cc1nccs1)NCc1ccccc1,0,True,2.6514225514540346
Cc1cccc2occ(C(=O)NCCCc3ccccc3)c12,,0.7194658871798634,4.1038200000000025,2.0477836937252185,0.0,O=C(NCCCc1ccccc1)c1coc2ccccc12,2.0477836937252185,Cc1cccc2occ(C(=O)NCCCc3ccccc3)c12,0.7194658871798634,293.366,4.1038200000000025,42.24,2.0,1.0,5.0,22.0,3.0,0.2105263157894736,O=C(NCCCc1ccccc1)c1coc2ccccc12,0,True,2.0477836937252185
Cc1cc(C(=O)NCC2C[NH+](Cc3ccccn3)C2)ccc1F,,0.8639474454006001,0.9738200000000006,3.0613653351040115,0.0,O=C(NCC1C[NH+](Cc2ccccn2)C1)c1ccccc1,3.0613653351040115,Cc1cc(C(=O)NCC2C[NH+](Cc3ccccn3)C2)ccc1F,0.8639474454006001,314.384,0.9738200000000006,46.43,2.0,2.0,5.0,23.0,2.0,0.3333333333333333,O=C(NCC1C[NH+](Cc2ccccn2)C1)c1ccccc1,0,True,3.0613653351040115
Cc1cccc(C(=O)NC[C@@H](C)NC(=O)c2cccc(F)c2)c1,,0.8912578205822785,2.6824200000000014,2.232438036200884,0.0,O=C(NCCNC(=O)c1ccccc1)c1ccccc1,2.232438036200884,Cc1cccc(C(=O)NC[C@@H](C)NC(=O)c2cccc(F)c2)c1,0.8912578205822785,314.36,2.6824200000000014,58.2,2.0,2.0,5.0,23.0,2.0,0.2222222222222222,O=C(NCCNC(=O)c1ccccc1)c1ccccc1,0,True,2.232438036200884
Cc1ccc(-n2ccc(NC(=O)N3CC[C@@H](Cc4ccccc4)C3)n2)cc1,,0.7549894926709353,4.2772200000000025,2.575479276184838,0.0,O=C(Nc1ccn(-c2ccccc2)n1)N1CC[C@@H](Cc2ccccc2)C1,2.575479276184838,Cc1ccc(-n2ccc(NC(=O)N3CC[C@@H](Cc4ccccc4)C3)n2)cc1,0.7549894926709353,360.461,4.2772200000000025,50.16,3.0,1.0,4.0,27.0,3.0,0.2727272727272727,O=C(Nc1ccn(-c2ccccc2)n1)N1CC[C@@H](Cc2ccccc2)C1,0,True,2.575479276184838
COc1ccc(NC(=O)C(=O)Nc2cc(C)n(-c3ccccc3)n2)c(F)c1,,0.6936657885923871,2.9056200000000008,2.128771913255026,0.0,O=C(Nc1ccccc1)C(=O)Nc1ccn(-c2ccccc2)n1,2.128771913255026,COc1ccc(NC(=O)C(=O)Nc2cc(C)n(-c3ccccc3)n2)c(F)c1,0.6936657885923871,368.36800000000005,2.9056200000000008,85.24999999999999,5.0,2.0,4.0,27.0,3.0,0.1052631578947368,O=C(Nc1ccccc1)C(=O)Nc1ccn(-c2ccccc2)n1,0,True,2.128771913255026
