smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
Cc1ccccc1C(=O)N1CC[NH+](Cc2ccccc2)CC1,,0.91258164327351,1.5359199999999995,2.989361097571372,0.0,O=C(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,2.989361097571372,Cc1ccccc1C(=O)N1CC[NH+](Cc2ccccc2)CC1,0.91258164327351,295.40600000000006,1.5359199999999995,24.750000000000004,1.0,1.0,3.0,22.0,2.0,0.3157894736842105,O=C(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,0,True,2.989361097571372
Cc1nc2ccc(C(=O)NC[C@@H](C)CNC(=O)OC(C)(C)C)cc2o1,,0.8669672666770427,3.0268200000000016,2.8283633568697564,0.0,c1ccc2ocnc2c1,2.8283633568697564,Cc1nc2ccc(C(=O)NC[C@@H](C)CNC(=O)OC(C)(C)C)cc2o1,0.8669672666770427,347.4150000000001,3.0268200000000016,93.46,5.0,2.0,5.0,25.0,2.0,0.5,c1ccc2ocnc2c1,0,True,2.8283633568697564
COc1ccc(C(=O)NC[C@@H](C)CNC(=O)Cc2ccccc2C)nc1,,0.7600844911126999,2.1234199999999994,2.6076478396243257,0.0,O=C(Cc1ccccc1)NCCCNC(=O)c1ccccn1,2.6076478396243257,COc1ccc(C(=O)NC[C@@H](C)CNC(=O)Cc2ccccc2C)nc1,0.7600844911126999,355.43800000000005,2.1234199999999994,80.32000000000001,4.0,2.0,8.0,26.0,2.0,0.35,O=C(Cc1ccccc1)NCCCNC(=O)c1ccccn1,0,True,2.6076478396243257
Cc1cccc(C[NH+]2CCC(C)(NC(=O)C3CCOCC3)CC2)n1,,0.8602242588786969,0.8702200000000015,3.6875224360970416,0.0,O=C(NC1CC[NH+](Cc2ccccn2)CC1)C1CCOCC1,3.6875224360970416,Cc1cccc(C[NH+]2CCC(C)(NC(=O)C3CCOCC3)CC2)n1,0.8602242588786969,332.4680000000002,0.8702200000000015,55.66,3.0,2.0,4.0,24.0,1.0,0.6842105263157895,O=C(NC1CC[NH+](Cc2ccccn2)CC1)C1CCOCC1,0,True,3.6875224360970416
Cc1cc(NC(=O)N2CCC[C@H](c3ccccc3)C2)ccc1-n1cccn1,,0.7424418775310693,4.592220000000003,2.588934582903436,0.0,O=C(Nc1ccc(-n2cccn2)cc1)N1CCC[C@H](c2ccccc2)C1,2.588934582903436,Cc1cc(NC(=O)N2CCC[C@H](c3ccccc3)C2)ccc1-n1cccn1,0.7424418775310693,360.46100000000007,4.592220000000003,50.16,3.0,1.0,3.0,27.0,3.0,0.2727272727272727,O=C(Nc1ccc(-n2cccn2)cc1)N1CCC[C@H](c2ccccc2)C1,0,True,2.588934582903436
CCc1occc1C(=O)NC1C[NH+](Cc2ccccc2)C1,,0.862079948584376,1.0390999999999997,3.31825362043217,0.0,O=C(NC1C[NH+](Cc2ccccc2)C1)c1ccoc1,3.31825362043217,CCc1occc1C(=O)NC1C[NH+](Cc2ccccc2)C1,0.862079948584376,285.367,1.0390999999999997,46.68,2.0,2.0,5.0,21.0,2.0,0.3529411764705882,O=C(NC1C[NH+](Cc2ccccc2)C1)c1ccoc1,0,True,3.31825362043217
Cc1ccccc1C(=O)NC1(C)CC[NH+](Cc2nncn2C)CC1,,0.8585707788746707,0.4909200000000007,3.6145970573836834,0.0,O=C(NC1CC[NH+](Cc2nnc[nH]2)CC1)c1ccccc1,3.6145970573836834,Cc1ccccc1C(=O)NC1(C)CC[NH+](Cc2nncn2C)CC1,0.8585707788746707,328.44000000000005,0.4909200000000007,64.25,4.0,2.0,4.0,24.0,2.0,0.5,O=C(NC1CC[NH+](Cc2nnc[nH]2)CC1)c1ccccc1,0,True,3.6145970573836834
Cc1ccccc1C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1,,0.923028069661572,3.371920000000002,1.941639097696312,0.0,O=C(NCC1CCNCC1)c1ccccc1,1.941639097696312,Cc1ccccc1C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1,0.923028069661572,332.44400000000013,3.371920000000002,58.64,3.0,1.0,3.0,24.0,1.0,0.5789473684210527,O=C(NCC1CCNCC1)c1ccccc1,0,True,1.941639097696312
Cc1ccccc1C(=O)N[C@H]1CC[NH+](Cc2ccccc2)C1,,0.8821128710035475,1.5822199999999995,3.66806408487552,0.0,O=C(N[C@H]1CC[NH+](Cc2ccccc2)C1)c1ccccc1,3.66806408487552,Cc1ccccc1C(=O)N[C@H]1CC[NH+](Cc2ccccc2)C1,0.8821128710035475,295.406,1.5822199999999995,33.54,1.0,2.0,4.0,22.0,2.0,0.3157894736842105,O=C(N[C@H]1CC[NH+](Cc2ccccc2)C1)c1ccccc1,0,True,3.66806408487552
Cc1ccc(-c2cc(C(=O)N3CCCC3Cc3ccccc3)co2)cc1,,0.6587983723161173,5.102320000000004,2.614472236496379,0.0,O=C(c1coc(-c2ccccc2)c1)N1CCCC1Cc1ccccc1,2.614472236496379,Cc1ccc(-c2cc(C(=O)N3CCCC3Cc3ccccc3)co2)cc1,0.6587983723161173,345.442,5.102320000000004,33.45,2.0,0.0,4.0,26.0,3.0,0.2608695652173913,O=C(c1coc(-c2ccccc2)c1)N1CCCC1Cc1ccccc1,0,True,2.614472236496379
