Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_qed
CC1(C2=CC=C3OCOC3=C2)N=C(CC2=CC=CC=C2)NC1=O,0.9469475196615766,2.4014999999999995,3.0862547841917003,O=C1NC(Cc2ccccc2)=NC1c1ccc2c(c1)OCO2,3.0862547841917003,CC1(c2ccc3c(c2)OCO3)N=C(Cc2ccccc2)NC1=O,0.9469475196615766,308.33700000000005,2.4014999999999995,59.92,4,1,3,23,2,0.2222222222222222,O=C1NC(Cc2ccccc2)=NC1c1ccc2c(c1)OCO2,0,True,3.0862547841917003,0,qed,1
CN1C(=O)NCCN(CC2=CC=CN2C2=CC=CC(Cl)=C2)C1=O,0.9391640191396736,2.707700000000001,2.6282299504886257,O=C1NCCN(Cc2cccn2-c2ccccc2)C(=O)N1,2.6282299504886257,CN1C(=O)NCCN(Cc2cccn2-c2cccc(Cl)c2)C1=O,0.9391640191396736,332.7910000000001,2.707700000000001,57.580000000000005,3,1,3,23,2,0.25,O=C1NCCN(Cc2cccn2-c2ccccc2)C(=O)N1,0,True,2.6282299504886257,0,qed,2
O=S(=O)(NC1=CC=C(F)C=C1F)C1=CC=CS1,0.9358761513674316,2.8271000000000006,1.9500577438700155,O=S(=O)(Nc1ccccc1)c1cccs1,1.9500577438700155,O=S(=O)(Nc1ccc(F)cc1F)c1cccs1,0.9358761513674316,275.301,2.8271000000000006,46.17,3,1,3,17,2,0.0,O=S(=O)(Nc1ccccc1)c1cccs1,0,True,1.9500577438700155,0,qed,3
CN1N=C(C2=CC=NC=C2F)C=C1NCC1CCCCC1,0.9341756859604996,3.613400000000002,2.480980064316155,c1cc(-c2cc(NCC3CCCCC3)[nH]n2)ccn1,2.480980064316155,Cn1nc(-c2ccncc2F)cc1NCC1CCCCC1,0.9341756859604996,288.37000000000006,3.613400000000002,42.74,4,1,4,21,2,0.5,c1cc(-c2cc(NCC3CCCCC3)[nH]n2)ccn1,0,True,2.480980064316155,0,qed,4
CCN(CC(=O)O)C(=O)C1=CC=CC2=C1SC(C)=N2,0.9299185259998902,2.15142,2.3386962808026244,c1ccc2scnc2c1,2.3386962808026244,CCN(CC(=O)O)C(=O)c1cccc2nc(C)sc12,0.9299185259998902,278.333,2.15142,70.5,4,1,4,19,2,0.3076923076923077,c1ccc2scnc2c1,0,True,2.3386962808026244,0,qed,5
CC1=CC=C(Cl)C(C(=O)NCC2=CSC=N2)=N1,0.9292577755579656,2.42992,2.336155043379017,O=C(NCc1cscn1)c1ccccn1,2.336155043379017,Cc1ccc(Cl)c(C(=O)NCc2cscn2)n1,0.9292577755579656,267.74100000000004,2.42992,54.88,4,1,3,17,2,0.1818181818181818,O=C(NCc1cscn1)c1ccccn1,0,True,2.336155043379017,0,qed,6
FC1=CC=C(C2CCN(CC3=CC(C4CC4)=NN3)CC2)C(F)=C1,0.9258837112191428,3.9449000000000014,2.4909474652815256,c1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)cc1,2.4909474652815256,Fc1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)c(F)c1,0.9258837112191428,317.3830000000001,3.9449000000000014,31.92,2,1,4,23,2,0.5,c1ccc(C2CCN(Cc3cc(C4CC4)n[nH]3)CC2)cc1,0,True,2.4909474652815256,0,qed,7
CN1N=CC(C(=O)NC2=CC=C3OCCOC3=C2)=C1Cl,0.9206881714246746,2.0969999999999995,2.23467530956148,O=C(Nc1ccc2c(c1)OCCO2)c1cn[nH]c1,2.23467530956148,Cn1ncc(C(=O)Nc2ccc3c(c2)OCCO3)c1Cl,0.9206881714246746,293.71000000000004,2.0969999999999995,65.38000000000001,5,1,2,20,2,0.2307692307692307,O=C(Nc1ccc2c(c1)OCCO2)c1cn[nH]c1,0,True,2.23467530956148,0,qed,8
COC1=CC=C(N=C2NCCOC3=CC(C(=O)O)=CC=C32)C=C1,0.9097511495072564,2.4537000000000004,2.5844719408060026,c1ccc(N=C2NCCOc3ccccc32)cc1,2.5844719408060026,COc1ccc(N=C2NCCOc3cc(C(=O)O)ccc32)cc1,0.9097511495072564,312.325,2.4537000000000004,80.14999999999999,4,2,3,23,2,0.1764705882352941,c1ccc(N=C2NCCOc3ccccc32)cc1,0,True,2.5844719408060026,0,qed,9
CCN(CC)C(=O)C1=C(O)C=C(C2=CC=C(Cl)C=C2)NC1=O,0.909376930767576,2.882900000000001,2.3326179725713736,O=c1cccc(-c2ccccc2)[nH]1,2.3326179725713736,CCN(CC)C(=O)c1c(O)cc(-c2ccc(Cl)cc2)[nH]c1=O,0.909376930767576,320.776,2.882900000000001,73.4,3,2,4,22,2,0.25,O=c1cccc(-c2ccccc2)[nH]1,0,True,2.3326179725713736,0,qed,10
O=C(C1=CC=C(C(F)F)N=N1)N1CCC2(CCCNC2)CC1,0.9077760295766156,2.02,3.354514340194028,O=C(c1cccnn1)N1CCC2(CCCNC2)CC1,3.354514340194028,O=C(c1ccc(C(F)F)nn1)N1CCC2(CCCNC2)CC1,0.9077760295766156,310.348,2.02,58.120000000000005,4,1,2,22,1,0.6666666666666666,O=C(c1cccnn1)N1CCC2(CCCNC2)CC1,0,True,3.354514340194028,0,qed,11
O=C(NCC1CCCC2=CC=CC=C21)C1=CC=C(O)C=C1,0.9070523916432552,3.242100000000001,2.352111634604995,O=C(NCC1CCCc2ccccc21)c1ccccc1,2.352111634604995,O=C(NCC1CCCc2ccccc21)c1ccc(O)cc1,0.9070523916432552,281.355,3.242100000000001,49.33,2,2,3,21,2,0.2777777777777778,O=C(NCC1CCCc2ccccc21)c1ccccc1,0,True,2.352111634604995,0,qed,12
NC1CCCC2=CC(C(=O)N3CCN(CC4=CC=C(F)C=C4)CC3)=CC=C21,0.9068259573117252,3.119800000000001,2.515592346366848,O=C(c1ccc2c(c1)CCCC2)N1CCN(Cc2ccccc2)CC1,2.515592346366848,NC1CCCc2cc(C(=O)N3CCN(Cc4ccc(F)cc4)CC3)ccc21,0.9068259573117252,367.4680000000001,3.119800000000001,49.57000000000001,3,1,3,27,2,0.4090909090909091,O=C(c1ccc2c(c1)CCCC2)N1CCN(Cc2ccccc2)CC1,0,True,2.515592346366848,0,qed,13
O=C(CCC1=NN=CO1)NC1=CC=C(Cl)C=C1,0.9053167781785318,2.2943,2.1302954672408703,O=C(CCc1nnco1)Nc1ccccc1,2.1302954672408703,O=C(CCc1nnco1)Nc1ccc(Cl)cc1,0.9053167781785318,251.67300000000003,2.2943,68.02,4,1,4,17,2,0.1818181818181818,O=C(CCc1nnco1)Nc1ccccc1,0,True,2.1302954672408703,0,qed,14
CCOC1=CC=C(C2=CN3CCCNC3=N2)C=C1,0.9005656610053572,2.7644,2.532671449213977,c1ccc(-c2cn3c(n2)NCCC3)cc1,2.532671449213977,CCOc1ccc(-c2cn3c(n2)NCCC3)cc1,0.9005656610053572,243.30999999999997,2.7644,39.08,4,1,3,18,2,0.3571428571428571,c1ccc(-c2cn3c(n2)NCCC3)cc1,0,True,2.532671449213977,0,qed,15
CCC(=O)NC1=NC(COC2=CC=CC=C2)=CS1,0.9005462462580336,3.0706000000000016,1.8073056626783048,c1ccc(OCc2cscn2)cc1,1.8073056626783048,CCC(=O)Nc1nc(COc2ccccc2)cs1,0.9005462462580336,262.334,3.0706000000000016,51.22,4,1,5,18,2,0.2307692307692307,c1ccc(OCc2cscn2)cc1,0,True,1.8073056626783048,0,qed,16
CN(C)S(=O)(=O)C1=CC=C(NCC2=CC=C3OCCOC3=C2)C=C1,0.8980937631583394,2.3202000000000007,2.007361989510379,c1ccc(NCc2ccc3c(c2)OCCO3)cc1,2.007361989510379,CN(C)S(=O)(=O)c1ccc(NCc2ccc3c(c2)OCCO3)cc1,0.8980937631583394,348.4240000000001,2.3202000000000007,67.87,5,1,5,24,2,0.2941176470588235,c1ccc(NCc2ccc3c(c2)OCCO3)cc1,0,True,2.007361989510379,0,qed,17
O=C(O)C1=CC=C(C(=O)NC2CC3CCC2CC3)S1,0.8937241036522658,2.754800000000001,3.5360558030300755,O=C(NC1CC2CCC1CC2)c1cccs1,3.5360558030300755,O=C(O)c1ccc(C(=O)NC2CC3CCC2CC3)s1,0.8937241036522658,279.36099999999993,2.754800000000001,66.39999999999999,3,2,3,19,1,0.5714285714285714,O=C(NC1CC2CCC1CC2)c1cccs1,0,True,3.5360558030300755,0,qed,18
CCCCC1SCN(NC(=O)C2=CC=C(C(C)(C)C)C=C2)C1=O,0.8926148972899193,3.720600000000003,3.155631854882203,O=C(NN1CSCC1=O)c1ccccc1,3.155631854882203,CCCCC1SCN(NC(=O)c2ccc(C(C)(C)C)cc2)C1=O,0.8926148972899193,334.48500000000007,3.720600000000003,49.41,3,1,5,23,1,0.5555555555555556,O=C(NN1CSCC1=O)c1ccccc1,0,True,3.155631854882203,0,qed,19
O=C(C1=C2NCC(F)CN2C=C1)N1CCN(C2CC2)CC1,0.8894530578295644,1.1719,3.5399882298130656,O=C(c1ccn2c1NCCC2)N1CCN(C2CC2)CC1,3.5399882298130656,O=C(c1ccn2c1NCC(F)C2)N1CCN(C2CC2)CC1,0.8894530578295644,292.3580000000001,1.1719,40.510000000000005,4,1,2,21,1,0.6666666666666666,O=C(c1ccn2c1NCCC2)N1CCN(C2CC2)CC1,0,True,3.5399882298130656,0,qed,20
CCOCC1=NN=C(C(=O)NC2=CC=C(Cl)C=C2)N1C1CC1,0.8877976984797753,3.055200000000002,2.3622300569386194,O=C(Nc1ccccc1)c1nncn1C1CC1,2.3622300569386194,CCOCc1nnc(C(=O)Nc2ccc(Cl)cc2)n1C1CC1,0.8877976984797753,320.78000000000014,3.055200000000002,69.03999999999999,5,1,6,22,2,0.4,O=C(Nc1ccccc1)c1nncn1C1CC1,0,True,2.3622300569386194,0,qed,21
O=C(CN1C=NC(Cl)=C1)NC(=O)NC1CCCCC1,0.8867933282618611,1.695,2.487143815319389,O=C(Cn1ccnc1)NC(=O)NC1CCCCC1,2.487143815319389,O=C(Cn1cnc(Cl)c1)NC(=O)NC1CCCCC1,0.8867933282618611,284.74700000000007,1.695,76.02,4,2,3,19,1,0.5833333333333334,O=C(Cn1ccnc1)NC(=O)NC1CCCCC1,0,True,2.487143815319389,0,qed,22
CC1=C(C2=CSC=N2)SC(CC(N)=O)=N1,0.8841722210004257,1.6028199999999997,2.88918916275996,c1nc(-c2cncs2)cs1,2.88918916275996,Cc1nc(CC(N)=O)sc1-c1cscn1,0.8841722210004257,239.325,1.6028199999999997,68.87,5,1,3,15,2,0.2222222222222222,c1nc(-c2cncs2)cs1,0,True,2.88918916275996,0,qed,23
CS(=O)(=O)C1=CC=C(NC2CCN(C3=CC=CC(N)=N3)CC2)C=C1,0.8817749044181973,2.1482,2.209971944261511,c1ccc(NC2CCN(c3ccccn3)CC2)cc1,2.209971944261511,CS(=O)(=O)c1ccc(NC2CCN(c3cccc(N)n3)CC2)cc1,0.8817749044181973,346.45600000000013,2.1482,88.32000000000001,6,2,4,24,2,0.3529411764705882,c1ccc(NC2CCN(c3ccccn3)CC2)cc1,0,True,2.209971944261511,0,qed,24
O=C(NCC1CCN(C(=O)C2=CC=NC=C2)CC1)C1=C(Cl)NC=N1,0.880934114415339,1.7402999999999995,2.4700481886054035,O=C(NCC1CCN(C(=O)c2ccncc2)CC1)c1c[nH]cn1,2.4700481886054035,O=C(NCC1CCN(C(=O)c2ccncc2)CC1)c1nc[nH]c1Cl,0.880934114415339,347.806,1.7402999999999995,90.98,4,2,4,24,2,0.375,O=C(NCC1CCN(C(=O)c2ccncc2)CC1)c1c[nH]cn1,0,True,2.4700481886054035,0,qed,25
CC1=C(S(N)(=O)=O)C=C(C2=CC=CC=C2)N1C,0.8803233235601715,1.6479199999999998,2.0882542072586165,c1ccc(-c2ccc[nH]2)cc1,2.0882542072586165,Cc1c(S(N)(=O)=O)cc(-c2ccccc2)n1C,0.8803233235601715,250.32300000000004,1.6479199999999998,65.09,3,1,2,17,2,0.1666666666666666,c1ccc(-c2ccc[nH]2)cc1,0,True,2.0882542072586165,0,qed,26
COC1=CC=C(C(=O)NC2C3=CC=CC=C3OC(C)(C)C2O)C=C1OC,0.8797867186925948,2.706800000000001,2.8775973806139614,O=C(NC1CCOc2ccccc21)c1ccccc1,2.8775973806139614,COc1ccc(C(=O)NC2c3ccccc3OC(C)(C)C2O)cc1OC,0.8797867186925948,357.4060000000001,2.706800000000001,77.02000000000001,5,2,4,26,2,0.35,O=C(NC1CCOc2ccccc21)c1ccccc1,0,True,2.8775973806139614,0,qed,27
