Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_qed
O=C1SC(C(=O)O)OC2=CC=C(OC3=CC=CC=C3)C=C12,0.9385969928585216,3.155400000000001,2.970170537505375,O=C1SCOc2ccc(Oc3ccccc3)cc21,2.970170537505375,O=C1SC(C(=O)O)Oc2ccc(Oc3ccccc3)cc21,0.9385969928585216,302.307,3.155400000000001,72.83000000000001,5,1,3,21,2,0.0666666666666666,O=C1SCOc2ccc(Oc3ccccc3)cc21,0,True,2.970170537505375,0,qed,1
NC(=O)C1=CC=CC=C1C1=CC=C(CN2CCC2)C(F)=C1,0.9380812324821206,2.7973000000000017,1.8493938159993155,c1ccc(-c2ccc(CN3CCC3)cc2)cc1,1.8493938159993155,NC(=O)c1ccccc1-c1ccc(CN2CCC2)c(F)c1,0.9380812324821206,284.33399999999995,2.7973000000000017,46.330000000000005,2,1,4,21,2,0.2352941176470588,c1ccc(-c2ccc(CN3CCC3)cc2)cc1,0,True,1.8493938159993155,0,qed,2
COC1=CC(C2=CC=C(O)C=C2)=CC(Br)=C1OC,0.9360293152749022,3.8389000000000015,1.825331118299605,c1ccc(-c2ccccc2)cc1,1.825331118299605,COc1cc(-c2ccc(O)cc2)cc(Br)c1OC,0.9360293152749022,309.1590000000001,3.8389000000000015,38.69,3,1,3,18,2,0.1428571428571428,c1ccc(-c2ccccc2)cc1,0,True,1.825331118299605,0,qed,3
O=C(CN1CCCCCC1=O)NC1CCCC2=CC=CC=C21,0.932499511104736,2.5828000000000007,2.5161194569522696,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,2.5161194569522696,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,0.932499511104736,300.402,2.5828000000000007,49.41,2,1,3,22,1,0.5555555555555556,O=C(CN1CCCCCC1=O)NC1CCCc2ccccc21,0,True,2.5161194569522696,0,qed,4
CC(C)(NC(=O)C1=CC=CC=N1)C1=CC=C(Cl)C=C1,0.9320051450804436,3.400100000000002,1.972221947878655,O=C(NCc1ccccc1)c1ccccn1,1.972221947878655,CC(C)(NC(=O)c1ccccn1)c1ccc(Cl)cc1,0.9320051450804436,274.751,3.400100000000002,41.99,2,1,3,19,2,0.2,O=C(NCc1ccccc1)c1ccccn1,0,True,1.972221947878655,0,qed,5
CNC(=O)CN(C)C(=O)C1=CC=C2C(=N1)C1=CC=CC=C1OC2(C)C,0.9304307188814054,2.1941,2.6178278248054045,c1cnc2c(c1)COc1ccccc1-2,2.6178278248054045,CNC(=O)CN(C)C(=O)c1ccc2c(n1)-c1ccccc1OC2(C)C,0.9304307188814054,339.3950000000001,2.1941,71.53,4,1,3,25,2,0.3157894736842105,c1cnc2c(c1)COc1ccccc1-2,0,True,2.6178278248054045,0,qed,6
CCC1=CC=C(NC(=O)C2=CSC(N3CCCCC3)=N2)C=C1,0.9289801118637838,3.948100000000002,1.950170472571374,O=C(Nc1ccccc1)c1csc(N2CCCCC2)n1,1.950170472571374,CCc1ccc(NC(=O)c2csc(N3CCCCC3)n2)cc1,0.9289801118637838,315.44200000000006,3.948100000000002,45.23,4,1,4,22,2,0.4117647058823529,O=C(Nc1ccccc1)c1csc(N2CCCCC2)n1,0,True,1.950170472571374,0,qed,7
O=C(CC1=C2C=CC=C(C=C1)O2)NCC1=CC=C2OCOC2=C1,0.9288967350574928,2.7158000000000007,3.9084992930834126,O=C(CC1=C2C=CC=C(C=C1)O2)NCc1ccc2c(c1)OCO2,3.9084992930834126,O=C(CC1=C2C=CC=C(C=C1)O2)NCc1ccc2c(c1)OCO2,0.9288967350574928,309.3210000000001,2.7158000000000007,56.790000000000006,4,1,4,23,1,0.1666666666666666,O=C(CC1=C2C=CC=C(C=C1)O2)NCc1ccc2c(c1)OCO2,0,True,3.9084992930834126,0,qed,8
CCN(CC)C(=O)C1=CC=CC=C1NC(=O)C1=CC=CN1C,0.9226843275911856,2.759400000000001,2.023588426543629,O=C(Nc1ccccc1)c1ccc[nH]1,2.023588426543629,CCN(CC)C(=O)c1ccccc1NC(=O)c1cccn1C,0.9226843275911856,299.374,2.759400000000001,54.34,3,1,5,22,2,0.2941176470588235,O=C(Nc1ccccc1)c1ccc[nH]1,0,True,2.023588426543629,0,qed,9
CC(O)CN1CCCC2=CC(C3CC3C3=CC=CC=C3)=CC=C21,0.9193459853278996,4.091100000000004,3.195775995179945,c1ccc(C2CC2c2ccc3c(c2)CCCN3)cc1,3.195775995179945,CC(O)CN1CCCc2cc(C3CC3c3ccccc3)ccc21,0.9193459853278996,307.43700000000007,4.091100000000004,23.47,2,1,4,23,2,0.4285714285714285,c1ccc(C2CC2c2ccc3c(c2)CCCN3)cc1,0,True,3.195775995179945,0,qed,10
CCN1CC(O)C(OC(C2=CC=NC=C2)C(F)(F)F)C1,0.9176964495402876,1.7665999999999995,3.821875503663721,c1cc(COC2CCNC2)ccn1,3.821875503663721,CCN1CC(O)C(OC(c2ccncc2)C(F)(F)F)C1,0.9176964495402876,290.285,1.7665999999999995,45.59,4,1,4,20,1,0.6153846153846154,c1cc(COC2CCNC2)ccn1,0,True,3.821875503663721,0,qed,11
CCC1=CC=C(OC)C(CNC(=O)C2=CC=C(C)C=C2)=C1,0.9117927126742784,3.4960200000000023,1.61140659305277,O=C(NCc1ccccc1)c1ccccc1,1.61140659305277,CCc1ccc(OC)c(CNC(=O)c2ccc(C)cc2)c1,0.9117927126742784,283.371,3.4960200000000023,38.33,2,1,5,21,2,0.2777777777777778,O=C(NCc1ccccc1)c1ccccc1,0,True,1.61140659305277,0,qed,12
CNC(=O)C1=CCCC2=C1C(=O)C1=CC(C(C)C)=CC=C1C2,0.9095386868862964,3.311600000000002,2.9564174303267308,O=C1C2=C(CCC=C2)Cc2ccccc21,2.9564174303267308,CNC(=O)C1=CCCC2=C1C(=O)c1cc(C(C)C)ccc1C2,0.9095386868862964,295.38200000000006,3.311600000000002,46.17,2,1,2,22,1,0.3684210526315789,O=C1C2=C(CCC=C2)Cc2ccccc21,0,True,2.9564174303267308,0,qed,13
O=C(CO)NC1=CC(C2CCCCC2)=NC2=CC=CC=C21,0.909381663285688,3.213300000000002,2.1456421071913123,c1ccc2nc(C3CCCCC3)ccc2c1,2.1456421071913123,O=C(CO)Nc1cc(C2CCCCC2)nc2ccccc12,0.909381663285688,284.3589999999999,3.213300000000002,62.22,3,2,3,21,2,0.4117647058823529,c1ccc2nc(C3CCCCC3)ccc2c1,0,True,2.1456421071913123,0,qed,14
CNC(=O)C1CCN(CC2(C)CC(=O)C3=CC(Cl)=CC=C3S2)C1,0.908372261673036,2.8451000000000013,3.614607423739521,O=C1CC(CN2CCCC2)Sc2ccccc21,3.614607423739521,CNC(=O)C1CCN(CC2(C)CC(=O)c3cc(Cl)ccc3S2)C1,0.908372261673036,352.88700000000006,2.8451000000000013,49.41,4,1,3,23,1,0.5294117647058824,O=C1CC(CN2CCCC2)Sc2ccccc21,0,True,3.614607423739521,0,qed,15
O=C(O)C1=CC=C(NC(=O)C2=CC=C(Cl)C=C2)C=C1,0.9031407129312828,3.2905000000000006,1.354205402160222,O=C(Nc1ccccc1)c1ccccc1,1.354205402160222,O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,0.9031407129312828,275.691,3.2905000000000006,66.4,2,2,3,19,2,0.0,O=C(Nc1ccccc1)c1ccccc1,0,True,1.354205402160222,0,qed,16
CC(C)(C)NCC1=CC=C(C2=CN=CC=N2)C=C1,0.8972026807707197,3.0317000000000016,2.001418140924041,c1ccc(-c2cnccn2)cc1,2.001418140924041,CC(C)(C)NCc1ccc(-c2cnccn2)cc1,0.8972026807707197,241.338,3.0317000000000016,37.81,3,1,3,18,2,0.3333333333333333,c1ccc(-c2cnccn2)cc1,0,True,2.001418140924041,0,qed,17
O=C(CC1=CC=CC(Cl)=C1)NC1=CC=C2CCCCC2=C1,0.8939726887106451,4.400000000000003,1.7760905308987525,O=C(Cc1ccccc1)Nc1ccc2c(c1)CCCC2,1.7760905308987525,O=C(Cc1cccc(Cl)c1)Nc1ccc2c(c1)CCCC2,0.8939726887106451,299.80100000000004,4.400000000000003,29.1,1,1,3,21,2,0.2777777777777778,O=C(Cc1ccccc1)Nc1ccc2c(c1)CCCC2,0,True,1.7760905308987525,0,qed,18
CC(C(=O)O)N1C=NN=C1C=CC1=CC=CC=C1,0.8923621689176623,2.0941,2.9779583159157976,C(=Cc1nnc[nH]1)c1ccccc1,2.9779583159157976,CC(C(=O)O)n1cnnc1C=Cc1ccccc1,0.8923621689176623,243.266,2.0941,68.00999999999999,4,1,4,18,2,0.1538461538461538,C(=Cc1nnc[nH]1)c1ccccc1,0,True,2.9779583159157976,0,qed,19
O=C(NC1=CC=C(CN2CCCCC2)C=C1)C1=CC=CC=C1Cl,0.890684992694262,4.578200000000004,1.5893716903102266,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,1.5893716903102266,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1Cl,0.890684992694262,328.843,4.578200000000004,32.34,2,1,4,23,2,0.3157894736842105,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,0,True,1.5893716903102266,0,qed,20
