Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
CCCC(=O)NCCC1=CC=CC=C1,0.758747745841789,2.1454000000000004,1.3942455856921363,c1ccccc1,1.3942455856921363,CCCC(=O)NCCc1ccccc1,0.758747745841789,191.27400000000003,2.1454000000000004,29.1,1,1,5,14,1,0.4166666666666667,c1ccccc1,0,True,1.3942455856921363,-0.7081978398503476,heavy
CC1=CC=C(C(=O)NCC2CC2)C=C1,0.7750580754665106,2.1348200000000004,1.4465184555146244,O=C(NCC1CC1)c1ccccc1,1.4465184555146244,Cc1ccc(C(=O)NCC2CC2)cc1,0.7750580754665106,189.258,2.1348200000000004,29.1,1,1,3,14,1,0.4166666666666667,O=C(NCC1CC1)c1ccccc1,0,True,1.4465184555146244,-0.738870380048114,heavy
CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1,0.8477177999414341,2.5073000000000008,1.4968290006525482,O=S(=O)(NCc1ccccc1)c1ccccc1,1.4968290006525482,CN(Cc1ccccc1)S(=O)(=O)c1ccccc1,0.8477177999414341,261.34599999999995,2.5073000000000008,37.38,2,0,4,18,2,0.1428571428571428,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.4968290006525482,-0.9027612007111144,heavy
O=C(O)COC1=CC=C(CC2=CC=CC=C2)C=C1,0.8764840483990993,2.740800000000001,1.4534485620865905,c1ccc(Cc2ccccc2)cc1,1.4534485620865905,O=C(O)COc1ccc(Cc2ccccc2)cc1,0.8764840483990993,242.274,2.740800000000001,46.53,2,1,5,18,2,0.1333333333333333,c1ccc(Cc2ccccc2)cc1,0,True,1.4534485620865905,-0.9473645136874916,heavy
O=C(COC1=CC=CC=C1)NC(=O)C1CCCCC1,0.9043434966601346,2.2885,1.71153677569235,O=C(COc1ccccc1)NC(=O)C1CCCCC1,1.71153677569235,O=C(COc1ccccc1)NC(=O)C1CCCCC1,0.9043434966601346,261.321,2.2885,55.4,3,1,4,19,1,0.4666666666666667,O=C(COc1ccccc1)NC(=O)C1CCCCC1,0,True,1.71153677569235,-0.9514432790322155,heavy
CCCCNCC1=CC=CC=C1,0.6577723493954323,2.5763000000000007,1.3401024405287174,c1ccccc1,1.3401024405287174,CCCCNCc1ccccc1,0.6577723493954323,163.26399999999998,2.5763000000000007,12.03,1,1,5,12,1,0.4545454545454545,c1ccccc1,0,True,1.3401024405287174,-0.9704800911332855,heavy
O=C(CCC1=CC=CC=C1)NCCC1=CC=C(C(=O)O)C=C1,0.8254308974408363,2.6763000000000003,1.5503958846592845,O=C(CCc1ccccc1)NCCc1ccccc1,1.5503958846592845,O=C(CCc1ccccc1)NCCc1ccc(C(=O)O)cc1,0.8254308974408363,297.354,2.6763000000000003,66.4,2,2,7,22,2,0.2222222222222222,O=C(CCc1ccccc1)NCCc1ccccc1,0,True,1.5503958846592845,-1.0631149872184484,heavy
COC1=CC=C(CC2=CC=NC=C2)C=C1,0.7578129128470333,2.681000000000001,1.5288040978248958,c1ccc(Cc2ccncc2)cc1,1.5288040978248958,COc1ccc(Cc2ccncc2)cc1,0.7578129128470333,199.253,2.681000000000001,22.12,2,0,3,15,2,0.1538461538461538,c1ccc(Cc2ccncc2)cc1,0,True,1.5288040978248958,-1.1114911849778628,heavy
O=C(C1=CC=C(F)C=C1)C1=CC=CN=C1,0.6983570377476552,2.4517000000000007,1.58681004188084,O=C(c1ccccc1)c1cccnc1,1.58681004188084,O=C(c1ccc(F)cc1)c1cccnc1,0.6983570377476552,201.2,2.4517000000000007,29.96,2,0,2,15,2,0.0,O=C(c1ccccc1)c1cccnc1,0,True,1.58681004188084,-1.114303004133185,heavy
COC1=CC=C(CC2=CC=CC=C2)C=C1,0.7349962840650786,3.2860000000000014,1.2120387132095125,c1ccc(Cc2ccccc2)cc1,1.2120387132095125,COc1ccc(Cc2ccccc2)cc1,0.7349962840650786,198.265,3.2860000000000014,9.23,1,0,3,15,2,0.1428571428571428,c1ccc(Cc2ccccc2)cc1,0,True,1.2120387132095125,-1.1200424291444346,heavy
COC(=O)N1CCN(C(=O)C2=CC=C(C)C=C2C)CC1,0.7859762694062105,1.82764,1.8209048863005288,O=C(c1ccccc1)N1CCNCC1,1.8209048863005288,COC(=O)N1CCN(C(=O)c2ccc(C)cc2C)CC1,0.7859762694062105,276.33600000000007,1.82764,49.85,3,0,1,20,1,0.4666666666666667,O=C(c1ccccc1)N1CCNCC1,0,True,1.8209048863005288,-1.1211086168943183,heavy
FC1=CC=C(CNC2CC2)C(F)=C1,0.7571827192724851,2.2168,1.7961666730857502,c1ccc(CNC2CC2)cc1,1.7961666730857502,Fc1ccc(CNC2CC2)c(F)c1,0.7571827192724851,183.201,2.2168,12.03,1,1,3,13,1,0.4,c1ccc(CNC2CC2)cc1,0,True,1.7961666730857502,-1.147383953813265,heavy
CC1=CN(CC2=CC=C(Br)C=C2)C(=O)NC1=O,0.9157225683840516,1.6558199999999996,1.973513717683435,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,1.973513717683435,Cc1cn(Cc2ccc(Br)cc2)c(=O)[nH]c1=O,0.9157225683840516,295.136,1.6558199999999996,54.86,3,1,2,17,2,0.1666666666666666,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,0,True,1.973513717683435,-1.2298811492993837,heavy
COC1=CC(C2=CC=CC=C2)=CC(OC)=C1O,0.8801971771122693,3.076400000000002,1.5781127356867106,c1ccc(-c2ccccc2)cc1,1.5781127356867106,COc1cc(-c2ccccc2)cc(OC)c1O,0.8801971771122693,230.263,3.076400000000002,38.69,3,1,3,17,2,0.1428571428571428,c1ccc(-c2ccccc2)cc1,0,True,1.5781127356867106,-1.236115558574442,heavy
COC1=CC=C2NC=CC2=C1,0.6566053031450583,2.1765,1.8084469709126123,c1ccc2[nH]ccc2c1,1.8084469709126123,COc1ccc2[nH]ccc2c1,0.6566053031450583,147.177,2.1765,25.02,1,1,1,11,2,0.1111111111111111,c1ccc2[nH]ccc2c1,0,True,1.8084469709126123,-1.240091667767554,heavy
CN(C)CCC1=CC=NC2=CC=CC=C12,0.7556768474419893,2.3389,1.8414794515409485,c1ccc2ncccc2c1,1.8414794515409485,CN(C)CCc1ccnc2ccccc12,0.7556768474419893,200.285,2.3389,16.130000000000003,2,0,3,15,2,0.3076923076923077,c1ccc2ncccc2c1,0,True,1.8414794515409485,-1.2552526040989593,heavy
COC(=O)NC1=CC=CC=C1O,0.6239358678696598,1.5704999999999998,1.6664758271421043,c1ccccc1,1.6664758271421043,COC(=O)Nc1ccccc1O,0.6239358678696598,167.164,1.5704999999999998,58.56,3,2,1,12,1,0.125,c1ccccc1,0,True,1.6664758271421043,-1.2572899592724447,heavy
