Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
CC1=CC=C(Cl)C=C1,0.5015016660067645,2.6484200000000007,1.033862875769465,c1ccccc1,1.033862875769465,Cc1ccc(Cl)cc1,0.5015016660067645,126.586,2.6484200000000007,0.0,0,0,0,8,1,0.1428571428571428,c1ccccc1,0,True,1.033862875769465,-0.8565712097627008,heavy
O=S(=O)(NCC1=CC=CC=C1)C1=CC=C(Cl)C=C1,0.9366158801164702,2.818500000000001,1.4614751544987037,O=S(=O)(NCc1ccccc1)c1ccccc1,1.4614751544987037,O=S(=O)(NCc1ccccc1)c1ccc(Cl)cc1,0.9366158801164702,281.764,2.818500000000001,46.17,2,1,4,18,2,0.0769230769230769,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.4614751544987037,-0.934109274382234,heavy
CCCCC1=CC=C(C(=O)O)C=C1,0.7692462570558113,2.7274000000000003,1.351293596162673,c1ccccc1,1.351293596162673,CCCCc1ccc(C(=O)O)cc1,0.7692462570558113,178.231,2.7274000000000003,37.3,1,1,4,13,1,0.3636363636363636,c1ccccc1,0,True,1.351293596162673,-0.9457473391068619,heavy
CC1=CC=C(C(=O)NCCOC2=CC=CC=C2)C=C1,0.8342603348714397,2.803820000000001,1.3905653071608803,O=C(NCCOc1ccccc1)c1ccccc1,1.3905653071608803,Cc1ccc(C(=O)NCCOc2ccccc2)cc1,0.8342603348714397,255.31700000000004,2.803820000000001,38.33,2,1,5,19,2,0.1875,O=C(NCCOc1ccccc1)c1ccccc1,0,True,1.3905653071608803,-0.9582149722894411,heavy
NC1=CC=C(S(=O)(=O)N2CCN(C3=CC=CC=C3)CC2)C=C1,0.8764328591474704,1.7797,1.7319629176263174,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,1.7319629176263174,Nc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,0.8764328591474704,317.4140000000001,1.7797,66.64,4,1,3,22,2,0.25,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.7319629176263174,-0.965680058478847,heavy
COC1=CC=C(CN2CCOCC2)C=C1OC,0.7944701635822158,1.536,1.6237353416521731,c1ccc(CN2CCOCC2)cc1,1.6237353416521731,COc1ccc(CN2CCOCC2)cc1OC,0.7944701635822158,237.29899999999995,1.536,30.930000000000003,4,0,4,17,1,0.5384615384615384,c1ccc(CN2CCOCC2)cc1,0,True,1.6237353416521731,-1.0612651780699573,heavy
COC1=CC=C(C(=O)NC(=S)C2=CC=C(C(N)=O)C=C2)C=C1,0.844612558622573,1.8996,1.9152207090152569,O=C(NC(=S)c1ccccc1)c1ccccc1,1.9152207090152569,COc1ccc(C(=O)NC(=S)c2ccc(C(N)=O)cc2)cc1,0.844612558622573,314.36600000000004,1.8996,81.41999999999999,4,2,4,22,2,0.0625,O=C(NC(=S)c1ccccc1)c1ccccc1,0,True,1.9152207090152569,-1.1208081503926839,heavy
O=C1C=C(C(=O)N2CCCC2)OC2=CC=CC=C12,0.7696246464849246,2.029,1.8865482662285995,O=C(c1cc(=O)c2ccccc2o1)N1CCCC1,1.8865482662285995,O=C(c1cc(=O)c2ccccc2o1)N1CCCC1,0.7696246464849246,243.262,2.029,50.52,3,0,1,18,2,0.2857142857142857,O=C(c1cc(=O)c2ccccc2o1)N1CCCC1,0,True,1.8865482662285995,-1.131423619743675,heavy
COC1=CC=C(Cl)C=C1OCCOCCO,0.7448191311556952,1.7362999999999995,1.8176469368867936,c1ccccc1,1.8176469368867936,COc1ccc(Cl)cc1OCCOCCO,0.7448191311556952,246.69,1.7362999999999995,47.92,4,1,7,16,1,0.4545454545454545,c1ccccc1,0,True,1.8176469368867936,-1.2046778057310987,heavy
O=C(COC(=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,0.625277656701165,2.865400000000001,1.4456335589091331,O=C(COC(=O)c1ccccc1)c1ccccc1,1.4456335589091331,O=C(COC(=O)c1ccc(F)cc1)c1ccccc1,0.625277656701165,258.248,2.865400000000001,43.370000000000005,3,0,4,19,2,0.0666666666666666,O=C(COC(=O)c1ccccc1)c1ccccc1,0,True,1.4456335589091331,-1.2530559022079686,heavy
COC(=O)C1=CC=C(O)C(N2CCN(C(=O)C3=CC=C(NC(C)=O)C=C3)CC2)=C1,0.7668869155584385,2.0996,2.019704237760541,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,2.019704237760541,COC(=O)c1ccc(O)c(N2CCN(C(=O)c3ccc(NC(C)=O)cc3)CC2)c1,0.7668869155584385,397.43100000000015,2.0996,99.18,6,2,4,29,2,0.2857142857142857,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,0,True,2.019704237760541,-1.3026173222021027,heavy
CCOC(=O)C1=C(C)N=C(NC(=O)C2=CC=CC=C2)S1,0.8790928605834112,2.8805200000000006,1.7595633228639649,O=C(Nc1nccs1)c1ccccc1,1.7595633228639649,CCOC(=O)c1sc(NC(=O)c2ccccc2)nc1C,0.8790928605834112,290.344,2.8805200000000006,68.28999999999999,5,1,4,20,2,0.2142857142857142,O=C(Nc1nccs1)c1ccccc1,0,True,1.7595633228639649,-1.320730462280554,heavy
O=C(NS(=O)(=O)C1=CC=C(C(F)(F)F)C=C1)C1=CC=CO1,0.9423897373717004,2.4171000000000005,2.061087345128525,O=C(NS(=O)(=O)c1ccccc1)c1ccco1,2.061087345128525,O=C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccco1,0.9423897373717004,319.26000000000005,2.4171000000000005,76.38,4,1,3,21,2,0.0833333333333333,O=C(NS(=O)(=O)c1ccccc1)c1ccco1,0,True,2.061087345128525,-1.3272476077568247,heavy
CC(C)(C)C1=CC=C(C(=O)C(=O)O)C=C1,0.5960783007913488,2.2514000000000003,1.80199702412936,c1ccccc1,1.80199702412936,CC(C)(C)c1ccc(C(=O)C(=O)O)cc1,0.5960783007913488,206.241,2.2514000000000003,54.370000000000005,2,1,2,15,1,0.3333333333333333,c1ccccc1,0,True,1.80199702412936,-1.3316187233380112,heavy
CN(C)CCOC1=CC=C(CNC2=NC=C(F)C=N2)C=C1,0.8466616324092947,2.1682,2.0982228512014007,c1ccc(CNc2ncccn2)cc1,2.0982228512014007,CN(C)CCOc1ccc(CNc2ncc(F)cn2)cc1,0.8466616324092947,290.342,2.1682,50.28,5,1,7,21,2,0.3333333333333333,c1ccc(CNc2ncccn2)cc1,0,True,2.0982228512014007,-1.335661218792106,heavy
O=C(NC1=NC=CN=C1)C1=CC=C(OC(F)(F)F)C=C1,0.9400740480395336,2.6275000000000004,1.9955833778090195,O=C(Nc1cnccn1)c1ccccc1,1.9955833778090195,O=C(Nc1cnccn1)c1ccc(OC(F)(F)F)cc1,0.9400740480395336,283.209,2.6275000000000004,64.11,4,1,3,20,2,0.0833333333333333,O=C(Nc1cnccn1)c1ccccc1,0,True,1.9955833778090195,-1.369259329769486,heavy
COC1=CC=C(CCN(C)CC2=CC=CC=C2)C=C1,0.78441129969389,3.3697000000000026,1.5048665659021392,c1ccc(CCNCc2ccccc2)cc1,1.5048665659021392,COc1ccc(CCN(C)Cc2ccccc2)cc1,0.78441129969389,255.361,3.3697000000000026,12.47,2,0,6,19,2,0.2941176470588235,c1ccc(CCNCc2ccccc2)cc1,0,True,1.5048665659021392,-1.4053052662082504,heavy
CCNC(=O)CNC(=O)C1=CC=C(F)C=C1,0.7902169969856978,0.6915999999999992,1.546342531292387,c1ccccc1,1.546342531292387,CCNC(=O)CNC(=O)c1ccc(F)cc1,0.7902169969856978,224.235,0.6915999999999992,58.2,2,2,4,16,1,0.2727272727272727,c1ccccc1,0,True,1.546342531292387,-1.4103255343066896,heavy
CCC(=O)N1CCN(S(=O)(=O)C2=CC=CC=C2)CC1,0.8284367404923877,0.9294999999999998,1.7269726009991189,O=S(=O)(c1ccccc1)N1CCNCC1,1.7269726009991189,CCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,0.8284367404923877,282.36500000000007,0.9294999999999998,57.690000000000005,3,0,3,19,1,0.4615384615384615,O=S(=O)(c1ccccc1)N1CCNCC1,0,True,1.7269726009991189,-1.4337858605067313,heavy
O=C(NCCNC1CCCCC1)NCC1=CC=C(F)C=C1,0.7060561375734176,2.5472,1.8908479079479328,O=C(NCCNC1CCCCC1)NCc1ccccc1,1.8908479079479328,O=C(NCCNC1CCCCC1)NCc1ccc(F)cc1,0.7060561375734176,293.386,2.5472,53.16,2,3,6,21,1,0.5625,O=C(NCCNC1CCCCC1)NCc1ccccc1,0,True,1.8908479079479328,-1.4583917703745153,heavy
COC1=CC=C(C(=O)C=CC2=CC=C(NC(=O)CO)C=C2)C=C1,0.6347454144010058,2.522100000000001,1.8539679386543089,O=C(C=Cc1ccccc1)c1ccccc1,1.8539679386543089,COc1ccc(C(=O)C=Cc2ccc(NC(=O)CO)cc2)cc1,0.6347454144010058,311.337,2.522100000000001,75.63,4,2,6,23,2,0.1111111111111111,O=C(C=Cc1ccccc1)c1ccccc1,0,True,1.8539679386543089,-1.4802725242533035,heavy
CN1CCC(O)(C2=CC=C(Br)C=C2)CC1,0.84644530291901,2.3623000000000003,2.1648638880346844,c1ccc(C2CCNCC2)cc1,2.1648638880346844,CN1CCC(O)(c2ccc(Br)cc2)CC1,0.84644530291901,270.17,2.3623000000000003,23.47,2,1,1,15,1,0.5,c1ccc(C2CCNCC2)cc1,0,True,2.1648638880346844,-1.4995685851156746,heavy
CC1=CC=C2NC(=O)CN(CC3=CC=C4OCOC4=C3)C(=O)C2=C1,0.9203968734890228,2.31822,2.2683538742241325,O=C1CN(Cc2ccc3c(c2)OCO3)C(=O)c2ccccc2N1,2.2683538742241325,Cc1ccc2c(c1)C(=O)N(Cc1ccc3c(c1)OCO3)CC(=O)N2,0.9203968734890228,324.33600000000007,2.31822,67.87,4,1,2,24,2,0.2222222222222222,O=C1CN(Cc2ccc3c(c2)OCO3)C(=O)c2ccccc2N1,0,True,2.2683538742241325,-1.50706700073511,heavy
COC1=CC=C(NC(=O)C=CC(=O)NC2=CC=C(O)C=C2)C=C1,0.584617489124542,2.5342,1.830109950488627,O=C(C=CC(=O)Nc1ccccc1)Nc1ccccc1,1.830109950488627,COc1ccc(NC(=O)C=CC(=O)Nc2ccc(O)cc2)cc1,0.584617489124542,312.32500000000005,2.5342,87.66,4,3,5,23,2,0.0588235294117647,O=C(C=CC(=O)Nc1ccccc1)Nc1ccccc1,0,True,1.830109950488627,-1.5125924613640847,heavy
