Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
CCNC(=O)C1=CC=C(OCC)C=C1,0.7918926477093976,1.835,1.3879989288874055,c1ccccc1,1.3879989288874055,CCNC(=O)c1ccc(OCC)cc1,0.7918926477093976,193.24599999999995,1.835,38.33,2,1,4,14,1,0.3636363636363636,c1ccccc1,0,True,1.3879989288874055,-0.6786062811780079,heavy
COC1=CC=C(C(=O)N2CCN(C3=CC=CC=N3)CC2)C=C1,0.8696762117076184,2.0526,1.685912299494447,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,1.685912299494447,COc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,0.8696762117076184,297.35800000000006,2.0526,45.67,4,0,3,22,2,0.2941176470588235,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,0,True,1.685912299494447,-0.8425360877868286,heavy
O=C(NC(=O)C1=CC=CC=C1)NC1=CC=CC=C1,0.8473526654765501,2.648500000000001,1.3740648342759378,O=C(NC(=O)c1ccccc1)Nc1ccccc1,1.3740648342759378,O=C(NC(=O)c1ccccc1)Nc1ccccc1,0.8473526654765501,240.26200000000003,2.648500000000001,58.2,2,2,2,18,2,0.0,O=C(NC(=O)c1ccccc1)Nc1ccccc1,0,True,1.3740648342759378,-0.8509621687993884,heavy
COC1=CC=C(C(=O)NCC(=O)NCC2=CC=C(F)C=C2)C=C1OC,0.8026693848275417,1.8891,1.6904224449678509,O=C(CNC(=O)c1ccccc1)NCc1ccccc1,1.6904224449678509,COc1ccc(C(=O)NCC(=O)NCc2ccc(F)cc2)cc1OC,0.8026693848275417,346.35800000000006,1.8891,76.66,4,2,7,25,2,0.2222222222222222,O=C(CNC(=O)c1ccccc1)NCc1ccccc1,0,True,1.6904224449678509,-0.9432030601403092,heavy
C1=CC=C(CN2CCOCC2)C=C1,0.6787812772666907,1.5188,1.399972294387524,c1ccc(CN2CCOCC2)cc1,1.399972294387524,c1ccc(CN2CCOCC2)cc1,0.6787812772666907,177.247,1.5188,12.47,2,0,2,13,1,0.4545454545454545,c1ccc(CN2CCOCC2)cc1,0,True,1.399972294387524,-0.9617910171208333,heavy
O=C(O)C=CC1=CC=CC=C1,0.6489204335813592,1.7844,1.535426639026758,c1ccccc1,1.535426639026758,O=C(O)C=Cc1ccccc1,0.6489204335813592,148.161,1.7844,37.3,1,1,2,11,1,0.0,c1ccccc1,0,True,1.535426639026758,-0.9943062054453987,heavy
CC(=O)NC1=CC=C(OCC(=O)NCCC2=CC=C(O)C=C2)C=C1,0.7260919054184317,2.0882999999999994,1.734431899012641,O=C(COc1ccccc1)NCCc1ccccc1,1.734431899012641,CC(=O)Nc1ccc(OCC(=O)NCCc2ccc(O)cc2)cc1,0.7260919054184317,328.368,2.0882999999999994,87.66,4,3,7,24,2,0.2222222222222222,O=C(COc1ccccc1)NCCc1ccccc1,0,True,1.734431899012641,-1.0524899935942091,heavy
O=C(O)C1=CC=C(NC(=O)C2=CC=C(Cl)C=C2)C=C1,0.9031407129312828,3.2905000000000006,1.354205402160222,O=C(Nc1ccccc1)c1ccccc1,1.354205402160222,O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,0.9031407129312828,275.691,3.2905000000000006,66.4,2,2,3,19,2,0.0,O=C(Nc1ccccc1)c1ccccc1,0,True,1.354205402160222,-1.0963146892289393,heavy
COC1=CC=C(C(=O)N2CCC(C)CC2)C=C1OC,0.8410151531263339,2.5759000000000007,1.6550065632632691,O=C(c1ccccc1)N1CCCCC1,1.6550065632632691,COc1ccc(C(=O)N2CCC(C)CC2)cc1OC,0.8410151531263339,263.33699999999993,2.5759000000000007,38.77,3,0,3,19,1,0.5333333333333333,O=C(c1ccccc1)N1CCCCC1,0,True,1.6550065632632691,-1.1019414101369356,heavy
CCOC1=CC=C(C(=O)NC2CCC(C(=O)O)CC2)C=C1,0.8734651508828711,2.458500000000001,1.7647773883591586,O=C(NC1CCCCC1)c1ccccc1,1.7647773883591586,CCOc1ccc(C(=O)NC2CCC(C(=O)O)CC2)cc1,0.8734651508828711,291.347,2.458500000000001,75.63,3,2,5,21,1,0.5,O=C(NC1CCCCC1)c1ccccc1,0,True,1.7647773883591586,-1.120562237476288,heavy
CC(C)(C)C(=O)NCCNC1=CC=CC=C1,0.7641569581007582,2.2608000000000006,1.7862869368867944,c1ccccc1,1.7862869368867944,CC(C)(C)C(=O)NCCNc1ccccc1,0.7641569581007582,220.31600000000003,2.2608000000000006,41.13,2,2,4,16,1,0.4615384615384615,c1ccccc1,0,True,1.7862869368867944,-1.1525299787860366,heavy
COC1=CC=C(C=O)C=C1,0.575816465118545,1.5076999999999998,1.4887133227194695,c1ccccc1,1.4887133227194695,COc1ccc(C=O)cc1,0.575816465118545,136.14999999999998,1.5076999999999998,26.3,2,0,2,10,1,0.125,c1ccccc1,0,True,1.4887133227194695,-1.1590468576009245,heavy
CC(C)(C)OC(=O)COC1=CC=C(F)C=C1,0.7428610210471018,2.5462000000000007,1.633457598783037,c1ccccc1,1.633457598783037,CC(C)(C)OC(=O)COc1ccc(F)cc1,0.7428610210471018,226.247,2.5462000000000007,35.53,3,0,3,16,1,0.4166666666666667,c1ccccc1,0,True,1.633457598783037,-1.1636965777359356,heavy
CN(C)CCC1=CNC2=CC=CC=C12,0.7825429105598994,2.272,1.8247052010767533,c1ccc2[nH]ccc2c1,1.8247052010767533,CN(C)CCc1c[nH]c2ccccc12,0.7825429105598994,188.274,2.272,19.03,1,1,3,14,2,0.3333333333333333,c1ccc2[nH]ccc2c1,0,True,1.8247052010767533,-1.1781622905168538,heavy
