Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
CCC1=CC=C(NC(C)=O)C=C1,0.7111321600481861,2.2074,1.3099961068623838,c1ccccc1,1.3099961068623838,CCc1ccc(NC(C)=O)cc1,0.7111321600481861,163.22,2.2074,29.1,1,1,2,12,1,0.3,c1ccccc1,0,True,1.3099961068623838,-0.7025639468141975,heavy
O=S(=O)(C1=CC=CC=C1)N1CCN(CC2=CC=CC=C2)CC1,0.8680459759098327,2.1931000000000003,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0.8680459759098327,316.42600000000004,2.1931000000000003,40.620000000000005,3,0,4,22,2,0.2941176470588235,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0,True,1.5620389821867562,-0.7905430062769236,heavy
CC1=CC=C(CCNC(=O)CN2CCCC2)C=C1,0.8581929519798882,1.7495199999999995,1.5783887987729806,O=C(CN1CCCC1)NCCc1ccccc1,1.5783887987729806,Cc1ccc(CCNC(=O)CN2CCCC2)cc1,0.8581929519798882,246.354,1.7495199999999995,32.34,2,1,5,18,1,0.5333333333333333,O=C(CN1CCCC1)NCCc1ccccc1,0,True,1.5783887987729806,-0.8454358467930926,heavy
C1=CC=C(CNCC2=CC=CC=C2)C=C1,0.7941891118142109,2.9764000000000017,1.2152685034192992,c1ccc(CNCc2ccccc2)cc1,1.2152685034192992,c1ccc(CNCc2ccccc2)cc1,0.7941891118142109,197.28100000000003,2.9764000000000017,12.03,1,1,4,15,2,0.1428571428571428,c1ccc(CNCc2ccccc2)cc1,0,True,1.2152685034192992,-0.9092793916050891,heavy
O=C(CNC(=O)C1=CC=C(F)C=C1)OCC1=CC=C(F)C=C1,0.8632891894079698,2.4380000000000006,1.638339734357972,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,1.638339734357972,O=C(CNC(=O)c1ccc(F)cc1)OCc1ccc(F)cc1,0.8632891894079698,305.28,2.4380000000000006,55.400000000000006,3,1,5,22,2,0.125,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,0,True,1.638339734357972,-0.9940505449500024,heavy
CC1=CC=C(S(=O)(=O)C2=CC(C(=O)NCCC(=O)O)=CC=C2)C=C1,0.8326114964212907,2.0323200000000003,1.8254593774165928,O=S(=O)(c1ccccc1)c1ccccc1,1.8254593774165928,Cc1ccc(S(=O)(=O)c2cccc(C(=O)NCCC(=O)O)c2)cc1,0.8326114964212907,347.392,2.0323200000000003,100.54,4,2,6,24,2,0.1764705882352941,O=S(=O)(c1ccccc1)c1ccccc1,0,True,1.8254593774165928,-1.0090078809953023,heavy
COC(=O)C1=CC=C(CNC(=O)OC(C)(C)C)C=C1,0.8527272541979356,2.4979000000000005,1.671200979723615,c1ccccc1,1.671200979723615,COC(=O)c1ccc(CNC(=O)OC(C)(C)C)cc1,0.8527272541979356,265.309,2.4979000000000005,64.63,4,1,3,19,1,0.4285714285714285,c1ccccc1,0,True,1.671200979723615,-1.0674237255256795,heavy
CSC1=CC=C(NC(=O)CNC(=O)C2=CC=NC=C2)C=C1,0.8303748261126566,2.172,1.8443859281244777,O=C(CNC(=O)c1ccncc1)Nc1ccccc1,1.8443859281244777,CSc1ccc(NC(=O)CNC(=O)c2ccncc2)cc1,0.8303748261126566,301.371,2.172,71.09,4,2,5,21,2,0.1333333333333333,O=C(CNC(=O)c1ccncc1)Nc1ccccc1,0,True,1.8443859281244777,-1.1000111020118213,heavy
CSCC1=CC=CC=C1,0.6048955963517804,2.5496000000000008,1.4756901374030704,c1ccccc1,1.4756901374030704,CSCc1ccccc1,0.6048955963517804,138.235,2.5496000000000008,0.0,1,0,2,9,1,0.25,c1ccccc1,0,True,1.4756901374030704,-1.1455945410512904,heavy
CC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1F,0.8614597929899627,2.7814200000000007,1.6200838895328626,O=C(Nc1ccccc1)c1cccnc1,1.6200838895328626,Cc1ccc(NC(=O)c2cccnc2)cc1F,0.8614597929899627,230.242,2.7814200000000007,41.99,2,1,2,17,2,0.0769230769230769,O=C(Nc1ccccc1)c1cccnc1,0,True,1.6200838895328626,-1.1493340965429004,heavy
