smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,gov_score
CC(=O)Nc1ccc(CNC(=O)c2ccccc2)cc1,,0.8950135060485623,2.575,1.3965700464035855,0.0,O=C(NCc1ccccc1)c1ccccc1,1.3965700464035855,CC(=O)Nc1ccc(CNC(=O)c2ccccc2)cc1,0.8950135060485623,268.316,2.575,58.2,2.0,2.0,4.0,20.0,2.0,0.125,O=C(NCc1ccccc1)c1ccccc1,0,True,1.3965700464035855,-0.7890565403550233
CCOC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,,0.9292350518388072,2.1764,1.7643901654126122,0.0,O=C(NC1CCNCC1)c1ccccc1,1.7643901654126122,CCOC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,0.9292350518388072,294.3260000000001,2.1764,58.64,3.0,1.0,3.0,21.0,1.0,0.4666666666666667,O=C(NC1CCNCC1)c1ccccc1,0,True,1.7643901654126122,-0.9233551135738051
CC(=O)N1CCC(NC(=O)CCc2ccccc2)CC1,,0.909022815873599,1.7462999999999995,1.7348777387112762,0.0,O=C(CCc1ccccc1)NC1CCNCC1,1.7348777387112762,CC(=O)N1CCC(NC(=O)CCc2ccccc2)CC1,0.909022815873599,274.3640000000001,1.7462999999999995,49.41,2.0,1.0,4.0,20.0,1.0,0.5,O=C(CCc1ccccc1)NC1CCNCC1,0,True,1.7348777387112762,-0.9527049228376774
COc1ccc(NC(=O)c2ccc(N)c(OC)c2)cc1,,0.8387578847822212,2.5383000000000004,1.5585270591277016,0.0,O=C(Nc1ccccc1)c1ccccc1,1.5585270591277016,COc1ccc(NC(=O)c2ccc(N)c(OC)c2)cc1,0.8387578847822212,272.304,2.5383000000000004,73.58,4.0,2.0,4.0,20.0,2.0,0.1333333333333333,O=C(Nc1ccccc1)c1ccccc1,0,True,1.5585270591277016,-0.9889191743454806
CCOC(=O)c1cccc(NC(=O)CNC(=O)COc2ccccc2)c1,,0.7057637803888709,1.997,1.720537389671561,0.0,O=C(COc1ccccc1)NCC(=O)Nc1ccccc1,1.720537389671561,CCOC(=O)c1cccc(NC(=O)CNC(=O)COc2ccccc2)c1,0.7057637803888709,356.37800000000004,1.997,93.73,5.0,2.0,8.0,26.0,2.0,0.2105263157894736,O=C(COc1ccccc1)NCC(=O)Nc1ccccc1,0,True,1.720537389671561,-1.01627360928269
CCOC(=O)N1CCN(C(=O)c2cccc(F)c2)CC1,,0.8288319525299156,1.7400000000000002,1.7401910701167118,0.0,O=C(c1ccccc1)N1CCNCC1,1.7401910701167118,CCOC(=O)N1CCN(C(=O)c2cccc(F)c2)CC1,0.8288319525299156,280.2990000000001,1.7400000000000002,49.85,3.0,0.0,2.0,20.0,1.0,0.4285714285714285,O=C(c1ccccc1)N1CCNCC1,0,True,1.7401910701167118,-1.0413591175867962
Cc1ccc(NC(=O)COc2ccc(F)cc2)cc1,,0.9155512434399602,3.151620000000001,1.3860463794219535,0.0,O=C(COc1ccccc1)Nc1ccccc1,1.3860463794219535,Cc1ccc(NC(=O)COc2ccc(F)cc2)cc1,0.9155512434399602,259.28000000000003,3.151620000000001,38.33,2.0,1.0,4.0,19.0,2.0,0.1333333333333333,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.3860463794219535,-1.046305135981994
COc1ccc(C(=O)NCCc2ccccc2)cc1C,,0.9058961880833368,2.9761200000000017,1.4696024350675518,0.0,O=C(NCCc1ccccc1)c1ccccc1,1.4696024350675518,COc1ccc(C(=O)NCCc2ccccc2)cc1C,0.9058961880833368,269.344,2.9761200000000017,38.33,2.0,1.0,5.0,20.0,2.0,0.2352941176470588,O=C(NCCc1ccccc1)c1ccccc1,0,True,1.4696024350675518,-1.051766246984216
CCCCC(=O)NCCNC(=O)c1ccc(Cl)cc1,,0.7545375053462702,2.3762,1.6182698433793783,0.0,c1ccccc1,1.6182698433793783,CCCCC(=O)NCCNC(=O)c1ccc(Cl)cc1,0.7545375053462702,282.771,2.3762,58.2,2.0,2.0,7.0,19.0,1.0,0.4285714285714285,c1ccccc1,0,True,1.6182698433793783,-1.051832338033108
Cc1ccccc1C(=O)NCCC1CC1,,0.800090223676026,2.5249200000000007,1.6053572946280923,0.0,O=C(NCCC1CC1)c1ccccc1,1.6053572946280923,Cc1ccccc1C(=O)NCCC1CC1,0.800090223676026,203.285,2.5249200000000007,29.1,1.0,1.0,4.0,15.0,1.0,0.4615384615384615,O=C(NCCC1CC1)c1ccccc1,0,True,1.6053572946280923,-1.0677270709520665
CC(C)N(Cc1ccccc1)C(N)=O,,0.7815855090972057,1.9757,1.8435024480403168,0.0,c1ccccc1,1.8435024480403168,CC(C)N(Cc1ccccc1)C(N)=O,0.7815855090972057,192.262,1.9757,46.33,1.0,1.0,3.0,14.0,1.0,0.3636363636363636,c1ccccc1,0,True,1.8435024480403168,-1.074066938943111
COc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,,0.9324330936728328,2.729800000000001,1.647383928484336,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.647383928484336,COc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,0.9324330936728328,338.4070000000001,2.729800000000001,58.64,3.0,1.0,4.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.647383928484336,-1.0798508348115035
Cc1ccccc1CCNC(=O)C(=O)N1CCN(c2ccccc2)CC1,,0.857535712155422,2.00252,1.9366750279251992,0.0,O=C(NCCc1ccccc1)C(=O)N1CCN(c2ccccc2)CC1,1.9366750279251992,Cc1ccccc1CCNC(=O)C(=O)N1CCN(c2ccccc2)CC1,0.857535712155422,351.4500000000001,2.00252,52.650000000000006,3.0,1.0,4.0,26.0,2.0,0.3333333333333333,O=C(NCCc1ccccc1)C(=O)N1CCN(c2ccccc2)CC1,0,True,1.9366750279251992,-1.080399315769777
