smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,gov_score
c1ccc(N2CCCC2)cc1,,0.5887545884552237,2.2868000000000004,1.2809723642692583,0.0,c1ccc(N2CCCC2)cc1,1.2809723642692583,c1ccc(N2CCCC2)cc1,0.5887545884552237,147.22100000000003,2.2868000000000004,3.24,1.0,0.0,1.0,11.0,1.0,0.4,c1ccc(N2CCCC2)cc1,0,True,1.2809723642692583,-0.8356177758140348
CC(C)C(=O)N1CCC(NC(=O)c2ccccc2)CC1,,0.9169455308642116,2.0634,1.7301254107760542,0.0,O=C(NC1CCNCC1)c1ccccc1,1.7301254107760542,CC(C)C(=O)N1CCC(NC(=O)c2ccccc2)CC1,0.9169455308642116,274.3640000000001,2.0634,49.41,2.0,1.0,3.0,20.0,1.0,0.5,O=C(NC1CCNCC1)c1ccccc1,0,True,1.7301254107760542,-0.8448798799118427
COc1ccc(CNC(=O)C(=O)NCc2ccc(F)cc2)cc1,,0.8262166933000143,1.7668999999999997,1.6769714889501657,0.0,O=C(NCc1ccccc1)C(=O)NCc1ccccc1,1.6769714889501657,COc1ccc(CNC(=O)C(=O)NCc2ccc(F)cc2)cc1,0.8262166933000143,316.332,1.7668999999999997,67.42999999999999,3.0,2.0,5.0,23.0,2.0,0.1764705882352941,O=C(NCc1ccccc1)C(=O)NCc1ccccc1,0,True,1.6769714889501657,-0.9673047956501515
Cc1ccc(CC(=O)N2CCN(C(=O)c3ccccc3)CC2)cc1,,0.8711014102666466,2.522120000000001,1.6348923357625935,0.0,O=C(Cc1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,1.6348923357625935,Cc1ccc(CC(=O)N2CCN(C(=O)c3ccccc3)CC2)cc1,0.8711014102666466,322.4080000000001,2.522120000000001,40.620000000000005,2.0,0.0,3.0,24.0,2.0,0.3,O=C(Cc1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,0,True,1.6348923357625935,-1.0248509254959475
CCOC(=O)CNC(=O)c1cc(F)ccc1Br,,0.864220165529208,1.8811,1.8521953443823629,0.0,c1ccccc1,1.8521953443823629,CCOC(=O)CNC(=O)c1cc(F)ccc1Br,0.864220165529208,304.115,1.8811,55.4,3.0,1.0,4.0,17.0,1.0,0.2727272727272727,c1ccccc1,0,True,1.8521953443823629,-1.047425178853155
CCOC(=O)c1ccc(C(=O)NCCc2ccccc2)cc1,,0.8341627227954626,2.8358000000000017,1.470420060483459,0.0,O=C(NCCc1ccccc1)c1ccccc1,1.470420060483459,CCOC(=O)c1ccc(C(=O)NCCc2ccccc2)cc1,0.8341627227954626,297.354,2.8358000000000017,55.400000000000006,3.0,1.0,6.0,22.0,2.0,0.2222222222222222,O=C(NCCc1ccccc1)c1ccccc1,0,True,1.470420060483459,-1.0541573376879971
CC(C)(C)OC(=O)NCCc1ccccc1,,0.8519098236120114,2.753800000000001,1.532767006816865,0.0,c1ccccc1,1.532767006816865,CC(C)(C)OC(=O)NCCc1ccccc1,0.8519098236120114,221.3,2.753800000000001,38.33,2.0,1.0,3.0,16.0,1.0,0.4615384615384615,c1ccccc1,0,True,1.532767006816865,-1.057757183204854
COc1ccc(NC(=O)CNC(=O)CCc2cccc(O)c2)cc1,,0.7260919054184317,2.0882999999999994,1.754799998560154,0.0,O=C(CCc1ccccc1)NCC(=O)Nc1ccccc1,1.754799998560154,COc1ccc(NC(=O)CNC(=O)CCc2cccc(O)c2)cc1,0.7260919054184317,328.368,2.0882999999999994,87.66000000000001,4.0,3.0,7.0,24.0,2.0,0.2222222222222222,O=C(CCc1ccccc1)NCC(=O)Nc1ccccc1,0,True,1.754799998560154,-1.072858093141722
COc1cccc(CNC(=O)NCCc2ccccc2)c1,,0.8566570616237145,2.7371000000000008,1.5622400895368358,0.0,O=C(NCCc1ccccc1)NCc1ccccc1,1.5622400895368358,COc1cccc(CNC(=O)NCCc2ccccc2)c1,0.8566570616237145,284.359,2.7371000000000008,50.36,2.0,2.0,6.0,21.0,2.0,0.2352941176470588,O=C(NCCc1ccccc1)NCc1ccccc1,0,True,1.5622400895368358,-1.0741330279131218
COc1ccc(CNC(=O)NCc2ccc(F)cc2)cc1,,0.8885607659770831,2.833700000000001,1.5489897742783238,0.0,O=C(NCc1ccccc1)NCc1ccccc1,1.5489897742783238,COc1ccc(CNC(=O)NCc2ccc(F)cc2)cc1,0.8885607659770831,288.322,2.833700000000001,50.36,2.0,2.0,5.0,21.0,2.0,0.1875,O=C(NCc1ccccc1)NCc1ccccc1,0,True,1.5489897742783238,-1.0772790083012413
