Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
CCOC(=O)C(CC)C(C)=O,0.45526634761195306,1.1647,2.6854649456781274,,2.6854649456781274,CCOC(=O)C(CC)C(C)=O,0.45526634761195306,158.19699999999997,1.1647,43.370000000000005,3,0,4,11,0,0.75,,0,True,2.6854649456781274
CCCCN1N=NN=C1C1=CC=C(OC2=CC=C(N=O)C=C2)C=C1,0.6042983582983305,4.330400000000004,2.327856760033974,c1ccc(Oc2ccc(-c3nnn[nH]3)cc2)cc1,2.327856760033974,CCCCn1nnnc1-c1ccc(Oc2ccc(N=O)cc2)cc1,0.6042983582983305,323.35600000000005,4.330400000000004,82.25999999999999,7,0,7,24,3,0.23529411764705882,c1ccc(Oc2ccc(-c3nnn[nH]3)cc2)cc1,0,True,2.327856760033974
CSC1=CN(C)C(CN2C(=O)CC3=CC=C(OCC4=CC=C(Cl)C=C4)C=C3C2=O)=C1,0.411369635577301,4.704500000000004,2.705233489751766,O=C1Cc2ccc(OCc3ccccc3)cc2C(=O)N1Cc1ccc[nH]1,2.705233489751766,CSc1cc(CN2C(=O)Cc3ccc(OCc4ccc(Cl)cc4)cc3C2=O)n(C)c1,0.411369635577301,440.9520000000001,4.704500000000004,51.54,5,0,6,30,3,0.21739130434782608,O=C1Cc2ccc(OCc3ccccc3)cc2C(=O)N1Cc1ccc[nH]1,0,True,2.705233489751766
CC(C)C1=CC=C(N2C=C(C3=CC=NC=N3)C3=C2CCN(CC2=CC=CN=C2)C3=O)C=C1,0.4686727486804914,4.651200000000004,2.75922278457956,O=C1c2c(-c3ccncn3)cn(-c3ccccc3)c2CCN1Cc1cccnc1,2.75922278457956,CC(C)c1ccc(-n2cc(-c3ccncn3)c3c2CCN(Cc2cccnc2)C3=O)cc1,0.4686727486804914,423.52000000000015,4.651200000000004,63.910000000000004,5,0,5,32,4,0.23076923076923078,O=C1c2c(-c3ccncn3)cn(-c3ccccc3)c2CCN1Cc1cccnc1,0,True,2.75922278457956
O=C(NCC1=CC=CC=C1)C1=CC=C2C=CC(N3C=CN=C3)=CC2=C1,0.6166604942731908,3.9555000000000025,1.9617377226631305,O=C(NCc1ccccc1)c1ccc2ccc(-n3ccnc3)cc2c1,1.9617377226631305,O=C(NCc1ccccc1)c1ccc2ccc(-n3ccnc3)cc2c1,0.6166604942731908,327.38700000000006,3.9555000000000025,46.92,3,1,4,25,4,0.047619047619047616,O=C(NCc1ccccc1)c1ccc2ccc(-n3ccnc3)cc2c1,0,True,1.9617377226631305
CCCOC1=CS(=O)(=O)N=C1,0.6330348584112718,0.6686000000000001,3.7071264901433842,O=S1(=O)C=CC=N1,3.7071264901433842,CCCOC1=CS(=O)(=O)N=C1,0.6330348584112718,175.20899999999997,0.6686000000000001,55.730000000000004,3,0,3,11,0,0.5,O=S1(=O)C=CC=N1,0,True,3.7071264901433842
FC1=CC=C(OCC=NC2=CC=C3OCOC3=C2)C=C1,0.8020560126608344,3.335700000000002,2.360353344283224,C(COc1ccccc1)=Nc1ccc2c(c1)OCO2,2.360353344283224,Fc1ccc(OCC=Nc2ccc3c(c2)OCO3)cc1,0.8020560126608344,273.263,3.335700000000002,40.05,4,0,4,20,2,0.13333333333333333,C(COc1ccccc1)=Nc1ccc2c(c1)OCO2,0,True,2.360353344283224
O=C(O)C1=CC=C2C(=C1)N=C(C1CCCCC1)N2CC1=CC=C(F)C=C1,0.7211386235120993,4.969600000000004,2.0557648740790455,c1ccc(Cn2c(C3CCCCC3)nc3ccccc32)cc1,2.0557648740790455,O=C(O)c1ccc2c(c1)nc(C1CCCCC1)n2Cc1ccc(F)cc1,0.7211386235120993,352.409,4.969600000000004,55.12,3,1,4,26,3,0.3333333333333333,c1ccc(Cn2c(C3CCCCC3)nc3ccccc32)cc1,0,True,2.0557648740790455
ClC1=CC=C(CC2=NC=NN3C=C(C4=C(Br)C=CC=C4Cl)N=C23)C=C1,0.43090614973988595,5.451400000000002,2.6383396977151037,c1ccc(Cc2ncnn3cc(-c4ccccc4)nc23)cc1,2.6383396977151037,Clc1ccc(Cc2ncnn3cc(-c4c(Cl)cccc4Br)nc23)cc1,0.43090614973988595,434.12400000000014,5.451400000000002,43.08,4,0,3,25,4,0.05555555555555555,c1ccc(Cc2ncnn3cc(-c4ccccc4)nc23)cc1,0,True,2.6383396977151037
FC1=CC=C(CC2=CC(C3CC3)=NO2)C(F)=C1,0.8142296949052722,3.421000000000002,2.3941704279944016,c1ccc(Cc2cc(C3CC3)no2)cc1,2.3941704279944016,Fc1ccc(Cc2cc(C3CC3)no2)c(F)c1,0.8142296949052722,235.23299999999998,3.421000000000002,26.03,2,0,3,17,2,0.3076923076923077,c1ccc(Cc2cc(C3CC3)no2)cc1,0,True,2.3941704279944016
