Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
O=C(NC1CCNCC1)C1CC(=O)N(C2=CC=C(Cl)C=C2)C1=O,0.6399548185908661,1.0877,2.8529200036565054,O=C(NC1CCNCC1)C1CC(=O)N(c2ccccc2)C1=O,2.8529200036565054,O=C(NC1CCNCC1)C1CC(=O)N(c2ccc(Cl)cc2)C1=O,0.6399548185908661,335.7910000000001,1.0877,78.51,4,2,3,23,1,0.4375,O=C(NC1CCNCC1)C1CC(=O)N(c2ccccc2)C1=O,0,True,2.8529200036565054
NOC1=CC=C2C3=CC=C(C(F)(F)F)C=C3C3=CC(Cl)=C=C=C3C2=C1NCCN1C(=O)COC1=O,0.316930264969788,3.106300000000001,3.976843733118998,O=C1COC(=O)N1CCNc1cccc2c1c1c(c3ccccc32)=CC=C=C=1,3.976843733118998,NOc1ccc2c(c1NCCN1C(=O)COC1=O)c1c(c3cc(C(F)(F)F)ccc32)=CC(Cl)=C=C=1,0.316930264969788,501.8480000000003,3.106300000000001,93.89000000000001,6,2,5,35,3,0.16666666666666666,O=C1COC(=O)N1CCNc1cccc2c1c1c(c3ccccc32)=CC=C=C=1,0,True,3.976843733118998
CC(C)N(CC1=C=C2C(=O)C3=CC=C4C=C3C(=O)C2=C2NC(O)=CC=C2CSCC1=C1N=C(NC4=O)SC2=C=C=C(O)C=C21)C(C)C,0.30071105708197027,5.686100000000004,6.883704559182477,O=C1NC2=NC(=C3C=C=C4C(=O)c5ccc1cc5C(=O)C4=C1NC=CC=C1CSC3)C1=CC=C=C=C1S2,6.883704559182477,CC(C)N(CC1=C=C2C(=O)c3ccc4cc3C(=O)C2=C2NC(O)=CC=C2CSCC1=C1N=C(NC4=O)SC2=C=C=C(O)C=C21)C(C)C,0.30071105708197027,662.7930000000001,5.686100000000004,131.32999999999998,10,4,4,47,1,0.25,O=C1NC2=NC(=C3C=C=C4C(=O)c5ccc1cc5C(=O)C4=C1NC=CC=C1CSC3)C1=CC=C=C=C1S2,0,True,6.883704559182477
O=C(C1=CC=C2C(=C1)N(CC1=CC=CC=C1)C(=O)CN2C1=CC=C([N+](=O)[O-])C=C1)N1CCN(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1,0.20278361581616125,5.079800000000005,2.618426125135379,O=C(c1ccc2c(c1)N(Cc1ccccc1)C(=O)CN2c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,2.618426125135379,O=C(c1ccc2c(c1)N(Cc1ccccc1)C(=O)CN2c1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.20278361581616125,646.1250000000001,5.079800000000005,124.38,7,0,7,45,4,0.1875,O=C(c1ccc2c(c1)N(Cc1ccccc1)C(=O)CN2c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,0,True,2.618426125135379
CCN(CC=CC1=CC=C(Br)C=C1)C(=O)CCCC1=CC=CC=N1,0.6563002548127868,4.728700000000004,2.3283819678696176,O=C(CCCc1ccccn1)NCC=Cc1ccccc1,2.3283819678696176,CCN(CC=Cc1ccc(Br)cc1)C(=O)CCCc1ccccn1,0.6563002548127868,387.32100000000014,4.728700000000004,33.2,2,0,8,24,2,0.3,O=C(CCCc1ccccn1)NCC=Cc1ccccc1,0,True,2.3283819678696176
COC1=CC(C(=O)O)=CC=C1OC(S)=NC(N)=C1CCC2C3C1=C=C(Cl)C=C3C1=CC=CN=C1N2C,0.23285763063721743,4.596900000000002,4.663108549737746,C1=CC=C2c3cccnc3NC3CCC(=CN=COc4ccccc4)C=1C23,4.663108549737746,COc1cc(C(=O)O)ccc1OC(S)=NC(N)=C1CCC2C3C1=C=C(Cl)C=C3c1cccnc1N2C,0.23285763063721743,523.0140000000004,4.596900000000002,110.27,7,3,4,36,2,0.23076923076923078,C1=CC=C2c3cccnc3NC3CCC(=CN=COc4ccccc4)C=1C23,0,True,4.663108549737746
O=CN1CCN(C2=CC=CC=C2OC(=O)CNC(=O)C2=CC=C(OS(=O)(=O)C3=CC=CC=C3)C=C2)CC1,0.19580542358605105,2.0680999999999994,2.507944694982541,O=C(CNC(=O)c1ccc(OS(=O)(=O)c2ccccc2)cc1)Oc1ccccc1N1CCNCC1,2.507944694982541,O=CN1CCN(c2ccccc2OC(=O)CNC(=O)c2ccc(OS(=O)(=O)c3ccccc3)cc2)CC1,0.19580542358605105,523.5670000000002,2.0680999999999994,122.32,8,1,9,37,3,0.19230769230769232,O=C(CNC(=O)c1ccc(OS(=O)(=O)c2ccccc2)cc1)Oc1ccccc1N1CCNCC1,0,True,2.507944694982541
CSC1=NC(N)=C2CC(C=NNC=O)CN(CC3=CC=C(SC(F)(F)F)C=C3)C2=N1,0.21695019140296654,3.303300000000002,3.9290721586026045,c1ccc(CN2CCCc3cncnc32)cc1,3.9290721586026045,CSc1nc(N)c2c(n1)N(Cc1ccc(SC(F)(F)F)cc1)CC(C=NNC=O)C2,0.21695019140296654,456.5190000000001,3.303300000000002,96.5,8,2,7,30,2,0.3333333333333333,c1ccc(CN2CCCc3cncnc32)cc1,0,True,3.9290721586026045
CNS(=O)(=O)C1=CC=C(CN(CC2=CC3=CC=CC=C3C3=CC=CC=C23)C(=O)C2=CC=C(Cl)C=C2Cl)C=C1,0.21595359080990037,7.050500000000005,2.3554821207329777,O=C(c1ccccc1)N(Cc1ccccc1)Cc1cc2ccccc2c2ccccc12,2.3554821207329777,CNS(=O)(=O)c1ccc(CN(Cc2cc3ccccc3c3ccccc23)C(=O)c2ccc(Cl)cc2Cl)cc1,0.21595359080990037,563.5060000000002,7.050500000000005,66.48,3,1,7,38,5,0.1,O=C(c1ccccc1)N(Cc1ccccc1)Cc1cc2ccccc2c2ccccc12,0,True,2.3554821207329777
CC(CC1=NC=CS1)NC(=O)C(CC1=CC=C(Cl)C=C1)NC(=O)C(C)NC(=O)C(C)N,0.4218699290227391,1.423100000000001,3.470475745805211,O=C(CCc1ccccc1)NCCc1nccs1,3.470475745805211,CC(Cc1nccs1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(C)NC(=O)C(C)N,0.4218699290227391,466.0070000000002,1.423100000000001,126.21,6,4,10,31,2,0.42857142857142855,O=C(CCc1ccccc1)NCCc1nccs1,0,True,3.470475745805211
