Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
CSC1=CC=C([S+]([O-])SN2CCC3=CC=CC=C3CC2)C=C1,0.35794054032138567,4.180100000000003,3.687739889644577,c1ccc([SH+]SN2CCc3ccccc3CC2)cc1,3.687739889644577,CSc1ccc([S+]([O-])SN2CCc3ccccc3CC2)cc1,0.35794054032138567,349.5460000000001,4.180100000000003,26.299999999999997,4,0,4,22,2,0.29411764705882354,c1ccc([SH+]SN2CCc3ccccc3CC2)cc1,0,True,3.687739889644577
CC(C)(C)OC(=O)NC(CCC(=O)OC1=CC(C(=O)NN=CC2CCNCC2)=NO1)C(=O)O,0.23266964383300592,1.0533000000000006,3.5645407350833285,O=C(NN=CC1CCNCC1)c1ccon1,3.5645407350833285,CC(C)(C)OC(=O)NC(CCC(=O)Oc1cc(C(=O)NN=CC2CCNCC2)no1)C(=O)O,0.23266964383300592,467.4790000000002,1.0533000000000006,181.44999999999996,10,4,9,33,1,0.6,O=C(NN=CC1CCNCC1)c1ccon1,0,True,3.5645407350833285
CCN(CC)C(=O)CCC(=O)OC(C)C(=O)NCCC1=CC=C2OCOC2=C1,0.6087616127414353,1.6542999999999997,2.7144514439843874,c1ccc2c(c1)OCO2,2.7144514439843874,CCN(CC)C(=O)CCC(=O)OC(C)C(=O)NCCc1ccc2c(c1)OCO2,0.6087616127414353,392.4520000000002,1.6542999999999997,94.17,6,1,10,28,1,0.55,c1ccc2c(c1)OCO2,0,True,2.7144514439843874
NCC1=CC(C(=O)NCC2=C(Cl)C=CC=C2Cl)=CC=N1,0.9122062635637319,2.777100000000001,2.0932333778090193,O=C(NCc1ccccc1)c1ccncc1,2.0932333778090193,NCc1cc(C(=O)NCc2c(Cl)cccc2Cl)ccn1,0.9122062635637319,310.184,2.777100000000001,68.01,3,2,4,20,2,0.14285714285714285,O=C(NCc1ccccc1)c1ccncc1,0,True,2.0932333778090193
O=C(O)CCN1CC2=CC(=CO)C(=C=CC=CC3=CCOC3=O)C3=C2C(C1)C1=CC=C(C(=O)NC(CC2=CC=CC=C2)C(=O)O)C=C1O3,0.1900105028210259,2.9112,4.579772463135857,C=c1cc2c3c(c1=C=CC=CC1=CCOC1=O)Oc1cc(C(=O)NCCc4ccccc4)ccc1C3CNC2,4.579772463135857,O=C(O)CCN1Cc2cc(=CO)c(=C=CC=CC3=CCOC3=O)c3c2C(C1)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)O)cc1O3,0.1900105028210259,648.6680000000005,2.9112,162.69999999999996,8,4,10,48,3,0.21621621621621623,C=c1cc2c3c(c1=C=CC=CC1=CCOC1=O)Oc1cc(C(=O)NCCc4ccccc4)ccc1C3CNC2,0,True,4.579772463135857
CCNC(=O)CN(C)C(=O)C1=CC=C2C(=C=C1)N=C1CCCCC1=C2OC(C)(C)C,0.7978580982798751,1.3883000000000005,3.724668842747459,C1=CC=CC=c2cc3c(nc2=1)CCCC3,3.724668842747459,CCNC(=O)CN(C)C(=O)C1=CC=c2c(OC(C)(C)C)c3c(nc2=C=C1)CCCC3,0.7978580982798751,409.53000000000037,1.3883000000000005,71.53,4,1,5,30,1,0.5,C1=CC=CC=c2cc3c(nc2=1)CCCC3,0,True,3.724668842747459
CC(C)(CC1=NN=NN1C1=CC=CS1)OC(=O)C(=O)O,0.6523375826831821,0.6726999999999999,3.104883907279551,c1csc(-n2cnnn2)c1,3.104883907279551,CC(C)(Cc1nnnn1-c1cccs1)OC(=O)C(=O)O,0.6523375826831821,296.30800000000005,0.6726999999999999,107.2,8,1,4,20,2,0.36363636363636365,c1csc(-n2cnnn2)c1,0,True,3.104883907279551
CCCC(=O)NCC(=O)NCC(=O)NC1=NNC=C1,0.5265620782001158,-0.6192999999999986,2.6107699885172604,c1cn[nH]c1,2.6107699885172604,CCCC(=O)NCC(=O)NCC(=O)Nc1cc[nH]n1,0.5265620782001158,267.289,-0.6192999999999986,115.98000000000002,4,4,7,19,1,0.45454545454545453,c1cn[nH]c1,0,True,2.6107699885172604
CCN(CCN1CCC2=CC=CC=C21)S(C)(=O)=O,0.8087181748759633,1.3305999999999998,2.204998195222684,c1ccc2c(c1)CCN2,2.204998195222684,CCN(CCN1CCc2ccccc21)S(C)(=O)=O,0.8087181748759633,268.38200000000006,1.3305999999999998,40.620000000000005,3,0,5,18,1,0.5384615384615384,c1ccc2c(c1)CCN2,0,True,2.204998195222684
NC=C1C(=O)N(CC2CCCO2)C2=CC=C(S)C(NN=CC3=CC=CC=N3)=C=C2N(C(=O)CSC2=NN=CN2)C1=O,0.06651569700953457,1.2123999999999997,4.801296598331843,C=C1C(=O)N(CC2CCCO2)C2=CC=CC(NN=Cc3ccccn3)=C=C2N(C(=O)CSc2nnc[nH]2)C1=O,4.801296598331843,NC=C1C(=O)N(CC2CCCO2)C2=CC=C(S)C(NN=Cc3ccccn3)=C=C2N(C(=O)CSc2nnc[nH]2)C1=O,0.06651569700953457,591.6790000000001,1.2123999999999997,171.79,12,4,8,41,2,0.23076923076923078,C=C1C(=O)N(CC2CCCO2)C2=CC=CC(NN=Cc3ccccn3)=C=C2N(C(=O)CSc2nnc[nH]2)C1=O,0,True,4.801296598331843
COC(=O)C(C#N)(CSCC1=CC=CC=C1)CSC(C)(C)C,0.7000938314118398,4.1344800000000035,3.331627197336884,c1ccccc1,3.331627197336884,COC(=O)C(C#N)(CSCc1ccccc1)CSC(C)(C)C,0.7000938314118398,337.5100000000001,4.1344800000000035,50.09,5,0,7,22,1,0.5294117647058824,c1ccccc1,0,True,3.331627197336884
N=C(N)C1=CC=C(C(OCC(=O)NC2=CC=C(Br)C=C2)C2=CC=CN=C2)C=C1,0.38434352529244276,3.8728700000000025,2.6910065771204827,O=C(COC(c1ccccc1)c1cccnc1)Nc1ccccc1,2.6910065771204827,N=C(N)c1ccc(C(OCC(=O)Nc2ccc(Br)cc2)c2cccnc2)cc1,0.38434352529244276,439.31300000000005,3.8728700000000025,101.09000000000002,4,3,7,28,3,0.09523809523809523,O=C(COC(c1ccccc1)c1cccnc1)Nc1ccccc1,0,True,2.6910065771204827
