Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_rulekit
CC(=O)NC1CCN(C(=O)C2=CC(C3=CC=CC=C3)=CN2C)CC1,0.9421770684909216,2.4328000000000003,2.135807464623502,O=C(c1cc(-c2ccccc2)c[nH]1)N1CCCCC1,2.135807464623502,CC(=O)NC1CCN(C(=O)c2cc(-c3ccccc3)cn2C)CC1,0.9421770684909216,325.41200000000015,2.4328000000000003,54.34,3,1,3,24,2,0.3684210526315789,O=C(c1cc(-c2ccccc2)c[nH]1)N1CCCCC1,0,True,2.135807464623502,0,rulekit,1
O=C(NC1=CC=C(CN2CCCC2)C=C1)C1CCC2=CC=CC=C2O1,0.927158155245341,3.6147000000000022,2.4170763445180388,O=C(Nc1ccc(CN2CCCC2)cc1)C1CCc2ccccc2O1,2.4170763445180388,O=C(Nc1ccc(CN2CCCC2)cc1)C1CCc2ccccc2O1,0.927158155245341,336.435,3.6147000000000022,41.57000000000001,3,1,4,25,2,0.3809523809523809,O=C(Nc1ccc(CN2CCCC2)cc1)C1CCc2ccccc2O1,0,True,2.4170763445180388,0,rulekit,2
CC1=CC=C(S(=O)(=O)CCNC(=O)OC(C)(C)C)C=C1,0.9255640601926448,2.29342,1.937015359977794,c1ccccc1,1.937015359977794,Cc1ccc(S(=O)(=O)CCNC(=O)OC(C)(C)C)cc1,0.9255640601926448,299.392,2.29342,72.47,4,1,4,20,1,0.5,c1ccccc1,0,True,1.937015359977794,0,rulekit,3
CC1=CC=C(OCC(=O)NC2=CC=CC=C2C)C(Cl)=C1,0.9245557654278664,3.9743400000000015,1.557384751435395,O=C(COc1ccccc1)Nc1ccccc1,1.557384751435395,Cc1ccc(OCC(=O)Nc2ccccc2C)c(Cl)c1,0.9245557654278664,289.76200000000006,3.9743400000000015,38.33,2,1,4,20,2,0.1875,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.557384751435395,0,rulekit,4
CC1(C)OC2=CC=C(F)C=C2C(=O)C1(O)CC1=CC=C(F)C=C1,0.9240557880139998,3.292300000000002,2.996495591145941,O=C1c2ccccc2OCC1Cc1ccccc1,2.996495591145941,CC1(C)Oc2ccc(F)cc2C(=O)C1(O)Cc1ccc(F)cc1,0.9240557880139998,318.319,3.292300000000002,46.53,3,1,2,23,2,0.2777777777777778,O=C1c2ccccc2OCC1Cc1ccccc1,0,True,2.996495591145941,0,rulekit,5
CC(C(=O)NCC1=NC=C(C(=O)N(C)C)S1)C(F)(F)F,0.9198739956671724,1.6595,3.2896765586184884,c1cscn1,3.2896765586184884,CC(C(=O)NCc1ncc(C(=O)N(C)C)s1)C(F)(F)F,0.9198739956671724,309.313,1.6595,62.3,4,1,4,20,1,0.5454545454545454,c1cscn1,0,True,3.2896765586184884,0,rulekit,6
CC(=O)NC1=CC2=C(C(=O)N1CC1=CC=CC=C1)N(C(C)=O)CCO2,0.919444266927805,1.6002999999999998,2.570478049363455,O=c1c2c(ccn1Cc1ccccc1)OCCN2,2.570478049363455,CC(=O)Nc1cc2c(c(=O)n1Cc1ccccc1)N(C(C)=O)CCO2,0.919444266927805,341.3670000000002,1.6002999999999998,80.64,5,1,3,25,2,0.2777777777777778,O=c1c2c(ccn1Cc1ccccc1)OCCN2,0,True,2.570478049363455,0,rulekit,7
COC(=O)N1CCC(CNC(=O)CC2=CC=C3C=C(C)C=CC3=C2)CC1,0.9165483499944008,3.2853200000000022,2.0939064125405835,O=C(Cc1ccc2ccccc2c1)NCC1CCNCC1,2.0939064125405835,COC(=O)N1CCC(CNC(=O)Cc2ccc3cc(C)ccc3c2)CC1,0.9165483499944008,354.45000000000016,3.2853200000000022,58.64,3,1,4,26,2,0.4285714285714285,O=C(Cc1ccc2ccccc2c1)NCC1CCNCC1,0,True,2.0939064125405835,0,rulekit,8
CCC1=CC=C(CNS(=O)(=O)C2=C(C)C=C(C)C=C2C)C=C1,0.914652427486706,3.6527600000000016,1.8875356648790635,O=S(=O)(NCc1ccccc1)c1ccccc1,1.8875356648790635,CCc1ccc(CNS(=O)(=O)c2c(C)cc(C)cc2C)cc1,0.914652427486706,317.454,3.6527600000000016,46.17,2,1,5,22,2,0.3333333333333333,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.8875356648790635,0,rulekit,9
O=C(NCN1CCC2=CC=CC=C2C1)NC1=CC=C(F)C=C1F,0.9134772690228088,3.102100000000001,2.149274738008799,O=C(NCN1CCc2ccccc2C1)Nc1ccccc1,2.149274738008799,O=C(NCN1CCc2ccccc2C1)Nc1ccc(F)cc1F,0.9134772690228088,317.33900000000006,3.102100000000001,44.370000000000005,2,2,3,23,2,0.2352941176470588,O=C(NCN1CCc2ccccc2C1)Nc1ccccc1,0,True,2.149274738008799,0,rulekit,10
O=C(O)C1CS(=O)(=O)C2=CC(OC3=CC=C(Cl)C=C3)=CC=C2O1,0.9110671480450792,2.7516000000000016,2.947269526585501,O=S1(=O)CCOc2ccc(Oc3ccccc3)cc21,2.947269526585501,O=C(O)C1CS(=O)(=O)c2cc(Oc3ccc(Cl)cc3)ccc2O1,0.9110671480450792,354.7670000000001,2.7516000000000016,89.9,5,1,3,23,2,0.1333333333333333,O=S1(=O)CCOc2ccc(Oc3ccccc3)cc21,0,True,2.947269526585501,0,rulekit,11
CN(C)CCN1CCC(C2=NC3=CC=CC=C3N2)C1,0.9096587825382678,1.9138,2.592135790667651,c1ccc2[nH]c(C3CCNC3)nc2c1,2.592135790667651,CN(C)CCN1CCC(c2nc3ccccc3[nH]2)C1,0.9096587825382678,258.3690000000001,1.9138,35.16,3,1,4,19,2,0.5333333333333333,c1ccc2[nH]c(C3CCNC3)nc2c1,0,True,2.592135790667651,0,rulekit,12
O=C(C1=NOC(C2=CC=CC=C2)=C1)N1CCC(O)CC1,0.9068860651427568,1.9385,2.0167521349139843,O=C(c1cc(-c2ccccc2)on1)N1CCCCC1,2.0167521349139843,O=C(c1cc(-c2ccccc2)on1)N1CCC(O)CC1,0.9068860651427568,272.3040000000001,1.9385,66.57000000000001,4,1,2,20,2,0.3333333333333333,O=C(c1cc(-c2ccccc2)on1)N1CCCCC1,0,True,2.0167521349139843,0,rulekit,13
CCCC(=O)NC1=CC=NC2=CC(Cl)=CC=C21,0.901364042904085,3.626800000000002,1.8165290818405568,c1ccc2ncccc2c1,1.8165290818405568,CCCC(=O)Nc1ccnc2cc(Cl)ccc12,0.901364042904085,248.713,3.626800000000002,41.99,2,1,3,17,2,0.2307692307692307,c1ccc2ncccc2c1,0,True,1.8165290818405568,0,rulekit,14
O=C(O)CCC1=CC=C(C2=CC=C3CC(N4CCCC4)CC3=C2)C=C1,0.8997700267810539,3.9338000000000033,2.535902463049636,c1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,2.535902463049636,O=C(O)CCc1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,0.8997700267810539,335.4470000000001,3.9338000000000033,40.54,2,1,5,25,2,0.4090909090909091,c1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,0,True,2.535902463049636,0,rulekit,15
