Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_rulekit
O=C(CCC1=NC=C2CCCCN21)NC1=CC=C(Cl)C=C1,0.9401857916642614,3.444100000000001,2.2921684628029126,O=C(CCc1ncc2n1CCCC2)Nc1ccccc1,2.2921684628029126,O=C(CCc1ncc2n1CCCC2)Nc1ccc(Cl)cc1,0.9401857916642614,303.793,3.444100000000001,46.92,3,1,4,21,2,0.375,O=C(CCc1ncc2n1CCCC2)Nc1ccccc1,0,True,2.2921684628029126,0,rulekit,1
CN1C=CC(CN2CCC3(CC2)CNC(C2=CC=CO2)C3)=CC1=O,0.9396937638414002,2.2951000000000006,3.844983780993571,O=c1cc(CN2CCC3(CC2)CNC(c2ccco2)C3)cc[nH]1,3.844983780993571,Cn1ccc(CN2CCC3(CC2)CNC(c2ccco2)C3)cc1=O,0.9396937638414002,327.4280000000001,2.2951000000000006,50.41,5,1,3,24,2,0.5263157894736842,O=c1cc(CN2CCC3(CC2)CNC(c2ccco2)C3)cc[nH]1,0,True,3.844983780993571,0,rulekit,2
CCOC1=C(CC2=NNN=N2)C(Cl)=C(Cl)C(C)=C1,0.9387461846683404,2.8044200000000004,2.7932741952226845,c1ccc(Cc2nn[nH]n2)cc1,2.7932741952226845,CCOc1cc(C)c(Cl)c(Cl)c1Cc1nn[nH]n1,0.9387461846683404,287.15000000000003,2.8044200000000004,63.69,4,1,4,18,2,0.3636363636363636,c1ccc(Cc2nn[nH]n2)cc1,0,True,2.7932741952226845,0,rulekit,3
CC(C1=CC=CC=C1)N1N=CC2=C1N=C=C(C(N)=O)C1=C2CCS1,0.9359564655330844,3.0669000000000004,4.124992062200347,C1=CC2=C(CCS2)c2cnn(Cc3ccccc3)c2N=1,4.124992062200347,CC(c1ccccc1)n1ncc2c1N=C=C(C(N)=O)C1=C2CCS1,0.9359564655330844,336.4200000000001,3.0669000000000004,73.27000000000001,5,1,3,24,2,0.2222222222222222,C1=CC2=C(CCS2)c2cnn(Cc3ccccc3)c2N=1,0,True,4.124992062200347,0,rulekit,4
FC1CCN(CNC2=NC3=CC=C(Cl)C=C3S2)CC1,0.9353000781393984,3.753000000000002,2.5667129994685727,c1ccc2sc(NCN3CCCCC3)nc2c1,2.5667129994685727,FC1CCN(CNc2nc3ccc(Cl)cc3s2)CC1,0.9353000781393984,299.8020000000001,3.753000000000002,28.16,4,1,3,19,2,0.4615384615384615,c1ccc2sc(NCN3CCCCC3)nc2c1,0,True,2.5667129994685727,0,rulekit,5
CCN1C=C(C(=O)NC2=CC=C(F)C(Cl)=C2)C=N1,0.9293529812015164,2.947800000000001,1.951588656761146,O=C(Nc1ccccc1)c1cn[nH]c1,1.951588656761146,CCn1cc(C(=O)Nc2ccc(F)c(Cl)c2)cn1,0.9293529812015164,267.691,2.947800000000001,46.92,3,1,3,18,2,0.1666666666666666,O=C(Nc1ccccc1)c1cn[nH]c1,0,True,1.951588656761146,0,rulekit,6
CC(C)C(=O)NC(C)C(=O)N1CCC(C2=CC=C(F)C=N2)CC1,0.9234596258214864,2.0874,2.7850538329041807,c1ccc(C2CCNCC2)nc1,2.7850538329041807,CC(C)C(=O)NC(C)C(=O)N1CCC(c2ccc(F)cn2)CC1,0.9234596258214864,321.3960000000001,2.0874,62.3,3,1,4,23,1,0.5882352941176471,c1ccc(C2CCNCC2)nc1,0,True,2.7850538329041807,0,rulekit,7
NC(=O)C1=CC(F)=CC=C1OCC1=CC=C(F)C=N1,0.9185089284267324,2.0377,2.030297419576767,c1ccc(OCc2ccccn2)cc1,2.030297419576767,NC(=O)c1cc(F)ccc1OCc1ccc(F)cn1,0.9185089284267324,264.23099999999994,2.0377,65.21000000000001,3,1,4,19,2,0.0769230769230769,c1ccc(OCc2ccccn2)cc1,0,True,2.030297419576767,0,rulekit,8
CN(C)C1=NC(N2CCC(NC3=NC=CS3)C2)=NC(Cl)=N1,0.9176577588484204,1.7382999999999995,3.1657220759669134,c1ncnc(N2CCC(Nc3nccs3)C2)n1,3.1657220759669134,CN(C)c1nc(Cl)nc(N2CCC(Nc3nccs3)C2)n1,0.9176577588484204,325.829,1.7382999999999995,70.07000000000001,8,1,4,21,2,0.5,c1ncnc(N2CCC(Nc3nccs3)C2)n1,0,True,3.1657220759669134,0,rulekit,9
CC(=O)NCC1CCC(CN2C=NC3=CC=CC=C3C2=O)O1,0.9169029278325588,1.0801999999999994,3.013407731853542,O=c1c2ccccc2ncn1CC1CCCO1,3.013407731853542,CC(=O)NCC1CCC(Cn2cnc3ccccc3c2=O)O1,0.9169029278325588,301.3460000000001,1.0801999999999994,73.22,5,1,4,22,2,0.4375,O=c1c2ccccc2ncn1CC1CCCO1,0,True,3.013407731853542,0,rulekit,10
O=C(CCC(=O)N1CCSCC1)NC1=CC=CC=C1,0.9159404259158282,1.9807,1.8923549575105305,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,1.8923549575105305,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,0.9159404259158282,278.377,1.9807,49.41,3,1,4,19,1,0.4285714285714285,O=C(CCC(=O)N1CCSCC1)Nc1ccccc1,0,True,1.8923549575105305,0,rulekit,11
NCC1=CC(C(=O)NCC2=C(Cl)C=CC=C2Cl)=CC=N1,0.912206263563732,2.777100000000001,2.0932333778090197,O=C(NCc1ccccc1)c1ccncc1,2.0932333778090197,NCc1cc(C(=O)NCc2c(Cl)cccc2Cl)ccn1,0.912206263563732,310.184,2.777100000000001,68.01,3,2,4,20,2,0.1428571428571428,O=C(NCc1ccccc1)c1ccncc1,0,True,2.0932333778090197,0,rulekit,12
O=C(NC1=C(Cl)C=C(Cl)C=C1F)C1=CC=CN=C1,0.9119112617749476,3.7798000000000016,1.9712917336842215,O=C(Nc1ccccc1)c1cccnc1,1.9712917336842215,O=C(Nc1c(F)cc(Cl)cc1Cl)c1cccnc1,0.9119112617749476,285.105,3.7798000000000016,41.99,2,1,2,18,2,0.0,O=C(Nc1ccccc1)c1cccnc1,0,True,1.9712917336842215,0,rulekit,13
COC1=CC=C(NC(=O)C2=CC=C(C(C)C)C=C2)C=C1,0.9081761858037772,4.070900000000003,1.402248487699131,O=C(Nc1ccccc1)c1ccccc1,1.402248487699131,COc1ccc(NC(=O)c2ccc(C(C)C)cc2)cc1,0.9081761858037772,269.344,4.070900000000003,38.33,2,1,4,20,2,0.2352941176470588,O=C(Nc1ccccc1)c1ccccc1,0,True,1.402248487699131,0,rulekit,14
N#CC1=CC=C2NCCN(CCC3=CC=NC(N4CCCC4)=C3)C(=O)C2=C1,0.906387888568,2.6638800000000007,2.557152057261584,O=C1c2ccccc2NCCN1CCc1ccnc(N2CCCC2)c1,2.557152057261584,N#Cc1ccc2c(c1)C(=O)N(CCc1ccnc(N3CCCC3)c1)CCN2,0.906387888568,361.4490000000002,2.6638800000000007,72.26,5,1,4,27,2,0.3809523809523809,O=C1c2ccccc2NCCN1CCc1ccnc(N2CCCC2)c1,0,True,2.557152057261584,0,rulekit,15
O=C(O)C1=CC=C(C2=CC=C(C=C(F)C3CCOCC3)N2)C=N1,0.9048231019097444,3.5119000000000016,3.070129982764044,C(=CC1CCOCC1)c1ccc(-c2cccnc2)[nH]1,3.070129982764044,O=C(O)c1ccc(-c2ccc(C=C(F)C3CCOCC3)[nH]2)cn1,0.9048231019097444,316.332,3.5119000000000016,75.21000000000001,3,2,4,23,2,0.2941176470588235,C(=CC1CCOCC1)c1ccc(-c2cccnc2)[nH]1,0,True,3.070129982764044,0,rulekit,16
