smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,baseline,rank_qed
CC(C)C(=O)N1CC[C@@H](NC(=O)c2ccc3ccccc3c2)C1,,0.947480230766545,2.826500000000001,2.3553744415263296,0.0,O=C(N[C@@H]1CCNC1)c1ccc2ccccc2c1,2.3553744415263296,CC(C)C(=O)N1CC[C@@H](NC(=O)c2ccc3ccccc3c2)C1,0.947480230766545,310.39700000000005,2.826500000000001,49.41,2.0,1.0,3.0,23.0,2.0,0.3684210526315789,O=C(N[C@@H]1CCNC1)c1ccc2ccccc2c1,0,True,2.3553744415263296,0,qed,1
Cc1occc1C(=O)N1CCC(NC(=O)c2cccs2)CC1,,0.9461890598716066,2.684120000000001,2.198951928615328,0.0,O=C(NC1CCN(C(=O)c2ccoc2)CC1)c1cccs1,2.198951928615328,Cc1occc1C(=O)N1CCC(NC(=O)c2cccs2)CC1,0.9461890598716066,318.3980000000001,2.684120000000001,62.55,4.0,1.0,3.0,22.0,2.0,0.375,O=C(NC1CCN(C(=O)c2ccoc2)CC1)c1cccs1,0,True,2.198951928615328,0,qed,2
COc1cccc(NC(=O)N2CCO[C@H](c3ccccc3)C2)c1,,0.9458304833882926,3.300600000000002,2.334024244582056,0.0,O=C(Nc1ccccc1)N1CCO[C@H](c2ccccc2)C1,2.334024244582056,COc1cccc(NC(=O)N2CCO[C@H](c3ccccc3)C2)c1,0.9458304833882926,312.369,3.300600000000002,50.8,3.0,1.0,3.0,23.0,2.0,0.2777777777777778,O=C(Nc1ccccc1)N1CCO[C@H](c2ccccc2)C1,0,True,2.334024244582056,0,qed,3
C[C@H]1CCCCN1C(=O)NCc1nccn1-c1ccc(F)cc1,,0.9457688104860724,3.095400000000001,2.703512773963123,0.0,O=C(NCc1nccn1-c1ccccc1)N1CCCCC1,2.703512773963123,C[C@H]1CCCCN1C(=O)NCc1nccn1-c1ccc(F)cc1,0.9457688104860724,316.38000000000005,3.095400000000001,50.16,3.0,1.0,3.0,23.0,2.0,0.4117647058823529,O=C(NCc1nccn1-c1ccccc1)N1CCCCC1,0,True,2.703512773963123,0,qed,4
Cc1ccc(C(=O)N2CC[C@@H](CO)C2)cc1-c1ccccc1,,0.944884719580272,3.116420000000001,2.258608845688535,0.0,O=C(c1cccc(-c2ccccc2)c1)N1CCCC1,2.258608845688535,Cc1ccc(C(=O)N2CC[C@@H](CO)C2)cc1-c1ccccc1,0.944884719580272,295.382,3.116420000000001,40.540000000000006,2.0,1.0,3.0,22.0,2.0,0.3157894736842105,O=C(c1cccc(-c2ccccc2)c1)N1CCCC1,0,True,2.258608845688535,0,qed,5
Cc1ccccc1C(=O)N1CCC(NC(=O)c2ccccc2)CC1,,0.9441080485839992,3.0296200000000013,1.675716416030152,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.675716416030152,Cc1ccccc1C(=O)N1CCC(NC(=O)c2ccccc2)CC1,0.9441080485839992,322.4080000000001,3.0296200000000013,49.41,2.0,1.0,3.0,24.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.675716416030152,0,qed,6
Cc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,,0.9441080485839992,3.0296200000000013,1.627746516364601,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.627746516364601,Cc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,0.9441080485839992,322.4080000000001,3.0296200000000013,49.41,2.0,1.0,3.0,24.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.627746516364601,0,qed,7
Cc1ccc(CNC(=O)c2cccc(N3CCOCC3)c2)cc1,,0.9439453940404492,2.761620000000001,1.721294537612179,0.0,O=C(NCc1ccccc1)c1cccc(N2CCOCC2)c1,1.721294537612179,Cc1ccc(CNC(=O)c2cccc(N3CCOCC3)c2)cc1,0.9439453940404492,310.39700000000005,2.761620000000001,41.57000000000001,3.0,1.0,4.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)c1cccc(N2CCOCC2)c1,0,True,1.721294537612179,0,qed,8
COc1ccccc1C(=O)NC1CCN(c2ccccc2)CC1,,0.9433071383756226,3.094000000000001,1.6723576834215947,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1ccccc1,1.6723576834215947,COc1ccccc1C(=O)NC1CCN(c2ccccc2)CC1,0.9433071383756226,310.39700000000005,3.094000000000001,41.57,3.0,1.0,4.0,23.0,2.0,0.3157894736842105,O=C(NC1CCN(c2ccccc2)CC1)c1ccccc1,0,True,1.6723576834215947,0,qed,9
COc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cc1,,0.9429492366901776,2.703900000000001,2.0749333992599617,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,2.0749333992599617,COc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cc1,0.9429492366901776,296.37000000000006,2.703900000000001,41.57,3.0,1.0,4.0,22.0,2.0,0.2777777777777778,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,0,True,2.0749333992599617,0,qed,10
