smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,baseline,rank_qed
Cc1sccc1C(=O)Nc1ccc(N2CCOCC2)nc1,,0.9465147372283352,2.54042,2.2357329016427627,0.0,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccsc1,2.2357329016427627,Cc1sccc1C(=O)Nc1ccc(N2CCOCC2)nc1,0.9465147372283352,303.38700000000006,2.54042,54.46000000000001,5.0,1.0,3.0,21.0,2.0,0.3333333333333333,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccsc1,0,True,2.2357329016427627,0,qed,1
Cc1csc(NC(=O)c2ccc(N3CCOCC3)cc2)n1,,0.9465147372283352,2.54042,1.9173099508230909,0.0,O=C(Nc1nccs1)c1ccc(N2CCOCC2)cc1,1.9173099508230909,Cc1csc(NC(=O)c2ccc(N3CCOCC3)cc2)n1,0.9465147372283352,303.387,2.54042,54.46000000000001,5.0,1.0,3.0,21.0,2.0,0.3333333333333333,O=C(Nc1nccs1)c1ccc(N2CCOCC2)cc1,0,True,1.9173099508230909,0,qed,2
Cc1ccc(C(=O)N2CCC[C@H]2NC(=O)c2cccs2)cc1,,0.946402654240624,3.048620000000001,2.601149505029193,0.0,O=C(N[C@@H]1CCCN1C(=O)c1ccccc1)c1cccs1,2.601149505029193,Cc1ccc(C(=O)N2CCC[C@H]2NC(=O)c2cccs2)cc1,0.946402654240624,314.41,3.048620000000001,49.41,3.0,1.0,3.0,22.0,2.0,0.2941176470588235,O=C(N[C@@H]1CCCN1C(=O)c1ccccc1)c1cccs1,0,True,2.601149505029193,0,qed,3
Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.945755400488982,3.0268200000000016,1.6565834009876106,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.6565834009876106,Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,0.945755400488982,309.41300000000007,3.0268200000000016,35.580000000000005,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6565834009876106,0,qed,4
Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.945755400488982,3.0268200000000016,1.6565834009876106,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.6565834009876106,Cc1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)cc1,0.945755400488982,309.41300000000007,3.0268200000000016,35.580000000000005,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.6565834009876106,0,qed,5
CCc1cc(C(=O)NCc2cccc(Br)c2)no1,,0.9445283509854075,2.929500000000001,2.066913163548476,0.0,O=C(NCc1ccccc1)c1ccon1,2.066913163548476,CCc1cc(C(=O)NCc2cccc(Br)c2)no1,0.9445283509854075,309.16300000000007,2.929500000000001,55.13,3.0,1.0,4.0,18.0,2.0,0.2307692307692307,O=C(NCc1ccccc1)c1ccon1,0,True,2.066913163548476,0,qed,6
Cc1cc(C(=O)NC2CCN(c3ncccn3)CC2)cs1,,0.9445033207198206,2.2453200000000004,2.321009320306066,0.0,O=C(NC1CCN(c2ncccn2)CC1)c1ccsc1,2.321009320306066,Cc1cc(C(=O)NC2CCN(c3ncccn3)CC2)cs1,0.9445033207198206,302.403,2.2453200000000004,58.120000000000005,5.0,1.0,3.0,21.0,2.0,0.4,O=C(NC1CCN(c2ncccn2)CC1)c1ccsc1,0,True,2.321009320306066,0,qed,7
Cc1cccc(-c2ccc(C(=O)N3CCC[C@@H](C(N)=O)C3)cc2)c1,,0.943927429553273,2.9995200000000004,2.248220716538336,0.0,O=C(c1ccc(-c2ccccc2)cc1)N1CCCCC1,2.248220716538336,Cc1cccc(-c2ccc(C(=O)N3CCC[C@@H](C(N)=O)C3)cc2)c1,0.943927429553273,322.408,2.9995200000000004,63.4,2.0,1.0,3.0,24.0,2.0,0.3,O=C(c1ccc(-c2ccccc2)cc1)N1CCCCC1,0,True,2.248220716538336,0,qed,8
Cc1ccccc1C(=O)N1CC(CNC(=O)c2ccccc2)C1,,0.9432114121118726,2.497020000000001,1.7658680569975012,0.0,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccccc1,1.7658680569975012,Cc1ccccc1C(=O)N1CC(CNC(=O)c2ccccc2)C1,0.9432114121118726,308.38100000000003,2.497020000000001,49.41,2.0,1.0,4.0,23.0,2.0,0.2631578947368421,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccccc1,0,True,1.7658680569975012,0,qed,9
CCc1cccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)n1,,0.9429203343921034,2.652700000000001,2.443528831952269,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccn1,2.443528831952269,CCc1cccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)n1,0.9429203343921034,295.386,2.652700000000001,45.23,3.0,1.0,4.0,22.0,2.0,0.3333333333333333,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccn1,0,True,2.443528831952269,0,qed,10
Cc1nn(C)cc1CNC(=O)c1ccc(Br)cc1F,,0.9422869008334904,2.5601200000000004,2.1254175825777715,0.0,O=C(NCc1cn[nH]c1)c1ccccc1,2.1254175825777715,Cc1nn(C)cc1CNC(=O)c1ccc(Br)cc1F,0.9422869008334904,326.169,2.5601200000000004,46.92,3.0,1.0,3.0,19.0,2.0,0.2307692307692307,O=C(NCc1cn[nH]c1)c1ccccc1,0,True,2.1254175825777715,0,qed,11
Cc1cc(NC(=O)c2cccs2)ccc1C(=O)N1CCOCC1,,0.9412938112235568,2.781220000000001,1.9740201925542544,0.0,O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1cccs1,1.9740201925542544,Cc1cc(NC(=O)c2cccs2)ccc1C(=O)N1CCOCC1,0.9412938112235568,330.4090000000002,2.781220000000001,58.64,4.0,1.0,3.0,23.0,2.0,0.2941176470588235,O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1cccs1,0,True,1.9740201925542544,0,qed,12
Cc1ccc([C@@H](C)NS(=O)(=O)c2ccc(F)cc2)cc1,,0.94080600832303,3.173620000000001,2.0941159292478595,0.0,O=S(=O)(NCc1ccccc1)c1ccccc1,2.0941159292478595,Cc1ccc([C@@H](C)NS(=O)(=O)c2ccc(F)cc2)cc1,0.94080600832303,293.363,3.173620000000001,46.17,2.0,1.0,4.0,20.0,2.0,0.2,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,2.0941159292478595,0,qed,13
Cc1ccc(NC(=O)c2ccc(OC(F)F)nc2)cc1F,,0.9406267489494262,3.382820000000001,2.0454985275939723,0.0,O=C(Nc1ccccc1)c1cccnc1,2.0454985275939723,Cc1ccc(NC(=O)c2ccc(OC(F)F)nc2)cc1F,0.9406267489494262,296.248,3.382820000000001,51.22,3.0,1.0,4.0,21.0,2.0,0.1428571428571428,O=C(Nc1ccccc1)c1cccnc1,0,True,2.0454985275939723,0,qed,14
Cc1ncccc1C(=O)Nc1ccc(N2CCCC2)nc1,,0.9398956299821414,2.6375200000000003,1.972022687266973,0.0,O=C(Nc1ccc(N2CCCC2)nc1)c1cccnc1,1.972022687266973,Cc1ncccc1C(=O)Nc1ccc(N2CCCC2)nc1,0.9398956299821414,282.3469999999999,2.6375200000000003,58.120000000000005,4.0,1.0,3.0,21.0,2.0,0.3125,O=C(Nc1ccc(N2CCCC2)nc1)c1cccnc1,0,True,1.972022687266973,0,qed,15
Cc1cccc(N2CC(NC(=O)c3ccccc3F)C2)c1,,0.9396684314964692,2.752720000000001,1.8326845591544652,0.0,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,1.8326845591544652,Cc1cccc(N2CC(NC(=O)c3ccccc3F)C2)c1,0.9396684314964692,284.33400000000006,2.752720000000001,32.34,2.0,1.0,3.0,21.0,2.0,0.2352941176470588,O=C(NC1CN(c2ccccc2)C1)c1ccccc1,0,True,1.8326845591544652,0,qed,16
Cc1ncccc1C(=O)NC1CN(c2ccc(F)cc2)C1,,0.9395542580297692,2.1477200000000005,1.999533059806355,0.0,O=C(NC1CN(c2ccccc2)C1)c1cccnc1,1.999533059806355,Cc1ncccc1C(=O)NC1CN(c2ccc(F)cc2)C1,0.9395542580297692,285.322,2.1477200000000005,45.23,3.0,1.0,3.0,21.0,2.0,0.25,O=C(NC1CN(c2ccccc2)C1)c1cccnc1,0,True,1.999533059806355,0,qed,17
COc1ccc(NC(=O)c2cc(C)c(F)cc2F)cc1OC,,0.939523396443554,3.542720000000002,1.7977825879559877,0.0,O=C(Nc1ccccc1)c1ccccc1,1.7977825879559877,COc1ccc(NC(=O)c2cc(C)c(F)cc2F)cc1OC,0.939523396443554,307.29600000000005,3.542720000000002,47.56,3.0,1.0,4.0,22.0,2.0,0.1875,O=C(Nc1ccccc1)c1ccccc1,0,True,1.7977825879559877,0,qed,18
Cc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cn1,,0.9393483798053032,2.398720000000001,2.301577712789106,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1cccnc1,2.301577712789106,Cc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cn1,0.9393483798053032,281.359,2.398720000000001,45.23,3.0,1.0,3.0,21.0,2.0,0.2941176470588235,O=C(N[C@H]1CCN(c2ccccc2)C1)c1cccnc1,0,True,2.301577712789106,0,qed,19
Cc1cocc1C(=O)N1CC[C@](C)(NC(=O)c2cccnc2C)C1,,0.9385919512466624,2.32604,3.401889032199847,0.0,O=C(NC1CCN(C(=O)c2ccoc2)C1)c1cccnc1,3.401889032199847,Cc1cocc1C(=O)N1CC[C@](C)(NC(=O)c2cccnc2C)C1,0.9385919512466624,327.38400000000007,2.32604,75.44,4.0,1.0,3.0,24.0,2.0,0.3888888888888889,O=C(NC1CCN(C(=O)c2ccoc2)C1)c1cccnc1,0,True,3.401889032199847,0,qed,20
COCC[C@@H]1CCCN(C(=O)c2ccc3cc[nH]c3c2)C1,,0.9385766950257634,3.0566000000000013,2.665223110014832,0.0,O=C(c1ccc2cc[nH]c2c1)N1CCCCC1,2.665223110014832,COCC[C@@H]1CCCN(C(=O)c2ccc3cc[nH]c3c2)C1,0.9385766950257634,286.37500000000006,3.0566000000000013,45.33,2.0,1.0,4.0,21.0,2.0,0.4705882352941176,O=C(c1ccc2cc[nH]c2c1)N1CCCCC1,0,True,2.665223110014832,0,qed,21
Cc1nccn1CCNC(=O)c1ccc(Br)c(F)c1,,0.9384816750801244,2.5231200000000005,2.1436974195767675,0.0,O=C(NCCn1ccnc1)c1ccccc1,2.1436974195767675,Cc1nccn1CCNC(=O)c1ccc(Br)c(F)c1,0.9384816750801244,326.169,2.5231200000000005,46.92,3.0,1.0,4.0,19.0,2.0,0.2307692307692307,O=C(NCCn1ccnc1)c1ccccc1,0,True,2.1436974195767675,0,qed,22
Cc1cccc(C(=O)NC2CCN(c3ccc(Cl)cc3)CC2)n1,,0.9378226643100144,3.4422200000000016,1.9432964163304776,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1ccccn1,1.9432964163304776,Cc1cccc(C(=O)NC2CCN(c3ccc(Cl)cc3)CC2)n1,0.9378226643100144,329.8310000000001,3.4422200000000016,45.23,3.0,1.0,3.0,23.0,2.0,0.3333333333333333,O=C(NC1CCN(c2ccccc2)CC1)c1ccccn1,0,True,1.9432964163304776,0,qed,23
COc1cccc(C(=O)Nc2ccc(C(=O)[O-])cc2Cl)c1,,0.9363209248296384,1.9644,2.101892957302198,0.0,O=C(Nc1ccccc1)c1ccccc1,2.101892957302198,COc1cccc(C(=O)Nc2ccc(C(=O)[O-])cc2Cl)c1,0.9363209248296384,304.70899999999995,1.9644,78.46,4.0,1.0,4.0,21.0,2.0,0.0666666666666666,O=C(Nc1ccccc1)c1ccccc1,0,True,2.101892957302198,0,qed,24
Cc1cc(CNC(=O)c2ccc(N3CCCC3)cc2)cs1,,0.9356574604932456,3.5867200000000024,1.9867495472921932,0.0,O=C(NCc1ccsc1)c1ccc(N2CCCC2)cc1,1.9867495472921932,Cc1cc(CNC(=O)c2ccc(N3CCCC3)cc2)cs1,0.9356574604932456,300.427,3.5867200000000024,32.34,3.0,1.0,4.0,21.0,2.0,0.3529411764705882,O=C(NCc1ccsc1)c1ccc(N2CCCC2)cc1,0,True,1.9867495472921932,0,qed,25
COc1ccc(C(=O)NCC2Cc3ccccc3C2)cc1,,0.9355577462919256,2.8400000000000016,1.7923767856276314,0.0,O=C(NCC1Cc2ccccc2C1)c1ccccc1,1.7923767856276314,COc1ccc(C(=O)NCC2Cc3ccccc3C2)cc1,0.9355577462919256,281.355,2.8400000000000016,38.33,2.0,1.0,4.0,21.0,2.0,0.2777777777777778,O=C(NCC1Cc2ccccc2C1)c1ccccc1,0,True,1.7923767856276314,0,qed,26
Cc1ccc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cc1,,0.934985372297817,3.6414200000000023,2.145268102216958,0.0,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,2.145268102216958,Cc1ccc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cc1,0.934985372297817,308.42500000000007,3.6414200000000023,32.34,2.0,1.0,4.0,23.0,2.0,0.35,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,0,True,2.145268102216958,0,qed,27
