smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
COc1cc(-c2ccccc2)ccc1NC(=O)NCC1CCOCC1,,0.867421792022192,3.910300000000001,1.9591022372303826,0.0,O=C(NCC1CCOCC1)Nc1ccc(-c2ccccc2)cc1,1.9591022372303826,COc1cc(-c2ccccc2)ccc1NC(=O)NCC1CCOCC1,0.867421792022192,340.4230000000002,3.910300000000001,59.59,3.0,2.0,5.0,25.0,2.0,0.35,O=C(NCC1CCOCC1)Nc1ccc(-c2ccccc2)cc1,0,True,1.9591022372303826
CCc1ccc(C(=O)N2CC[NH+](Cc3ccc(F)cc3)CC2)cc1,,0.9118411907514964,1.9289999999999992,2.9907338073345002,0.0,O=C(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,2.9907338073345002,CCc1ccc(C(=O)N2CC[NH+](Cc3ccc(F)cc3)CC2)cc1,0.9118411907514964,327.42300000000006,1.9289999999999992,24.750000000000004,1.0,1.0,4.0,24.0,2.0,0.35,O=C(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,0,True,2.9907338073345002
Cc1[nH]ccc1C(=O)NC[C@H](C)CNC(=O)c1ccc(C(F)(F)F)cn1,,0.7323057764512778,2.53282,3.1061524953776027,0.0,O=C(NCCCNC(=O)c1ccccn1)c1cc[nH]c1,3.1061524953776027,Cc1[nH]ccc1C(=O)NC[C@H](C)CNC(=O)c1ccc(C(F)(F)F)cn1,0.7323057764512778,368.359,2.53282,86.88000000000001,3.0,3.0,6.0,26.0,2.0,0.35294117647058826,O=C(NCCCNC(=O)c1ccccn1)c1cc[nH]c1,0,True,3.1061524953776027
CC[NH+](CC)CCCNC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,,0.5912405658611191,1.0443000000000011,2.969934868720612,0.0,O=C(NC1CCNCC1)c1ccccc1,2.969934868720612,CC[NH+](CC)CCCNC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,0.5912405658611191,379.50000000000017,1.0443000000000011,65.88,2.0,3.0,8.0,27.0,1.0,0.6,O=C(NC1CCNCC1)c1ccccc1,0,True,2.969934868720612
Cc1cccc(C[NH+]2CCC(C)(NC(=O)c3cccs3)C2)c1,,0.8892695597471539,2.0338200000000004,4.125735204381014,0.0,O=C(NC1CC[NH+](Cc2ccccc2)C1)c1cccs1,4.125735204381014,Cc1cccc(C[NH+]2CCC(C)(NC(=O)c3cccs3)C2)c1,0.8892695597471539,315.46200000000005,2.0338200000000004,33.54,2.0,2.0,4.0,22.0,2.0,0.3888888888888889,O=C(NC1CC[NH+](Cc2ccccc2)C1)c1cccs1,0,True,4.125735204381014
CCc1ccccc1CNc1cccc(-c2ccccc2)n1,,0.7202506496742337,4.923100000000004,1.8064078542281763,0.0,c1ccc(CNc2cccc(-c3ccccc3)n2)cc1,1.8064078542281763,CCc1ccccc1CNc1cccc(-c2ccccc2)n1,0.7202506496742337,288.394,4.923100000000004,24.92,2.0,1.0,5.0,22.0,3.0,0.15,c1ccc(CNc2cccc(-c3ccccc3)n2)cc1,0,True,1.8064078542281763
Cc1nocc1C[NH+]1CC[C@@H]2CCN(C(=O)c3cccc(F)c3)C[C@@H]21,,0.9167483229980768,1.4416199999999995,4.479282378015359,0.0,O=C(c1ccccc1)N1CC[C@H]2CC[NH+](Cc3cnoc3)[C@H]2C1,4.479282378015359,Cc1nocc1C[NH+]1CC[C@@H]2CCN(C(=O)c3cccc(F)c3)C[C@@H]21,0.9167483229980768,344.41,1.4416199999999995,50.78,3.0,1.0,3.0,25.0,2.0,0.47368421052631576,O=C(c1ccccc1)N1CC[C@H]2CC[NH+](Cc3cnoc3)[C@H]2C1,0,True,4.479282378015359
Cc1nnc(C[NH+]2CCC[C@H]2CNC(=O)[C@@H]2C[C@H]3CCC[C@H]3C2)o1,,0.8385459152693614,0.8678200000000005,5.01744222759814,0.0,O=C(NC[C@@H]1CCC[NH+]1Cc1nnco1)[C@@H]1C[C@H]2CCC[C@H]2C1,5.01744222759814,Cc1nnc(C[NH+]2CCC[C@H]2CNC(=O)[C@@H]2C[C@H]3CCC[C@H]3C2)o1,0.8385459152693614,333.4560000000002,0.8678200000000005,72.46000000000001,4.0,2.0,5.0,24.0,1.0,0.8333333333333334,O=C(NC[C@@H]1CCC[NH+]1Cc1nnco1)[C@@H]1C[C@H]2CCC[C@H]2C1,0,True,5.01744222759814
Cc1nocc1C[NH+]1CC(NC=O)C1,,0.5759329303941871,-1.5038799999999986,4.700964609360778,0.0,c1nocc1C[NH+]1CCC1,4.700964609360778,Cc1nocc1C[NH+]1CC(NC=O)C1,0.5759329303941871,196.23000000000002,-1.5038799999999986,59.57,3.0,2.0,4.0,14.0,1.0,0.5555555555555556,c1nocc1C[NH+]1CCC1,0,True,4.700964609360778
Cc1ccccc1C(=O)NC1C[NH+](Cc2ccccc2)C1,,0.8671148884379967,1.1921199999999998,2.8025928512014,0.0,O=C(NC1C[NH+](Cc2ccccc2)C1)c1ccccc1,2.8025928512014,Cc1ccccc1C(=O)NC1C[NH+](Cc2ccccc2)C1,0.8671148884379967,281.379,1.1921199999999998,33.54,1.0,2.0,4.0,21.0,2.0,0.2777777777777778,O=C(NC1C[NH+](Cc2ccccc2)C1)c1ccccc1,0,True,2.8025928512014
