smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
Cc1ccc(C(=O)NCCCOc2ccccc2F)s1,,0.8290483420540656,3.3945200000000018,1.895602435067552,0.0,O=C(NCCCOc1ccccc1)c1cccs1,1.895602435067552,Cc1ccc(C(=O)NCCCOc2ccccc2F)s1,0.8290483420540656,293.363,3.3945200000000018,38.33,3.0,1.0,6.0,20.0,2.0,0.26666666666666666,O=C(NCCCOc1ccccc1)c1cccs1,0,True,1.895602435067552
Cc1ccc(C[NH+]2CCC(CCc3ccccc3)CC2)cc1,,0.861621838901863,3.4227200000000026,3.0295302210920827,0.0,c1ccc(CCC2CC[NH+](Cc3ccccc3)CC2)cc1,3.0295302210920827,Cc1ccc(C[NH+]2CCC(CCc3ccccc3)CC2)cc1,0.861621838901863,294.46200000000005,3.4227200000000026,4.44,0.0,1.0,5.0,22.0,2.0,0.42857142857142855,c1ccc(CCC2CC[NH+](Cc3ccccc3)CC2)cc1,0,True,3.0295302210920827
Cc1cc(C(=O)NC2C[NH+](CC[NH+]3CCC(C)CC3)C2)ccc1F,,0.6635174710203403,-0.554179999999997,4.247938429707585,0.0,O=C(NC1C[NH+](CC[NH+]2CCCCC2)C1)c1ccccc1,4.247938429707585,Cc1cc(C(=O)NC2C[NH+](CC[NH+]3CCC(C)CC3)C2)ccc1F,0.6635174710203403,335.46700000000004,-0.554179999999997,37.98,1.0,3.0,5.0,24.0,1.0,0.631578947368421,O=C(NC1C[NH+](CC[NH+]2CCCCC2)C1)c1ccccc1,0,True,4.247938429707585
Cc1cccc(N2CC[C@@H](NC(=O)NCC3(C(F)(F)F)CCCC3)C2)c1,,0.8427313903781849,3.9956200000000024,3.121626554060575,0.0,O=C(NCC1CCCC1)N[C@@H]1CCN(c2ccccc2)C1,3.121626554060575,Cc1cccc(N2CC[C@@H](NC(=O)NCC3(C(F)(F)F)CCCC3)C2)c1,0.8427313903781849,369.4310000000002,3.9956200000000024,44.370000000000005,2.0,2.0,4.0,26.0,1.0,0.631578947368421,O=C(NCC1CCCC1)N[C@@H]1CCN(c2ccccc2)C1,0,True,3.121626554060575
Cc1cccc(C(=O)NCc2nc(C(C)(C)C)no2)n1,,0.9254257477877399,2.00052,2.3299146765103185,0.0,O=C(NCc1ncno1)c1ccccn1,2.3299146765103185,Cc1cccc(C(=O)NCc2nc(C(C)(C)C)no2)n1,0.9254257477877399,274.324,2.00052,80.91000000000001,5.0,1.0,3.0,20.0,2.0,0.42857142857142855,O=C(NCc1ncno1)c1ccccn1,0,True,2.3299146765103185
Cc1cc(NC(=O)NC[C@@H](NC(=O)C[NH+]2CCOCC2)C2CC2)ccc1F,,0.5409165689765073,0.06552000000000113,3.9516523121096068,0.0,O=C(C[NH+]1CCOCC1)N[C@H](CNC(=O)Nc1ccccc1)C1CC1,3.9516523121096068,Cc1cc(NC(=O)NC[C@@H](NC(=O)C[NH+]2CCOCC2)C2CC2)ccc1F,0.5409165689765073,379.4560000000002,0.06552000000000113,83.9,3.0,4.0,7.0,27.0,1.0,0.5789473684210527,O=C(C[NH+]1CCOCC1)N[C@H](CNC(=O)Nc1ccccc1)C1CC1,0,True,3.9516523121096068
CCOC(=O)c1ccc(NC(=O)N2CCC(c3ccc(F)cc3)CC2)cc1,,0.8110513673019216,4.4139000000000035,1.8808650227770816,0.0,O=C(Nc1ccccc1)N1CCC(c2ccccc2)CC1,1.8808650227770816,CCOC(=O)c1ccc(NC(=O)N2CCC(c3ccc(F)cc3)CC2)cc1,0.8110513673019216,370.4240000000001,4.4139000000000035,58.64,3.0,1.0,4.0,27.0,2.0,0.3333333333333333,O=C(Nc1ccccc1)N1CCC(c2ccccc2)CC1,0,True,1.8808650227770816
CC(C)(C(=O)NCCC[NH+]1CCCCCC1)C1CCCC1,,0.7235517827695644,2.1679999999999993,3.792975928124478,0.0,O=C(CC1CCCC1)NCCC[NH+]1CCCCCC1,3.792975928124478,CC(C)(C(=O)NCCC[NH+]1CCCCCC1)C1CCCC1,0.7235517827695644,295.49100000000004,2.1679999999999993,33.54,1.0,2.0,6.0,21.0,0.0,0.9444444444444444,O=C(CC1CCCC1)NCCC[NH+]1CCCCCC1,0,True,3.792975928124478
Cc1ccccc1C(=O)N[C@H](C)CCNC(=O)CC1CCOCC1,,0.8057420095869233,2.436320000000001,2.573481123778155,0.0,O=C(CC1CCOCC1)NCCCNC(=O)c1ccccc1,2.573481123778155,Cc1ccccc1C(=O)N[C@H](C)CCNC(=O)CC1CCOCC1,0.8057420095869233,332.44400000000013,2.436320000000001,67.43,3.0,2.0,7.0,24.0,1.0,0.5789473684210527,O=C(CC1CCOCC1)NCCCNC(=O)c1ccccc1,0,True,2.573481123778155
CC(C)(C)OC(=O)NCc1ccc(C[NH+]2CCCC2)cc1,,0.889449295814311,1.8899999999999995,3.3238848199106563,0.0,c1ccc(C[NH+]2CCCC2)cc1,3.3238848199106563,CC(C)(C)OC(=O)NCc1ccc(C[NH+]2CCCC2)cc1,0.889449295814311,291.41499999999996,1.8899999999999995,42.769999999999996,2.0,2.0,4.0,21.0,1.0,0.5882352941176471,c1ccc(C[NH+]2CCCC2)cc1,0,True,3.3238848199106563
CC(C)CCC[NH+]1CC(NC(=O)c2cccc3[nH]cnc23)C1,,0.7451397093579984,0.9960000000000006,3.454247178526707,0.0,O=C(NC1C[NH2+]C1)c1cccc2[nH]cnc12,3.454247178526707,CC(C)CCC[NH+]1CC(NC(=O)c2cccc3[nH]cnc23)C1,0.7451397093579984,301.4140000000001,0.9960000000000006,62.22,2.0,3.0,6.0,22.0,2.0,0.5294117647058824,O=C(NC1C[NH2+]C1)c1cccc2[nH]cnc12,0,True,3.454247178526707
O=CNC1C[NH+](Cc2cccc(F)c2)C1,,0.6341139917987205,-0.6611999999999996,3.8119364155072137,0.0,c1ccc(C[NH+]2CCC2)cc1,3.8119364155072137,O=CNC1C[NH+](Cc2cccc(F)c2)C1,0.6341139917987205,209.244,-0.6611999999999996,33.54,1.0,2.0,4.0,15.0,1.0,0.36363636363636365,c1ccc(C[NH+]2CCC2)cc1,0,True,3.8119364155072137
CC[C@@H](CNC(=O)C1CCCCCC1)NC(=O)c1ccc(C)nc1,,0.7873053475332021,2.9850200000000013,2.599241078529287,0.0,O=C(NCCNC(=O)C1CCCCCC1)c1cccnc1,2.599241078529287,CC[C@@H](CNC(=O)C1CCCCCC1)NC(=O)c1ccc(C)nc1,0.7873053475332021,331.46,2.9850200000000013,71.09,3.0,2.0,6.0,24.0,1.0,0.631578947368421,O=C(NCCNC(=O)C1CCCCCC1)c1cccnc1,0,True,2.599241078529287
