Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
CCCN(CCSC)CCC(=O)O,0.6522759977947385,1.5361,2.362802387371463,,2.362802387371463,CCCN(CCSC)CCC(=O)O,0.6522759977947385,205.32299999999995,1.5361,40.540000000000006,3,1,8,13,0,0.8888888888888888,,0,True,2.362802387371463
CC(=N)NCCCC(=O)NC1=NC(C)=CS1,0.4166847869856673,1.7569899999999998,2.549367356467213,c1cscn1,2.549367356467213,CC(=N)NCCCC(=O)Nc1nc(C)cs1,0.4166847869856673,240.332,1.7569899999999998,77.87,4,3,5,16,1,0.5,c1cscn1,0,True,2.549367356467213
NC1=CC=CC(NC2=NC=NC3=CC=C(F)C=C32)=C1,0.6896342875629905,3.0947000000000013,1.991365027440601,c1ccc(Nc2ncnc3ccccc23)cc1,1.991365027440601,Nc1cccc(Nc2ncnc3ccc(F)cc23)c1,0.6896342875629905,254.26800000000003,3.0947000000000013,63.83,4,2,2,19,3,0.0,c1ccc(Nc2ncnc3ccccc23)cc1,0,True,1.991365027440601
O=C1C=C(CO)C=C2C3=C=C(Cl)C=C(S3)C(=CC(F)F)C(=O)N12,0.6543769354537645,2.879100000000001,5.0070417300582015,C=C1C(=O)n2c(cccc2=O)C2=C=CC=C1S2,5.0070417300582015,O=C1C(=CC(F)F)C2=CC(Cl)=C=C(S2)c2cc(CO)cc(=O)n21,0.6543769354537645,355.749,2.879100000000001,59.3,5,1,2,23,1,0.1333333333333333,C=C1C(=O)n2c(cccc2=O)C2=C=CC=C1S2,0,True,5.0070417300582015
CC(C)(C)C(=O)NCC(C1=CC=C(Cl)C([N+](=O)[O-])=C1)N1CCN(C2=CC=CC=C2)CC1,0.5312132590155354,4.273800000000004,2.758164914056639,c1ccc(CN2CCN(c3ccccc3)CC2)cc1,2.758164914056639,CC(C)(C)C(=O)NCC(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2)CC1,0.5312132590155354,444.96300000000025,4.273800000000004,78.71999999999998,5,1,6,31,2,0.4347826086956521,c1ccc(CN2CCN(c3ccccc3)CC2)cc1,0,True,2.758164914056639
CC(=O)NC(CC1=CC=C(F)C=C1)C(=O)NC(CS)C(=O)N1CCOCC1,0.5717225122296676,0.1463000000000001,2.9055701606806323,O=C(CCc1ccccc1)NCC(=O)N1CCOCC1,2.9055701606806323,CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC(CS)C(=O)N1CCOCC1,0.5717225122296676,397.4720000000002,0.1463000000000001,87.74000000000001,5,3,7,27,1,0.5,O=C(CCc1ccccc1)NCC(=O)N1CCOCC1,0,True,2.9055701606806323
CC(C)CN1C(=O)NC2=C1C(=O)N(CC1=CC=C(Cl)C(Cl)=C1)CC2,0.9000606853724864,3.3377000000000017,2.630770566227781,O=C1c2[nH]c(=O)[nH]c2CCN1Cc1ccccc1,2.630770566227781,CC(C)Cn1c2c([nH]c1=O)CCN(Cc1ccc(Cl)c(Cl)c1)C2=O,0.9000606853724864,368.2640000000001,3.3377000000000017,58.1,3,1,4,24,2,0.4117647058823529,O=C1c2[nH]c(=O)[nH]c2CCN1Cc1ccccc1,0,True,2.630770566227781
O=C(CCCCCCCCCCl)N1CCN(C(=O)C2=CC=C3OCOS(=O)(=O)C3=C2)CC1,0.2857159507114877,3.3858000000000024,2.8079346925227338,O=C(c1ccc2c(c1)S(=O)(=O)OCO2)N1CCNCC1,2.8079346925227338,O=C(CCCCCCCCCCl)N1CCN(C(=O)c2ccc3c(c2)S(=O)(=O)OCO3)CC1,0.2857159507114877,487.0180000000003,3.3858000000000024,93.22,6,0,10,32,1,0.6363636363636364,O=C(c1ccc2c(c1)S(=O)(=O)OCO2)N1CCNCC1,0,True,2.8079346925227338
O=C1C2=C(C3=CC=C(F)C=C3)CC=C=C2CCN1CC1=CC=CC=C1,0.7586050137400522,4.497000000000003,3.000725630275694,O=C1C2=C(c3ccccc3)CC=C=C2CCN1Cc1ccccc1,3.000725630275694,O=C1C2=C(c3ccc(F)cc3)CC=C=C2CCN1Cc1ccccc1,0.7586050137400522,331.39,4.497000000000003,20.31,1,0,3,25,2,0.1818181818181818,O=C1C2=C(c3ccccc3)CC=C=C2CCN1Cc1ccccc1,0,True,3.000725630275694
CC1=CC=C(CNC2CCN(CC3=CC=C(C4=CN(C5=CC=C6OCCOC6=C5)N=C4)C=C3)C2)C=C1,0.4042455977781357,4.983020000000005,2.86772574472486,c1ccc(CNC2CCN(Cc3ccc(-c4cnn(-c5ccc6c(c5)OCCO6)c4)cc3)C2)cc1,2.86772574472486,Cc1ccc(CNC2CCN(Cc3ccc(-c4cnn(-c5ccc6c(c5)OCCO6)c4)cc3)C2)cc1,0.4042455977781357,480.6120000000003,4.983020000000005,51.55,6,1,7,36,4,0.3,c1ccc(CNC2CCN(Cc3ccc(-c4cnn(-c5ccc6c(c5)OCCO6)c4)cc3)C2)cc1,0,True,2.86772574472486
