Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
CCN(CC)C(=O)CCC(=O)NCC(=O)N1CCC(C2=CN(CCOC)C3=CC=CC=C23)CC1,0.5474241839154599,2.758500000000001,2.5412786885768632,c1ccc2c(C3CCNCC3)c[nH]c2c1,2.5412786885768632,CCN(CC)C(=O)CCC(=O)NCC(=O)N1CCC(c2cn(CCOC)c3ccccc23)CC1,0.5474241839154599,470.61400000000026,2.758500000000001,83.88000000000001,5,1,11,34,2,0.5769230769230769,c1ccc2c(C3CCNCC3)c[nH]c2c1,0,True,2.5412786885768632
CNC(=N)S,0.2195888052777455,0.0703699999999998,3.655569641029622,,3.655569641029622,CNC(=N)S,0.2195888052777455,90.151,0.0703699999999998,35.88,1,3,0,5,0,0.5,,0,True,3.655569641029622
CC(=O)NN1CCC(OC2=CC=C(C(=O)N3CCC4(CC3)CNC(=O)CO4)C3=C2CCCC3)C1,0.6859080530938894,1.190800000000001,4.145874518406161,O=C1COC2(CCN(C(=O)c3ccc(OC4CCNC4)c4c3CCCC4)CC2)CN1,4.145874518406161,CC(=O)NN1CCC(Oc2ccc(C(=O)N3CCC4(CC3)CNC(=O)CO4)c3c2CCCC3)C1,0.6859080530938894,470.5700000000005,1.190800000000001,100.21000000000002,6,2,4,34,1,0.64,O=C1COC2(CCN(C(=O)c3ccc(OC4CCNC4)c4c3CCCC4)CC2)CN1,0,True,4.145874518406161
O=C(C=C=C1C=C2C(=O)C=CC=C2C(=O)N1NC1=CC=CC=C1)OC1=CC=C(Cl)C=C1,0.3906497668305535,2.4511000000000003,3.2778922947864944,O=C(C=C=c1cc2c(c(=O)n1Nc1ccccc1)=CC=CC2=O)Oc1ccccc1,3.2778922947864944,O=C(C=C=c1cc2c(c(=O)n1Nc1ccccc1)=CC=CC2=O)Oc1ccc(Cl)cc1,0.3906497668305535,430.8470000000001,2.4511000000000003,77.4,6,1,4,31,3,0.0,O=C(C=C=c1cc2c(c(=O)n1Nc1ccccc1)=CC=CC2=O)Oc1ccccc1,0,True,3.2778922947864944
O=C(CC1=NC2=CC=CC=C2N1)C1=CC=C2CC3CCCCN3C(=O)C2=C1,0.7275833650119292,3.539100000000002,2.8519449042276825,O=C(Cc1nc2ccccc2[nH]1)c1ccc2c(c1)C(=O)N1CCCCC1C2,2.8519449042276825,O=C(Cc1nc2ccccc2[nH]1)c1ccc2c(c1)C(=O)N1CCCCC1C2,0.7275833650119292,359.4290000000002,3.539100000000002,66.06,3,1,3,27,3,0.3181818181818182,O=C(Cc1nc2ccccc2[nH]1)c1ccc2c(c1)C(=O)N1CCCCC1C2,0,True,2.8519449042276825
S=C(N(CCCl)CCCl)N1CCNC1N1CCCC1,0.6065865934906735,1.3355,3.9335135529054135,C1CCN(C2NCCN2)C1,3.9335135529054135,S=C(N(CCCl)CCCl)N1CCNC1N1CCCC1,0.6065865934906735,325.30900000000014,1.3355,21.75,3,1,5,19,0,0.9166666666666666,C1CCN(C2NCCN2)C1,0,True,3.9335135529054135
NC1=CN2C(=O)C3=CC=CC=C3N=C2C=C1,0.5720545962250342,1.4299000000000002,2.0368872713349546,O=c1c2ccccc2nc2ccccn12,2.0368872713349546,Nc1ccc2nc3ccccc3c(=O)n2c1,0.5720545962250342,211.224,1.4299000000000002,60.39,4,1,0,16,3,0.0,O=c1c2ccccc2nc2ccccn12,0,True,2.0368872713349546
COC1=CC2=CC=C(N3CCC(C(=O)NN=CC4=CC=C(F)C(Cl)=C4)CC3)N=C2C(OC)=C1,0.4263123532501026,4.411200000000004,2.4837279521084312,O=C(NN=Cc1ccccc1)C1CCN(c2ccc3ccccc3n2)CC1,2.4837279521084312,COc1cc(OC)c2nc(N3CCC(C(=O)NN=Cc4ccc(F)c(Cl)c4)CC3)ccc2c1,0.4263123532501026,470.9320000000002,4.411200000000004,76.05,6,1,6,33,3,0.2916666666666667,O=C(NN=Cc1ccccc1)C1CCN(c2ccc3ccccc3n2)CC1,0,True,2.4837279521084312
COC1=CC=C(C=O)C=C1,0.575816465118545,1.5076999999999998,1.4887133227194695,c1ccccc1,1.4887133227194695,COc1ccc(C=O)cc1,0.575816465118545,136.14999999999998,1.5076999999999998,26.3,2,0,2,10,1,0.125,c1ccccc1,0,True,1.4887133227194695
O=C(NCCC1=CC2=CC=CC=C2N1)C1=CC=C(Br)C=C1,0.7414104624563673,3.9029000000000025,1.8778325233325488,O=C(NCCc1cc2ccccc2[nH]1)c1ccccc1,1.8778325233325488,O=C(NCCc1cc2ccccc2[nH]1)c1ccc(Br)cc1,0.7414104624563673,343.22400000000005,3.9029000000000025,44.89,1,2,4,21,3,0.1176470588235294,O=C(NCCc1cc2ccccc2[nH]1)c1ccccc1,0,True,1.8778325233325488
CCCCC(CC)(CC)C(=O)N1C2=CC=C(S(=O)(=O)NCC3=CC=C(F)C=C3F)C=C2CC1C(=O)O,0.4420316584798398,4.782200000000004,3.3133221898018137,O=S(=O)(NCc1ccccc1)c1ccc2c(c1)CCN2,3.3133221898018137,CCCCC(CC)(CC)C(=O)N1c2ccc(S(=O)(=O)NCc3ccc(F)cc3F)cc2CC1C(=O)O,0.4420316584798398,522.6140000000003,4.782200000000004,103.78000000000002,4,2,11,36,2,0.4615384615384615,O=S(=O)(NCc1ccccc1)c1ccc2c(c1)CCN2,0,True,3.3133221898018137
NC(=O)C(CC1=CNC(C(=O)O)=N1)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNS(=O)(=O)C1=CC2=CC=CC=C2N1,0.1115662218195855,-0.1921999999999965,3.723067690316088,O=C(CNS(=O)(=O)c1cc2ccccc2[nH]1)NC(Cc1ccccc1)C(=O)NCCc1c[nH]cn1,3.723067690316088,NC(=O)C(Cc1c[nH]c(C(=O)O)n1)NC(=O)C(Cc1ccccc1)NC(=O)CNS(=O)(=O)c1cc2ccccc2[nH]1,0.1115662218195855,581.6110000000002,-0.1921999999999965,229.23,7,7,13,41,4,0.1923076923076923,O=C(CNS(=O)(=O)c1cc2ccccc2[nH]1)NC(Cc1ccccc1)C(=O)NCCc1c[nH]cn1,0,True,3.723067690316088
CC1(C)C=NCCC(CCNC(=O)C2=CC=C(F)C=C2)(OC(=O)C(C)(C)C)C1,0.7676645233554801,4.164500000000003,3.6162822755010495,O=C(NCCC1CCC=NCC1)c1ccccc1,3.6162822755010495,CC1(C)C=NCCC(CCNC(=O)c2ccc(F)cc2)(OC(=O)C(C)(C)C)C1,0.7676645233554801,390.4990000000002,4.164500000000003,67.75999999999999,4,1,5,28,1,0.5909090909090909,O=C(NCCC1CCC=NCC1)c1ccccc1,0,True,3.6162822755010495
CC1=C(C(=O)OC(CSC2=CC=CS2)C(=O)O)C(C2=CC=C(Cl)C=C2)C(C#N)=C(N)N1,0.4069978892700235,3.8448800000000016,3.650130092069336,O=C(OCCSc1cccs1)C1=CNC=CC1c1ccccc1,3.650130092069336,CC1=C(C(=O)OC(CSc2cccs2)C(=O)O)C(c2ccc(Cl)cc2)C(C#N)=C(N)N1,0.4069978892700235,475.97900000000016,3.8448800000000016,125.44,8,3,7,31,2,0.1904761904761904,O=C(OCCSc1cccs1)C1=CNC=CC1c1ccccc1,0,True,3.650130092069336
O=C(COC(=O)C1=CC=C2C=C3OCCNC3=CC2=C1)NC1=CC=C([N+](=O)[O-])C=C1,0.3780120644187461,3.347800000000001,2.383176894992216,O=C(COC(=O)c1ccc2cc3c(cc2c1)NCCO3)Nc1ccccc1,2.383176894992216,O=C(COC(=O)c1ccc2cc3c(cc2c1)NCCO3)Nc1ccc([N+](=O)[O-])cc1,0.3780120644187461,407.38200000000006,3.347800000000001,119.8,7,2,5,30,3,0.1428571428571428,O=C(COC(=O)c1ccc2cc3c(cc2c1)NCCO3)Nc1ccccc1,0,True,2.383176894992216
CC(C)(C)OC(=NC1=CC1N(CC(=O)N1CCC(N2CCCC2)CC1)C1=CC=C(C(=O)O)C=N1)C1=C=NC(SCC(=O)O)=N1,0.2929734161087509,2.8937,4.480742041664785,O=C(CN(c1ccccn1)C1C=C1N=CC1=C=NC=N1)N1CCC(N2CCCC2)CC1,4.480742041664785,CC(C)(C)OC(=NC1=CC1N(CC(=O)N1CCC(N2CCCC2)CC1)c1ccc(C(=O)O)cn1)C1=C=NC(SCC(=O)O)=N1,0.2929734161087509,623.7360000000003,2.8937,160.58999999999995,11,2,10,44,1,0.5333333333333333,O=C(CN(c1ccccn1)C1C=C1N=CC1=C=NC=N1)N1CCC(N2CCCC2)CC1,0,True,4.480742041664785
